Name,Cage/Litter,Mouse_ID,Cohort,Sex,Diet,Treatment,Age,BW(g),Basal_Glucose,IpGTT_0min,IpGTT_15min,IpGTT_30min,IpGTT_60min,IpGTT_90min,IpGTT_120min,AUC_crude,AUC_vs_basal,AUC%,TotalIntake(g),NumberMeals,AverageMealSize(g),AverageMealDuration(g),IntervalBtwMeals(min),EatingRate,LatencyFirstMeal,FirstMealSize,SatietyRatio,FaecalPellets,LocomotorActivity(12h),Rears(12h),Rearing_Centre,Rearing_ExternalZone10%,Rearing_ExternalZone20%,CentreTime%,TimeThigmotaxis(10%),TimeThigmotaxis(20%),CentreDistance%,DistanceThigmotaxis(10%),DistanceThigmotaxis(20%),SPT_Ratio,SPT_Ratio_OD,SPT_Ratio_ON,SPT_PreferenceScore,SPT_PreferenceScorePercentage,SPT_PreferenceScore_OD,SPT_PreferenceScore_ON,SPT_CumulativeDrinkIntake_Water,SPT_CumulativeDrinkIntake_Saccharin,SPT_CumulativeDrinkIntake_Water_OD,SPT_CumulativeDrinkIntake_Saccharin_OD,SPT_CumulativeDrinkIntake_Water_ON,SPT_CumulativeDrinkIntake_Saccharin_ON,SPT_TotalCumulative_WaterDiet_0h,SPT_TotalCumulative_WaterDiet_12h,SPT_TotalCumulative_WaterDiet_24h,SPT_TotalCumulative_WaterDiet_36h,SPT_TotalCumulative_WaterDiet_48h,SPT_TotalCumulative_SaccharinDiet_0h,SPT_TotalCumulative_SaccharinDiet_12h,SPT_TotalCumulative_SaccharinDiet_24h,SPT_TotalCumulative_SaccharinDiet_36h,SPT_TotalCumulative_SaccharinDiet_48h,FPT_PreferenceScore,FPT_PreferenceScore%,FPT_PreferenceScore_OD,FPT_PreferenceScore%_OD,FPT_PreferenceScore_ON,FPT_PreferenceScore%_ON,FPT_TotalCumulative_CTDiet,FPT_TotalCumulative_HFHSDiet,FPT_TotalCumulative_CTDiet_OD,FPT_TotalCumulative_HFHS_OD,FPT_TotalCumulative_CTDiet_ON,FPT_TotalCumulative_HFHSDiet_ON,FPT_TotalCumulative_CTDiet_0h,FPT_TotalCumulative_CTDiet_12h,FPT_TotalCumulative_CTDiet_24h,FPT_TotalCumulative_CTDiet_36h,FPT_TotalCumulative_CTDiet_48h,FPT_TotalCumulative_HFHSDiet_0h,FPT_TotalCumulative_HFHSDiet_12h,FPT_TotalCumulative_HFHSDiet_24h,FPT_TotalCumulative_HFHSDiet_36h,FPT_TotalCumulative_HFHSDiet_48h,gonWAT(g),MesWAT(g),BAT(g),Liver(g),Caecum(g),SmallIntestine(cm),Colon(cm),Testicles(g),GonWAT/BW(g),MesWAT/BW(g),BAT/BW(g),Liver/BW(g),Caecum/BW(g),SmallIntestine/BW(cm),Colon/BW(cm),Testicles/BW(g)
HFHS_1472_C1_L115_P132_M,115,132,1,M,HFHS,1472,PND42,17.5,,,,,,,,,,,0.68,3,0.17,26.01,346.17,0.11,176.77,0.22,,22,12724.8,2986,,,,2.5,53.4,97.5,31.3,24.4,68.7,1.43,,,0.59,59,,,7,10,,,,,,,,,,,,,,,0.88,88,0.893,89.286,0.864,86.364,0.6,4.4,0.3,2.5,0.3,1.9,0,0.3,0.6,,,0,2.5,4.4,,,,,,,,,,,,,,,,,,
HFHS_1472_C1_L115_P133_M,115,133,1,M,HFHS,1472,PND42,17.9,,,,,,,,,,,0.78,5,0.16,29.56,424.9,0.09,118.88,0.24,,14,18134.5,3160,,,,3,56.4,97,32.2,21.7,67.9,1.67,,,0.63,63,,,3,5,,,,,,,,,,,,,,,0.96,95.92,0.964,96.429,0.952,95.238,0.2,4.7,0.1,2.7,0.1,2,0,0.1,0.2,,,0,2.7,4.7,,,,,,,,,,,,,,,,,,
HFHS_1472_C1_L111_P134_F,111,134,1,F,HFHS,1472,PND42,14.9,,,,,,,,,,,1.04,4,0.2,43,456.87,0.08,31.83,0.38,,22,27585.1,2844,,,,8.8,49.7,91.1,33.7,25.5,66.2,2.67,,,0.73,73,,,3,8,,,,,,,,,,,,,,,0.96,95.92,0.964,96.429,0.952,95.238,0.2,4.7,0.1,2.7,0.1,2,0,0.1,0.2,,,0,2.7,4.7,,,,,,,,,,,,,,,,,,
HFHS_1472_C1_L111_P135_F,111,135,1,F,HFHS,1472,PND42,13.3,,,,,,,,,,,0.88,3,0.17,51.9,193.4,0.05,62.55,0.24,,29,24618.4,3549,,,,6.4,56,93.6,29,34.1,71,0.75,,,0.43,43,,,4,3,,,,,,,,,,,,,,,0.98,98.21,0.972,97.222,1,100,0.1,5.5,0.1,3.5,0,2,0,0.1,0.1,,,0,3.5,5.5,,,,,,,,,,,,,,,,,,
HFHS_1472_C1_L111_P136_M,111,136,1,M,HFHS,1472,PND42,20.2,,,,,,,,,,,1.2,6,0.24,21.09,578.23,0.13,0,0.14,,19,19005,1552,,,,3.1,64.4,96.9,30.1,28.5,69.8,1.88,,,0.65,65,,,4,7.5,,,,,,,,,,,,,,,0.98,98.21,0.972,97.222,1,100,0.1,5.5,0.1,3.5,0,2,0,0.1,0.1,,,0,3.5,5.5,,,,,,,,,,,,,,,,,,
HFHS_1472_C1_L111_P137_M,111,137,1,M,HFHS,1472,PND42,18.5,,,,,,,,,,,5.62,14,1.76,23.83,376.95,1.23,0,0.82,,24,15394.3,3845,,,,3.7,73.1,96.3,40.6,15.9,59.4,2.83,,,0.74,74,,,3,8.5,,,,,,,,,,,,,,,1,100,1,100,1,100,0,13.5,0,10,0,3.5,0,0,0,,,0,10,13.5,,,,,,,,,,,,,,,,,,
HFHS_1472_C2_L120_P245_M,120,245,2,F,HFHS,1472,PND42,13.6,,,,,,,,,,,0.24,2,0.11,128.2,128.22,0.07,456.53,0.24,,18,10599.5,1271,,,,2.1,71.1,97.9,36.4,27.8,63.6,1,,,0.5,50,,,3,3,,,,,,,,,,,,,,,1,100,1,100,1,100,0,3.9,0,1.3,0,2.6,0,0,0,,,0,2.6,3.9,,,,,,,,,,,,,,,,,,
HFHS_1472_C2_L120_P246_M,120,246,2,F,HFHS,1472,PND42,14.4,,,,,,,,,,,0.24,1,0.1,,,0.11,33.1,0.24,,15,18937.5,1918,,,,3.5,78.1,96.5,31.3,34,68.7,3,,,0.75,75,,,1,3,,,,,,,,,,,,,,,0.98,98.15,1,100,0.973,97.297,0.1,5.3,0,1.7,0.1,3.6,0,0.1,0.1,,,0,3.6,5.3,,,,,,,,,,,,,,,,,,
HFHS_1472_C2_L127_P247_F,127,247,2,F,HFHS,1472,PND42,17.1,,,,,,,,,,,0.88,4,0.19,52.31,156.95,0.13,52.42,0.88,,24,14928.2,2758,,,,2.3,73,97.6,29.3,34.8,70.6,0.09,,,0.08,8,,,5.5,0.5,,,,,,,,,,,,,,,1,100,1,100,1,100,0,11.6,0,2.6,0,9,0,0,0,,,0,9,11.6,,,,,,,,,,,,,,,,,,
HFHS_1472_C2_L127_P248_F,127,248,2,F,HFHS,1472,PND42,16.3,,,,,,,,,,,0,0,0,,,,,0,,15,27992.6,3057,,,,7,61.3,93,34.4,23,65.6,0.19,,,0.16,16,,,8,1.5,,,,,,,,,,,,,,,0.99,98.62,0.996,99.617,0.893,89.286,0.4,28.5,0.1,26,0.3,2.5,0,0.3,0.4,,,0,2.5,28.5,,,,,,,,,,,,,,,,,,
HFHS_1472_C2_L127_P250_M,127,250,2,M,HFHS,1472,PND42,21.6,,,,,,,,,,,0.04,0,0,,0,,,0.04,,9,12655.8,1623,,,,2.2,82.4,97.7,26.7,33.8,73.3,0.38,,,0.27,27,,,4,1.5,,,,,,,,,,,,,,,1,100,1,100,1,100,0,12.7,0,9.3,0,3.4,0,0,0,,,0,3.4,12.7,,,,,,,,,,,,,,,,,,
HFHS_1472_C2_L127_P251_M,127,251,2,M,HFHS,1472,PND42,22.1,,,,,,,,,,,0,0,0,,0,,,0,,14,11397.6,1027,,,,2,84,98,23.5,43.5,76.5,1,,,0.5,50,,,2,2,,,,,,,,,,,,,,,0.98,97.67,1,100,0.97,97.015,0.2,8.4,0,1.9,0.2,6.5,0,0.2,0.2,,,0,6.5,8.4,,,,,,,,,,,,,,,,,,
HFHS_1472_C2_L127_P252_M,127,252,2,M,HFHS,1472,PND42,23.3,,,,,,,,,,,0.08,0,0,,0,,,0.08,,7,11656.3,1030,,,,1.6,85.2,98.5,26,33.2,73.9,6.5,,,0.87,87,,,1,6.5,,,,,,,,,,,,,,,1,100,1,100,1,100,0,28.9,0,16.3,0,12.6,0,0,0,,,0,12.6,28.9,,,,,,,,,,,,,,,,,,
HFHS_1472_C4_L116_P435_F,116,435,4,F,HFHS,1472,PND42,16.7,,,,,,,,,,,0.78,1,0.42,0.43,,16.15,196.92,0.42,,22,35091.9,2353,,,,7,59.5,93,35.8,22.4,64.2,1.43,,,0.59,58.82,,,3.5,5,,,,,,,,,,,,,,,0.94,94.35,0.875,87.5,0.96,96,0.7,11.7,0.3,2.1,0.3,2.1,0,0.4,0.7,,,0,9.6,11.7,,,,,,,,,,,,,,,,,,
HFHS_1472_C4_L116_P436_F,116,436,4,F,HFHS,1472,PND42,17.5,,,,,,,,,,,0.8,2,0.24,53.27,533.38,0.08,720,0,,15,13458.9,1458,,,,2,73.4,98,27.8,35,72.2,2,,,0.67,66.67,,,2.5,5,,,,,,,,,,,,,,,0.91,91.38,0.967,96.667,0.857,85.714,0.5,5.3,0.1,2.9,0.1,2.9,0,0.4,0.5,,,0,2.4,5.3,,,,,,,,,,,,,,,,,,
HFHS_1472_C4_L116_P438_M,116,438,4,M,HFHS,1472,PND42,21.4,,,,,,,,,,,0.4,0,0,0,,,720,0.28,,19,19094.1,1576,,,,2.5,74.9,97.5,24.6,38.1,75.5,1,,,0.5,50,,,3,3,,,,,,,,,,,,,,,0.94,93.67,1,100,0.902,90.196,0.5,7.4,0,2.8,0,2.8,0,0.5,0.5,,,0,4.6,7.4,,,,,,,,,,,,,,,,,,
HFHS_1472_C4_L116_P439_M,116,439,4,M,HFHS,1472,PND42,21.3,,,,,,,,,,,0.18,0,0,0,,,720,0,,9,17822.6,1217,,,,2.5,71.8,97.6,28.1,28.2,71.9,1.17,,,0.54,53.85,,,3,3.5,,,,,,,,,,,,,,,0.88,88.06,1,100,0.814,81.395,0.8,5.9,0,2.4,0,2.4,0,0.8,0.8,,,0,3.5,5.9,,,,,,,,,,,,,,,,,,
HFHS_1472_C5_L130_P501_F,130,501,5,F,HFHS,1472,PND42,16.7,,,,,,,,,,,0.1,0,0,0,,,720,0,,11,16030.3,2417,,,,2.6,71,97.5,29.1,26.6,70.9,0.67,,,0.4,40,,,3,2,,,,,,,,,,,,,,,0.91,90.91,1,100,0.857,85.714,0.4,4,0,1.6,0.4,2.4,0,0.4,0.4,,,0,2.4,4,,,,,,,,,,,,,,,,,,
HFHS_1472_C5_L130_P503_F,130,503,5,F,HFHS,1472,PND42,16.2,,,,,,,,,,,0.26,0,0,0,,,720,0,,12,19080.8,1720,,,,5.4,59.2,94.6,39.9,24.8,60,0.75,,,0.43,42.86,,,4,3,,,,,,,,,,,,,,,0.94,93.85,1,100,0.925,92.453,0.4,6.1,0,1.2,0.4,4.9,0,0.4,0.4,,,0,4.9,6.1,,,,,,,,,,,,,,,,,,
HFHS_1472_C5_L130_P506_M,130,506,5,M,HFHS,1472,PND42,21.8,,,,,,,,,,,0.04,0,0,0,,,720,0,,14,11842.3,1458,,,,2,79.6,98,33.2,27,66.8,0.75,,,0.43,42.86,,,2,1.5,,,,,,,,,,,,,,,0.91,91.23,1,100,0.878,87.805,0.5,5.2,0,1.6,0.5,3.6,0,0.5,0.5,,,0,3.6,5.2,,,,,,,,,,,,,,,,,,
HFHS_1472_C5_L130_P507_M,130,507,5,M,HFHS,1472,PND42,22.2,,,,,,,,,,,0.18,0,0,0,,,720,0,,12,15273,1306,,,,2.9,70,97,28.5,26.5,71.5,0.57,,,0.36,36.36,,,3.5,2,,,,,,,,,,,,,,,0.95,94.87,1,100,0.908,90.805,0.8,14.8,0,6.9,0.8,7.9,0,0.8,0.8,,,0,7.9,14.8,,,,,,,,,,,,,,,,,,
HFHS_1472_C5_L130_P508_M,130,508,5,M,HFHS,1472,PND42,19.8,,,,,,,,,,,0.24,0,0,0,,,720,0,,14,13829.9,1515,,,,2.8,76.5,97.2,32.1,27.4,67.9,0.5,,,0.33,33.33,,,3,1.5,,,,,,,,,,,,,,,0.96,96.15,1,100,0.951,95.122,0.2,5,0,1.1,0.2,3.9,0,0.2,0.2,,,0,3.9,5,,,,,,,,,,,,,,,,,,
CT_CT_C1_L105_P101_F,105,101,1,F,Control,Vehicle,PND49,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C1_L105_P102_F,105,102,1,F,Control,Vehicle,PND49,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C1_L105_P103_M,105,103,1,M,Control,Vehicle,PND49,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C1_L105_P104_M,105,104,1,M,Control,Vehicle,PND49,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C1_L105_P105_M,105,105,1,M,Control,Vehicle,PND49,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C1_L105_P106_M,105,106,1,M,Control,Vehicle,PND49,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C1_L104_P113_F,104,113,1,F,Control,Vehicle,PND49,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C1_L104_P115_F,104,115,1,F,Control,Vehicle,PND49,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C1_L104_P116_M,104,116,1,M,Control,Vehicle,PND49,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C1_L104_P117_M,104,117,1,M,Control,Vehicle,PND49,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C2_L117_P201_F,117,201,2,F,Control,Vehicle,PND49,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C2_L117_P202_F,117,202,2,F,Control,Vehicle,PND49,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C2_L117_P204_M,117,204,2,M,Control,Vehicle,PND49,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C2_L122_P207_F,122,207,2,F,Control,Vehicle,PND49,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C2_L122_P208_F,122,208,2,F,Control,Vehicle,PND49,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C2_L117_P209_M,117,209,2,M,Control,Vehicle,PND49,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C4_L129_P401_F,129,401,4,F,Control,Vehicle,PND49,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C4_L129_P402_F,129,402,4,F,Control,Vehicle,PND49,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C4_L129_P405_M,129,405,4,M,Control,Vehicle,PND49,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C4_L129_P407_M,129,407,4,M,Control,Vehicle,PND49,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C4_L113_P408_F,113,408,4,F,Control,Vehicle,PND49,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C4_L113_P409_F,113,409,4,F,Control,Vehicle,PND49,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C4_L113_P412_M,113,412,4,M,Control,Vehicle,PND49,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT_CT_C4_L113_P413_M,113,413,4,M,Control,Vehicle,PND49,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C1_L110_P109_M,110,109,1,M,HFHS,Vehicle,PND49,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C1_L110_P110_M,110,110,1,M,HFHS,Vehicle,PND49,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C1_L107_P119_M,107,119,1,M,HFHS,Vehicle,PND49,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C1_L107_P121_M,107,121,1,M,HFHS,Vehicle,PND49,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C2_L123_P211_F,123,211,2,F,HFHS,Vehicle,PND49,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C2_L123_P212_F,123,212,2,F,HFHS,Vehicle,PND49,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C2_L123_P213_F,123,213,2,F,HFHS,Vehicle,PND49,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C2_L123_P216_M,123,216,2,M,HFHS,Vehicle,PND49,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C2_L123_P217_M,123,217,2,M,HFHS,Vehicle,PND49,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C2_L123_P218_F,123,218,2,F,HFHS,Vehicle,PND49,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C2_L121_P219_M,121,219,2,M,HFHS,Vehicle,PND49,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C2_L121_P221_M,121,221,2,M,HFHS,Vehicle,PND49,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C3_L125.1_P302_F,125.1,302,3,F,HFHS,Vehicle,PND49,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C3_L125.2_P303_F,125.2,303,3,F,HFHS,Vehicle,PND49,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C3_L125.2_P304_F,125.2,304,3,F,HFHS,Vehicle,PND49,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C3_L125.1_P305_F,125.1,305,3,F,HFHS,Vehicle,PND49,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C3_L125.2_P306_F,125.2,306,3,F,HFHS,Vehicle,PND49,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C3_L125_P308_M,125,308,3,M,HFHS,Vehicle,PND49,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C3_L125_P310_M,125,310,3,M,HFHS,Vehicle,PND49,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C4_L126_P419_F,126,419,4,F,HFHS,Vehicle,PND49,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C4_L126_P420_F,126,420,4,F,HFHS,Vehicle,PND49,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C4_L126_P421_F,126,421,4,F,HFHS,Vehicle,PND49,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C4_L126_P422_M,126,422,4,M,HFHS,Vehicle,PND49,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_CT_C4_L126_P423_M,126,423,4,M,HFHS,Vehicle,PND49,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C1_L106_P122_F,106,122,1,F,HFHS,FOS+GOS,PND49,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C1_L106_P124_F,106,124,1,F,HFHS,FOS+GOS,PND49,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C1_L106_P125_M,106,125,1,M,HFHS,FOS+GOS,PND49,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C1_L106_P126_M,106,126,1,M,HFHS,FOS+GOS,PND49,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L124_P223_F,124,223,2,F,HFHS,FOS+GOS,PND49,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L124_P224_F,124,224,2,F,HFHS,FOS+GOS,PND49,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L124_P225_F,124,225,2,F,HFHS,FOS+GOS,PND49,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFHS_FOS+GOS_C2_L124_P226_M,124,226,2,M,HFHS,FOS+GOS,PND49,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
