symbol,sex,statistic_diet,p.adj_diet
Fbxw15,F,1.619147426,0.138
Fbxw7,F,1.732575391,0.129
Fcho2,F,1.701397492,0.142
Fchsd2,F,1.515235061,0.176
Fdxr,F,-1.416999773,0.199
Fen1,F,-1.525350502,0.167
Fes,F,-1.795413834,0.109
Fgd4,F,1.875540206,0.109
Fgd6,F,1.64810105,0.14
Fgf10,F,1.861017829,0.116
Fgf13,F,1.568951511,0.168
Fgf14,F,1.484902954,0.184
Fgf2,F,1.546664367,0.167
Fgf23,F,-1.696146517,0.122
Fhl3,F,-1.536894075,0.166
Fhod3,F,1.638066807,0.134
Filip1l,F,1.721095242,0.123
Fip1l1,F,1.647162856,0.153
Firrm,F,1.780940334,0.117
Fkbp14,F,1.509581424,0.177
Fkbp2,F,-1.555908148,0.174
Fkbp3,F,1.509310563,0.18
Flrt2,F,1.608041457,0.154
Fmn1,F,1.694910571,0.127
Fn3k,F,1.488018361,0.188
Fn3krp,F,1.705255025,0.119
Fndc3a,F,1.952205569,0.104
Fndc3b,F,1.73716524,0.135
Fndc9,F,1.509485634,0.191
Fnta,F,1.405527842,0.194
Focad,F,1.890647696,0.108
Fosb,F,1.788458033,0.121
Foxb2,F,-1.727914873,0.119
Foxj3,F,1.56023644,0.169
Foxk1,F,-1.772034641,0.114
Frg1,F,1.768699443,0.116
Frk,F,1.737419963,0.119
Frmd7,F,1.621170324,0.163
Frmpd4,F,1.746538409,0.126
Frrs1,F,1.745808435,0.136
Fstl1,F,1.474443138,0.179
Fstl4,F,1.805953196,0.101
Fto,F,1.783229358,0.125
Fyttd1,F,1.882503515,0.117
Fzd10,F,-1.857887006,0.104
Fzd6,F,1.408762018,0.191
Fzd9,F,-1.419046049,0.194
G3bp1,F,1.91405883,0.102
Gabra2,F,1.926098709,0.11
Gabra3,F,1.616282541,0.163
Gabra4,F,1.512036432,0.176
Gabrb2,F,1.549477145,0.161
Gabrg2,F,1.651845434,0.158
Gabrq,F,1.794476076,0.116
Gad1,F,1.777370651,0.127
Gal,F,1.386354576,0.199
Galc,F,1.636552463,0.136
Galnt13,F,1.701565946,0.146
Galnt2,F,1.552273329,0.156
Galnt4,F,1.478142607,0.181
Galr1,F,1.869276747,0.112
Ganc,F,1.76850803,0.123
Gapvd1,F,1.838272548,0.107
Gas2,F,1.501599336,0.189
Gas7,F,1.68922569,0.122
Gbf1,F,1.855866596,0.108
Gbgt1,F,-1.578162681,0.151
Gbp3,F,1.702687568,0.123
Gcnt1,F,1.612824651,0.159
Gcsh,F,1.787701418,0.112
Gdap2,F,1.80058993,0.107
Gde1,F,1.73084352,0.12
Gdi2,F,1.600206299,0.165
Gem,F,-1.729070522,0.115
Gfm1,F,1.788049801,0.106
Gfpt1,F,1.785254549,0.131
Gga3,F,1.405967473,0.198
Ggta1,F,1.503216473,0.168
Ghitm,F,1.848516118,0.121
Ghr,F,1.804474317,0.114
Gid8,F,1.685837283,0.127
Gimap5,F,1.733530302,0.114
Ginm1,F,1.782030237,0.129
Gins4,F,1.549855414,0.167
Gjc3,F,1.657416634,0.148
Gjd2,F,1.425244811,0.194
Gldn,F,1.635139259,0.139
Glg1,F,1.740935577,0.113
Glipr2,F,1.541647333,0.17
Glra3,F,1.93659449,0.107
Glrb,F,1.744455262,0.135
Glud1,F,1.910621677,0.105
Gm10033,F,1.804434721,0.118
Gm10060,F,-1.735154402,0.143
Gm10123,F,1.471376947,0.195
Gm10163,F,1.61834069,0.161
Gm10406,F,1.756407597,0.113
Gm10409,F,1.868306205,0.115
Gm10521,F,1.658178182,0.13
Gm11100,F,-1.768740853,0.126
Gm1141,F,-1.424979465,0.197
Gm11841,F,-1.679959184,0.154
Gm11879,F,1.459592265,0.18
Gm12106,F,1.424238817,0.185
Gm12918,F,-1.571594087,0.177
Gm13204,F,-1.845265994,0.106
Gm13688,F,1.731679224,0.115
Gm14150,F,-1.775226549,0.108
Gm14399,F,1.814501003,0.102
Gm14410,F,1.773307748,0.129
Gm14416,F,1.555611231,0.156
Gm14444,F,1.403684886,0.196
Gm15446,F,1.757546138,0.125
Gm16171,F,-1.652320604,0.137
Gm16386,F,1.669282971,0.133
Gm16481,F,1.631218049,0.148
Gm17081,F,1.469109195,0.197
Gm17132,F,1.397160576,0.193
Gm18030,F,1.771877126,0.107
Gm18609,F,1.619719212,0.137
Gm19963,F,1.549032125,0.153
Gm2026,F,1.811870419,0.128
Gm2027,F,1.643645932,0.133
Gm20336,F,-1.537583349,0.185
Gm20390,F,-1.573083121,0.176
Gm20498,F,1.755585356,0.113
Gm20517,F,1.646164169,0.135
Gm20604,F,1.66021676,0.134
Gm21092,F,1.604707881,0.142
Gm28036,F,-1.7397585,0.124
Gm29216,F,1.698738292,0.135
Gm29427,F,-1.656330965,0.133
Gm2a,F,1.661254407,0.148
Gm3020,F,1.868306205,0.115
Gm3055,F,1.451859119,0.184
Gm3411,F,1.722832024,0.13
Gm37313,F,1.639917341,0.138
Gm3755,F,1.585132342,0.151
Gm38393,F,1.538532689,0.168
Gm38699,F,1.671208247,0.15
Gm42420,F,-1.617348839,0.167
Gm42878,F,1.676228475,0.138
Gm42957,F,-1.588241499,0.173
Gm44821,F,1.667545877,0.142
Gm4491,F,1.735535855,0.114
Gm45105,F,1.489555294,0.186
Gm45208,F,-1.492555442,0.196
Gm45861,F,1.747593005,0.126
Gm47056,F,1.764280862,0.115
Gm47356,F,1.948369815,0.101
Gm48035,F,1.835420902,0.117
Gm48111,F,1.711418694,0.124
Gm4829,F,-1.720794798,0.121
Gm48501,F,1.81795732,0.102
Gm48541,F,1.716533922,0.121
Gm48836,F,-1.522199799,0.188
Gm49037,F,-1.593676234,0.171
Gm49327,F,1.71209079,0.118
Gm49342,F,1.85675465,0.106
Gm49353,F,1.659106421,0.129
Gm49355,F,1.594952205,0.147
Gm49373,F,-1.480999061,0.198
Gm49396,F,1.541753021,0.154
Gm49527,F,-1.650432707,0.16
Gm49909,F,-1.650404634,0.135
Gm50490,F,1.660954474,0.139
Gm5628,F,-1.495689547,0.167
Gm5679,F,-1.392092976,0.194
Gm6649,F,1.837257779,0.125
Gm6741,F,-1.492595418,0.195
Gm6793,F,-1.568641634,0.142
Gm7072,F,1.833985745,0.123
Gm8113,F,1.455889833,0.18
Gm8186,F,-1.487986805,0.196
Gm8203,F,-1.574309899,0.176
Gm9442,F,-1.644170241,0.161
Gm9512,F,-1.846196792,0.113
Gm9762,F,-1.961639387,0.105
Gmds,F,-1.564211066,0.149
Gmeb1,F,1.504706887,0.163
Gmfb,F,1.934214188,0.107
Gnai1,F,1.937123078,0.102
Gnai3,F,1.713884239,0.134
Gnat1,F,1.637373352,0.141
Gnb1,F,1.732084477,0.139
Gng10,F,1.645636171,0.156
Gng12,F,1.78007867,0.119
Gng2,F,1.573085965,0.173
Gng4,F,1.790267047,0.129
Gng5,F,1.462246438,0.181
Gnl3l,F,1.573583401,0.171
Gnpat,F,1.802901797,0.125
Gnpda1,F,1.656317647,0.14
Gnpda2,F,1.914893726,0.103
Golga4,F,1.678037593,0.125
Golga5,F,1.605245423,0.153
Golga7,F,1.773236287,0.117
Golgb1,F,1.395875953,0.193
Golt1b,F,1.704639399,0.134
Gon7,F,1.636616693,0.143
Gp6,F,-1.581700255,0.174
Gpank1,F,-1.469167036,0.199
Gpatch2l,F,1.41401117,0.189
Gpc4,F,1.548457893,0.171
Gpm6a,F,1.77307209,0.133
Gpm6b,F,1.934217905,0.102
Gpr101,F,1.482629602,0.196
Gpr107,F,1.495898324,0.166
Gpr137c,F,1.572760776,0.174
Gpr155,F,1.718640297,0.133
Gpr158,F,1.877574868,0.105
Gpr165,F,1.815071494,0.119
Gpr182,F,1.410167717,0.192
Gpr22,F,1.976823544,0.1
Gpr26,F,1.571496301,0.148
Gpr27,F,1.473675189,0.18
Gpr45,F,1.41825725,0.191
Gpr83,F,1.559338163,0.178
Gprc5c,F,-1.533310427,0.158
Gprin3,F,1.665308485,0.137
Grb10,F,1.893787561,0.116
Grhl1,F,1.732579139,0.12
Grik3,F,1.470358055,0.184
Grk3,F,1.414588239,0.197
Grm1,F,1.802469989,0.117
Grm5,F,1.584842146,0.155
Gsdme,F,1.814118328,0.123
Gspt2,F,1.565692526,0.173
Gsr,F,1.75476675,0.116
Gstcd,F,1.800735543,0.112
Gstt1,F,-1.764345401,0.117
Gsx1,F,-1.794260348,0.103
Gtf2a1,F,1.730111467,0.141
Gtf2e1,F,1.536399528,0.156
Gtpbp4,F,1.580200947,0.156
Gtpbp8,F,1.983574765,0.102
Gtse1,F,-1.507488554,0.164
Gucd1,F,-1.593950053,0.145
Gucy1a1,F,1.500864541,0.185
Gulp1,F,1.863742718,0.113
Gypc,F,1.506719585,0.165
H2-Q7,F,-1.393236274,0.197
H2-T-ps,F,-1.522933362,0.16
H2-T10,F,1.52457247,0.158
H2az2,F,1.78738352,0.117
Hadhb,F,1.671556103,0.144
Harbi1,F,1.549457997,0.158
Hars2,F,1.715831345,0.137
Haus2,F,1.505797829,0.185
Havcr2,F,1.71974731,0.117
Hccs,F,1.506611877,0.186
Hcfc2,F,1.542792685,0.163
Hcn1,F,1.949468167,0.101
Hcrtr1,F,-1.534505011,0.176
Hdac3,F,1.596435938,0.151
Hdac6,F,1.594276862,0.161
Hdgfl3,F,1.912781676,0.111
Hdlbp,F,1.905471943,0.101
Heca,F,1.621784912,0.151
Hes1,F,1.392289813,0.194
Hfm1,F,1.674168563,0.14
Hgsnat,F,1.677794504,0.128
Hhipl2,F,-1.458367145,0.175
Hibch,F,1.809937615,0.119
Higd1b,F,1.497005723,0.17
Hint2,F,-1.489069112,0.171
Hjv,F,-1.802998266,0.121
Hmbox1,F,1.428333647,0.185
Hmgb2,F,-1.512482587,0.167
Hmgcll1,F,1.75378292,0.136
Hmox2,F,1.807269242,0.101
Hmx2,F,-1.414922653,0.187
Hnrnpa1,F,1.464614898,0.185
Hnrnpa2b1,F,1.46843917,0.195
Hnrnpa3,F,1.81266676,0.125
Hnrnph1,F,1.928539838,0.108
Hnrnph3,F,1.482255046,0.182
Hnrnpll,F,1.53847314,0.183
Hnrnpul2,F,1.880743102,0.108
Hopx,F,1.485596989,0.174
Hpdl,F,-1.871813901,0.109
Hprt,F,1.6575582,0.152
Hps3,F,1.536547703,0.182
Hps6,F,-1.774036352,0.136
Hrc,F,-1.696027422,0.122
Hs2st1,F,1.589731721,0.166
Hs3st3b1,F,1.431476051,0.192
Hs3st4,F,1.605506007,0.14
Hs6st2,F,1.954203941,0.102
Hsd17b2,F,1.458865862,0.187
Hsf2bp,F,1.468765168,0.182
Hsp90aa1,F,1.658739163,0.152
Hspa12b,F,-1.8196188,0.104
Hspe1,F,1.681711814,0.145
Hsph1,F,1.778271223,0.111
Htr6,F,-1.571457017,0.172
Htr7,F,1.862599758,0.104
Hycc1,F,1.641131918,0.132
Hydin,F,1.380938412,0.198
Hykk,F,1.876088845,0.109
Ica1l,F,1.913251231,0.113
Ice1,F,1.758675705,0.114
Ice2,F,1.572864061,0.156
Id4,F,1.897845561,0.107
Idh3a,F,1.778340408,0.126
Ido1,F,1.415977923,0.194
Ids,F,1.546167842,0.18
Ier5,F,-1.576934814,0.151
Ifi27l2a,F,-1.463598101,0.186
Ifit1,F,1.502628866,0.166
Ifit3,F,1.694822747,0.132
Ift20,F,1.720700548,0.128
Ift70a1,F,1.525760659,0.158
Ift88,F,1.412795341,0.197
Igfbp3,F,1.754813244,0.125
Igfbp7,F,1.491772518,0.185
Igip,F,1.493241408,0.193
Igsf10,F,1.698481485,0.132
Igtp,F,1.512890037,0.161
Il11,F,-1.545831836,0.183
Il12rb2,F,1.53194147,0.161
Il13ra1,F,1.702109705,0.134
Il18bp,F,1.811005762,0.107
Il1a,F,1.690177533,0.125
Il6st,F,1.612390277,0.148
Impa1,F,1.822740322,0.119
Impact,F,1.659423307,0.156
Incenp,F,-1.581507476,0.163
Ing2,F,1.579150079,0.156
Inip,F,1.793223672,0.11
Ino80,F,1.466954772,0.174
Ino80c,F,1.750131235,0.116
Inpp5b,F,1.855061243,0.115
Inpp5d,F,1.484926549,0.169
Insig2,F,1.851428401,0.102
Insyn2b,F,1.527602712,0.17
Ints14,F,1.568300396,0.149
Ints3,F,1.747333476,0.113
Ints7,F,1.771798438,0.122
Intu,F,1.519625755,0.174
Ipo11,F,1.682962653,0.152
Ipo5,F,1.472730525,0.183
Ipo7,F,1.706582156,0.147
Iqcg,F,1.642484807,0.142
Iqgap3,F,1.752512169,0.123
Irak1,F,1.52212267,0.159
Irf2bp2,F,1.675549971,0.125
Irx3,F,-1.679693792,0.148
Irx6,F,-1.555105,0.152
Isca1,F,1.502067081,0.18
Isg20l2,F,1.662708596,0.152
Itch,F,1.518357164,0.176
Itfg1,F,1.600113623,0.167
Itga7,F,-1.794062871,0.114
Itga9,F,1.620990788,0.149
Itgam,F,1.62420111,0.145
Itgb1bp1,F,1.554410032,0.166
Itgb3bp,F,1.819460609,0.114
Itgb8,F,1.537950789,0.172
Itgbl1,F,1.80342288,0.117
Itpkb,F,-1.500383438,0.174
Itpripl2,F,1.610253378,0.153
Ivns1abp,F,1.639587103,0.15
Jade1,F,1.461719219,0.175
Jak2,F,1.942998314,0.101
Jam2,F,1.819480042,0.103
Jdp2,F,-1.616217132,0.164
Jmjd8,F,-1.651229521,0.155
Jtb,F,1.74363748,0.133
Kank3,F,1.913214686,0.103
Kantr,F,1.772761782,0.133
Kat2b,F,1.916544591,0.11
Kat8,F,1.496766656,0.17
Katnal1,F,1.957860596,0.104
Katnal2,F,1.638091154,0.133
Katnip,F,1.571245847,0.151
Kbtbd2,F,1.714715026,0.141
Kbtbd3,F,1.507606092,0.182
Kbtbd7,F,1.664617977,0.151
Kcnb1,F,1.564974743,0.151
Kcnf1,F,1.45644503,0.199
Kcnip1,F,1.982007662,0.1
Kcnj16,F,1.676166098,0.144
Kcnj8,F,-1.420833451,0.186
Kcns2,F,1.656270631,0.14
Kctd12,F,1.785675726,0.109
Kctd16,F,1.398553792,0.193
Kctd3,F,1.850923489,0.103
Kctd9,F,1.839819706,0.12
Kdm1a,F,1.879669786,0.103
Kdm1b,F,1.46408084,0.181
Kdm4dl,F,-1.773139743,0.107
Kdm5b,F,1.602897335,0.14
Kdm6a,F,1.487157801,0.186
Khdc3,F,-1.794949901,0.132
Khk,F,-1.981076664,0.102
Kif1b,F,1.792904835,0.104
Kif27,F,1.529241152,0.179
Kif5b,F,1.790043245,0.128
Kif5c,F,1.677817876,0.142
Kirrel2,F,-1.682278242,0.129
Kitl,F,1.692258324,0.131
Klf12,F,1.594167585,0.142
Klf8,F,1.824477298,0.109
Klhdc1,F,1.84643167,0.117
Klhdc2,F,1.796654009,0.124
Klhdc7a,F,1.590307159,0.157
Klhl13,F,1.569605799,0.173
Klhl20,F,1.616979138,0.156
Klhl24,F,1.604872135,0.146
Klhl28,F,1.503156552,0.185
Klhl3,F,1.830169412,0.105
Klhl7,F,1.831072952,0.125
Klhl8,F,1.748395522,0.131
Kmt5b,F,1.427733109,0.184
Kpna1,F,1.804354387,0.127
Kras,F,1.664276333,0.151
Krit1,F,1.908655284,0.109
Krr1,F,1.474063372,0.195
Krt222,F,1.75884443,0.137
Ksr2,F,1.603270626,0.143
Ktn1,F,1.64773647,0.155
L3mbtl4,F,1.672234279,0.131
Lage3,F,1.543193322,0.161
Lama4,F,1.59876528,0.15
Lamp2,F,1.637713767,0.156
Lamtor3,F,1.557575515,0.176
Lamtor3-ps,F,1.735556765,0.124
Lancl2,F,1.759526853,0.137
Laptm4b,F,1.794415252,0.128
Larp4b,F,1.816939515,0.12
Larp7,F,-1.750137822,0.111
Lbr,F,1.446192704,0.189
Lcat,F,1.775715414,0.108
Lcmt2,F,1.465940022,0.189
Ldb1,F,-1.458205844,0.195
Ldha,F,1.458551704,0.191
Ldhb,F,1.516781007,0.168
Ldlr,F,-1.556454963,0.151
Lgalsl,F,1.486657199,0.193
Lgi2,F,1.498981655,0.183
Lgr4,F,1.479710653,0.178
Lhcgr,F,1.866070079,0.105
Lhfpl2,F,1.66239033,0.152
Lhfpl3,F,1.79034841,0.126
Liat1,F,-1.420452307,0.187
Lima1,F,1.505974677,0.183
Lims1,F,1.643876837,0.153
Lin7c,F,1.538126708,0.177
Lingo3,F,-1.457258823,0.187
Lipa,F,1.506663183,0.171
Lix1,F,1.84240869,0.109
Lman1,F,1.767653183,0.119
Lman2,F,1.81243246,0.112
Lmbrd2,F,1.772373131,0.127
Lmo3,F,1.695468063,0.146
Loxl2,F,1.477324981,0.171
Loxl3,F,1.47133818,0.186
Lpxn,F,1.383010798,0.198
Lrch2,F,1.775654071,0.133
Lrguk,F,1.495981272,0.169
Lrig2,F,1.77670545,0.115
Lrp12,F,1.634766392,0.135
Lrpprc,F,1.844802861,0.115
Lrrc1,F,1.604563783,0.16
Lrrc28,F,1.710653112,0.139
Lrrc40,F,1.749865581,0.135
Lrrc59,F,1.846660134,0.108
Lrrc7,F,1.839649119,0.107
Lrrc8c,F,1.730875775,0.132
Lrrk1,F,1.697943452,0.12
Lrrk2,F,1.697333747,0.146
Lrsam1,F,1.652584802,0.131
Lsm6,F,1.945195161,0.106
Ltbp1,F,1.634921407,0.133
Ltk,F,-1.562305076,0.164
Luc7l3,F,1.721782342,0.136
Lurap1,F,1.82490429,0.116
Luzp1,F,1.8186754,0.118
Lyrm7,F,1.584130873,0.151
Lyrm9,F,1.702866188,0.129
Macrod2,F,1.634381175,0.158
Mad2l1,F,1.624953915,0.143
Magt1,F,1.662190146,0.153
Mal,F,1.872677047,0.103
Mal2,F,1.811796187,0.128
Mamdc2,F,1.542829566,0.155
Man1a,F,1.547169804,0.173
Man1a2,F,1.916442065,0.106
Man1c1,F,-1.622092307,0.164
Man2a1,F,1.655795392,0.149
Maoa,F,1.655162393,0.155
Map10,F,1.469175563,0.174
Map2k4,F,1.728586155,0.141
Map2k6,F,1.574224346,0.158
Map2k7,F,-1.548030795,0.175
Map3k14,F,-1.595880043,0.153
Map3k19,F,1.560190026,0.15
Map4,F,1.748243006,0.13
Map4k4,F,1.544529506,0.158
Mapk15,F,-1.470987956,0.194
Mapk6,F,1.662873721,0.149
Mapre1,F,1.91733523,0.106
Mapre2,F,1.911802759,0.109
Marchf5,F,1.614669247,0.153
Marchf6,F,1.758433941,0.131
Marchf7,F,1.503677244,0.183
Marchf8,F,1.744287313,0.136
Mars2,F,1.489319746,0.173
Marveld3,F,1.381005047,0.199
Mas1,F,1.516358861,0.168
Mat2a,F,1.634189849,0.139
Matcap2,F,1.470806715,0.192
Matr3,F,1.634174439,0.161
Mbd2,F,1.557903865,0.151
Mbip,F,1.659760288,0.152
Mbnl1,F,1.860031626,0.12
Mbnl2,F,1.759722304,0.133
Mbtps1,F,1.543503552,0.154
Mcat,F,1.666527706,0.127
Mcc,F,1.65126607,0.133
Mdc1,F,-1.672448732,0.138
Mdfic2,F,1.556236175,0.164
Mdh1,F,1.706763803,0.141
Mdm1,F,1.526104106,0.16
Me3,F,1.436635363,0.187
Med19,F,1.556120909,0.167
Med21,F,1.6183368,0.147
Med28,F,1.587938494,0.165
Mef2c,F,1.705657574,0.137
Megf9,F,1.558895457,0.17
Metap2,F,1.611891102,0.161
Mettl21a,F,1.435921371,0.182
Mfap2,F,-1.563873304,0.172
Mfap3l,F,1.427375668,0.195
Mfrp,F,-1.52052665,0.189
Mfsd1,F,1.839990748,0.115
Mfsd14b,F,1.698694826,0.141
Mfsd4b5,F,1.440788828,0.189
Mgmt,F,-1.750609781,0.111
Mia2,F,1.720672403,0.126
Mical1,F,-1.830419293,0.115
Micos10,F,1.715222063,0.142
Micu3,F,1.875914046,0.115
Mid2,F,1.979081552,0.102
Mier1,F,1.803480708,0.124
Miga1,F,1.924425083,0.104
Milr1,F,-1.455484662,0.196
Mindy1,F,1.900425886,0.104
Mindy3,F,1.961653047,0.103
Minpp1,F,1.559300556,0.177
Mitd1,F,1.655845513,0.134
Mkks,F,1.686047507,0.132
Mlec,F,1.407942654,0.196
Mlip,F,1.52872886,0.163
Mllt11,F,1.891686813,0.112
Mmaa,F,1.463987669,0.188
Mmadhc,F,1.775490157,0.121
Mmd,F,1.780368683,0.131
Mmd2,F,1.383055396,0.197
Mmgt1,F,1.860837603,0.117
Mmp28,F,1.79819925,0.102
Mms19,F,1.740988048,0.129
Mmut,F,1.718279056,0.136
Mnat1,F,1.82626707,0.11
Mnd1,F,1.631582089,0.136
Mob4,F,1.759098575,0.135
Mocs2,F,1.840013561,0.118
Mog,F,1.7700947,0.107
Mogs,F,-1.706475445,0.141
Morc2b,F,1.655144973,0.129
Morf4l2,F,1.611004651,0.163
Mosmo,F,1.599418865,0.164
Mov10,F,-1.925121494,0.103
Mpc1,F,1.526091974,0.182
Mphosph10,F,-1.48518739,0.169
Mphosph8,F,1.614154422,0.16
Mprip,F,1.765981434,0.109
Mrnip,F,-1.914350518,0.104
Mrpl19,F,1.594205702,0.144
Mrpl2,F,-1.779651181,0.124
Mrpl3,F,1.794852837,0.113
Mrpl44,F,-1.507444563,0.163
Mrpl46,F,1.755607459,0.122
Mrps30,F,1.398454952,0.199
Mrps9,F,1.583661001,0.157
Msi2,F,1.829481337,0.114
Msl2,F,1.694581937,0.141
Mtch2,F,1.787294888,0.115
Mterf1a,F,1.564635758,0.161
Mterf3,F,1.785479966,0.127
Mtf2,F,1.787478568,0.123
Mthfs,F,1.779952523,0.116
Mtif2,F,1.856648288,0.118
Mtmr1,F,1.849241867,0.112
Mtmr10,F,1.514671357,0.189
Mtmr7,F,1.650063838,0.139
Mtmr9,F,1.615166404,0.147
Mto1,F,1.521821677,0.162
Mtpn,F,1.857246125,0.117
Mtr,F,1.685220953,0.13
Mtrfr,F,1.69792243,0.12
Mtx2,F,1.452420403,0.198
Mus81,F,-1.563660329,0.171
Mustn1,F,-1.547984983,0.154
Mvd,F,-1.804009308,0.104
Myef2,F,1.570821126,0.159
Myg1,F,1.411448568,0.19
Myh11,F,-1.795966853,0.112
Myh15,F,1.760770782,0.109
Myh6,F,1.842603123,0.117
Myh7,F,-1.543142761,0.166
Myh7b,F,-1.665131002,0.151
Myl4,F,-1.824192544,0.101
Mynn,F,1.687591321,0.145
Myo16,F,1.800133936,0.122
Myo1d,F,1.486359258,0.168
Myo5c,F,1.548261343,0.154
Myof,F,1.61610266,0.141
Myom3,F,1.427813641,0.185
Mzt1,F,1.502976152,0.189
N6amt1,F,1.688964785,0.128
Naa20,F,1.651506914,0.15
Naa25,F,1.595207521,0.151
Naaladl2,F,1.633774823,0.136
Nab2,F,-1.547286661,0.161
Nacc2,F,1.550777682,0.153
Nadk2,F,1.680964954,0.146
Nae1,F,1.604471373,0.15
Naf1,F,1.604964768,0.162
Naga,F,1.74549567,0.114
Nanos1,F,1.565712297,0.163
Nanp,F,1.804429647,0.115
Nap1l1,F,1.556099972,0.164
Napb,F,1.845014591,0.12
Napg,F,1.919512468,0.104
Nat8,F,1.516349606,0.162
Nat8f6,F,1.840633133,0.11
Ncam1,F,1.840529285,0.109
Ncf1,F,1.701496853,0.128
Nckap1,F,1.825818191,0.125
Ncl,F,1.507162767,0.168
Ncoa4,F,1.878089845,0.114
Ndc1,F,1.844940623,0.102
Ndfip1,F,1.542659985,0.18
Ndfip2,F,1.752908566,0.137
Ndrg1,F,1.848021615,0.11
Ndst4,F,1.787437882,0.127
Ndufab1,F,1.791319365,0.128
Ndufaf7,F,1.807652254,0.11
Ndufb5,F,1.924933126,0.11
Ndufs3,F,1.765333306,0.111
Necab1,F,1.808350546,0.118
Necab3,F,1.471005333,0.182
Nedd9,F,1.726480379,0.136
Nefl,F,1.561731107,0.172
Nek7,F,1.520370893,0.177
Nek8,F,-1.870945771,0.105
Nemf,F,1.789239853,0.11
Nemp1,F,1.729746951,0.117
Neto1,F,1.7641078,0.131
Nfam1,F,1.529945753,0.157
Nfatc2ip,F,1.698431979,0.121
Nfia,F,1.865433179,0.105
Nfs1,F,1.438960656,0.194
Nfx1,F,1.564618538,0.172
Nfyb,F,1.753248615,0.134
Nfyc,F,1.525962167,0.164
Ngly1,F,1.596496246,0.162
Nhp2,F,-1.833096815,0.119
Nhs,F,1.647024452,0.149
Niban1,F,1.688156269,0.124
Nid1,F,1.425151699,0.186
Nin,F,1.613775415,0.141
Nipal2,F,1.450448386,0.186
Nipbl,F,1.851966793,0.104
Nipsnap2,F,1.67162017,0.128
Nkain2,F,1.453107736,0.178
Nlgn1,F,1.699638163,0.142
Nlgn3,F,1.772960142,0.108
Nlk,F,1.921512594,0.106
Nln,F,1.896850317,0.11
Nlrp5,F,-1.824116094,0.106
Nmd3,F,1.628597473,0.143
Nme1,F,1.806690909,0.121
Nnmt,F,1.393127075,0.197
Noct,F,1.869374576,0.106
Nol10,F,1.419545787,0.187
Nol11,F,1.44908111,0.198
Nol8,F,1.486687219,0.176
Nop16,F,1.419528896,0.194
Nop9,F,-1.680086582,0.125
Nos1,F,1.470902634,0.188
Notch3,F,-1.518963839,0.161
Notum,F,-1.493822894,0.17
Nova1,F,1.712247199,0.146
Npepps,F,1.528366281,0.181
Nphp3,F,1.537413039,0.158
Nptn,F,1.693325621,0.14
Npy,F,-1.745170686,0.13
Npy2r,F,1.653453967,0.145
Nr1d2,F,1.772855703,0.127
Nr4a2,F,1.771591883,0.121
Nrbf2,F,1.507322153,0.177
Nrip3,F,1.810946501,0.123
Nrsn1,F,1.954542648,0.101
Nrxn1,F,1.740525701,0.134
Nrxn3,F,1.63153479,0.141
Nsa2,F,1.530857699,0.169
Nsd3,F,1.541196175,0.156
Nsdhl,F,-1.720949955,0.121
Nsmce2,F,1.890630614,0.115
Nsrp1,F,-1.82792132,0.113
Nsun2,F,1.618271109,0.152
Nsun3,F,1.418742674,0.195
Nt5c3,F,1.603180453,0.164
Nt5e,F,1.632109514,0.138
Ntan1,F,1.886012569,0.115
Ntaq1,F,1.631635698,0.157
Ntm,F,1.899125024,0.111
Ntrk1,F,-1.667771292,0.126
Nucb2,F,-1.410549711,0.189
Nudcd1,F,1.741029347,0.131
Nudt10,F,1.755274208,0.133
Nudt11,F,1.58126201,0.158
Nudt19,F,1.681239525,0.146
Nudt2,F,1.521379851,0.159
Nudt21,F,1.724426868,0.137
Nudt4,F,1.73884984,0.136
Nup153,F,1.62197046,0.147
Nup155,F,1.710852686,0.131
Nup37,F,1.591593366,0.144
Nup50,F,1.520638902,0.161
Nup62,F,-1.571293006,0.156
Nup93,F,1.584044668,0.145
Nxpe3,F,1.555853338,0.17
Nxpe4,F,1.547952735,0.161
Nxt2,F,1.750225708,0.132
Nyap2,F,1.895909508,0.108
Oat,F,1.65099821,0.157
Ociad2,F,1.423463212,0.19
Odf4,F,1.795739944,0.105
Odr4,F,1.74347866,0.134
Ofd1,F,1.474142514,0.175
Ogdh,F,1.513954384,0.181
Ogfod1,F,1.483320083,0.197
Ogfrl1,F,1.857606463,0.11
Ogn,F,1.581613986,0.146
Olfm3,F,1.574533794,0.172
Olfml3,F,1.684206912,0.141
Oma1,F,1.561284102,0.15
Omg,F,1.69320181,0.148
Onecut2,F,1.729989614,0.127
Opalin,F,1.789183956,0.105
Opcml,F,1.864164699,0.114
Oplah,F,-1.607571027,0.163
Oprl1,F,1.623173485,0.146
Or10a5,F,1.679606158,0.124
Or10ad1,F,1.552251591,0.152
Or10d3,F,-1.626846208,0.135
Or10h28,F,1.763080956,0.116
Or10h5,F,1.383529821,0.197
Or13a17,F,1.467742663,0.181
Or1e22,F,1.459547138,0.182
Or1e34,F,1.842114857,0.11
Or4d11,F,1.774372148,0.107
Or4f14b,F,1.665508826,0.13
Or4k40,F,1.696041484,0.121
Or4p23,F,1.381824833,0.197
Or51a42,F,1.603183167,0.141
Or5ac22,F,-1.467195211,0.174
