"","asvs","feature","module_number","module_name","Sample","clr_abundance","sex","timepoint","Cage.Litter","Cohort","Diet","Treatment","legend"
"3979","21","21","MGB048","Propionate synthesis I","204w5",-4.51721084360087,"M","w5",117,2,"Control","Vehicle","Control Vehicle"
"3980","21","21","MGB048","Propionate synthesis I","207w10",-3.59335014482972,"F","w10",122,2,"Control","Vehicle","Control Vehicle"
"3981","21","21","MGB048","Propionate synthesis I","207w5",-2.06126221927252,"F","w5",122,2,"Control","Vehicle","Control Vehicle"
"3982","21","21","MGB048","Propionate synthesis I","208w10",-1.73206643155154,"F","w10",122,2,"Control","Vehicle","Control Vehicle"
"3983","21","21","MGB048","Propionate synthesis I","208w5",-2.58518532926721,"F","w5",122,2,"Control","Vehicle","Control Vehicle"
"3984","21","21","MGB048","Propionate synthesis I","209w10",-2.45176044671801,"M","w10",117,2,"Control","Vehicle","Control Vehicle"
"3985","21","21","MGB048","Propionate synthesis I","209w5",-2.12387802682666,"M","w5",117,2,"Control","Vehicle","Control Vehicle"
"3986","21","21","MGB048","Propionate synthesis I","211w10",-2.14501168706128,"F","w10",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3987","21","21","MGB048","Propionate synthesis I","211w5",-6.2347381329535,"F","w5",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3988","21","21","MGB048","Propionate synthesis I","212w10",-2.94827805034596,"F","w10",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3989","21","21","MGB048","Propionate synthesis I","212w5",-7.64223512638563,"F","w5",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3990","21","21","MGB048","Propionate synthesis I","213w10",-2.12471844303977,"F","w10",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3991","21","21","MGB048","Propionate synthesis I","213w5",-7.7719026203547,"F","w5",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3992","21","21","MGB048","Propionate synthesis I","216w10",-5.23138809740943,"M","w10",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3993","21","21","MGB048","Propionate synthesis I","216w5",-7.53010805159253,"M","w5",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3994","21","21","MGB048","Propionate synthesis I","217w10",-7.94120500388525,"M","w10",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3995","21","21","MGB048","Propionate synthesis I","217w5",-7.55503078188601,"M","w5",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3996","21","21","MGB048","Propionate synthesis I","218w10",-3.09117376684692,"F","w10",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3997","21","21","MGB048","Propionate synthesis I","218w5",-7.89158697229687,"F","w5",123,2,"HFHS","Vehicle","HFHS Vehicle"
"3998","21","21","MGB048","Propionate synthesis I","219w10",-7.83385027753188,"M","w10",121,2,"HFHS","Vehicle","HFHS Vehicle"
"3999","21","21","MGB048","Propionate synthesis I","219w5",-3.70047287779334,"M","w5",121,2,"HFHS","Vehicle","HFHS Vehicle"
"4000","21","21","MGB048","Propionate synthesis I","221w10",-6.897275504698,"M","w10",121,2,"HFHS","Vehicle","HFHS Vehicle"
"4001","21","21","MGB048","Propionate synthesis I","221w5",-5.30325141378401,"M","w5",121,2,"HFHS","Vehicle","HFHS Vehicle"
"4002","21","21","MGB048","Propionate synthesis I","223w10",-3.44398214046222,"F","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4003","21","21","MGB048","Propionate synthesis I","223w5",-3.62960772401626,"F","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4004","21","21","MGB048","Propionate synthesis I","224w10",-3.82797806525238,"F","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4005","21","21","MGB048","Propionate synthesis I","224w5",-2.60367664884254,"F","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4006","21","21","MGB048","Propionate synthesis I","225w10",-3.37175815508283,"F","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4007","21","21","MGB048","Propionate synthesis I","225w5",-3.5706776082876,"F","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4008","21","21","MGB048","Propionate synthesis I","226w10",-1.81587745850375,"M","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4009","21","21","MGB048","Propionate synthesis I","226w5",-3.30197912136846,"M","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4010","21","21","MGB048","Propionate synthesis I","227w10",-4.57120295403366,"M","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4011","21","21","MGB048","Propionate synthesis I","227w5",-2.58249509769984,"M","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4012","21","21","MGB048","Propionate synthesis I","228w10",-3.62681097388453,"M","w10",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4013","21","21","MGB048","Propionate synthesis I","228w5",-3.16892156772695,"M","w5",124,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4014","21","21","MGB048","Propionate synthesis I","231w10",-3.83235541068907,"F","w10",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4015","21","21","MGB048","Propionate synthesis I","231w5",-7.49291657439774,"F","w5",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4016","21","21","MGB048","Propionate synthesis I","232w10",-5.53312873403264,"F","w10",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4017","21","21","MGB048","Propionate synthesis I","232w5",-3.07770477717407,"F","w5",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4018","21","21","MGB048","Propionate synthesis I","233w10",-3.70354668172194,"F","w10",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4019","21","21","MGB048","Propionate synthesis I","233w5",-2.90150870803761,"F","w5",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4020","21","21","MGB048","Propionate synthesis I","234w10",-4.35984848176019,"M","w10",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4021","21","21","MGB048","Propionate synthesis I","234w5",-2.36728490121484,"M","w5",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4022","21","21","MGB048","Propionate synthesis I","235w10",-3.5434723568465,"M","w10",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4023","21","21","MGB048","Propionate synthesis I","235w5",-3.54236132572621,"M","w5",119,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4024","21","21","MGB048","Propionate synthesis I","236w10",-7.36173851169532,"F","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4025","21","21","MGB048","Propionate synthesis I","236w5",-2.38964206226083,"F","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4026","21","21","MGB048","Propionate synthesis I","237w10",-6.64219706090416,"F","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4027","21","21","MGB048","Propionate synthesis I","237w5",-2.91713554675836,"F","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4028","21","21","MGB048","Propionate synthesis I","238w10",-8.00001375138843,"F","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4029","21","21","MGB048","Propionate synthesis I","238w5",-3.55090866944104,"F","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4030","21","21","MGB048","Propionate synthesis I","239w10",-3.0687332416104,"M","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4031","21","21","MGB048","Propionate synthesis I","239w5",-2.25444396597916,"M","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4032","21","21","MGB048","Propionate synthesis I","241w10",-3.79079879289226,"M","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4033","21","21","MGB048","Propionate synthesis I","243w10",-3.33002596383557,"M","w10",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4034","21","21","MGB048","Propionate synthesis I","243w5",-6.73889015288055,"M","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4035","21","21","MGB048","Propionate synthesis I","245w10",-6.27992681871486,"F","w10",120,2,"HFHS","1472","HFHS B. longum APC1472"
"4036","21","21","MGB048","Propionate synthesis I","245w5",-7.3040436180936,"F","w5",120,2,"HFHS","1472","HFHS B. longum APC1472"
"4037","21","21","MGB048","Propionate synthesis I","246w10",-4.5529888651332,"F","w10",120,2,"HFHS","1472","HFHS B. longum APC1472"
"4038","21","21","MGB048","Propionate synthesis I","246w5",-6.84834220576467,"F","w5",120,2,"HFHS","1472","HFHS B. longum APC1472"
"4039","21","21","MGB048","Propionate synthesis I","247w10",-2.31364165283516,"F","w10",127,2,"HFHS","1472","HFHS B. longum APC1472"
"4040","21","21","MGB048","Propionate synthesis I","247w5",-2.46908229598735,"F","w5",127,2,"HFHS","1472","HFHS B. longum APC1472"
"4041","21","21","MGB048","Propionate synthesis I","248w10",-4.85237902556221,"F","w10",127,2,"HFHS","1472","HFHS B. longum APC1472"
"4042","21","21","MGB048","Propionate synthesis I","248w5",-7.28890375107738,"F","w5",127,2,"HFHS","1472","HFHS B. longum APC1472"
"4043","21","21","MGB048","Propionate synthesis I","250w10",-7.08418958968988,"M","w10",127,2,"HFHS","1472","HFHS B. longum APC1472"
"4044","21","21","MGB048","Propionate synthesis I","250w5",-3.93627885624232,"M","w5",127,2,"HFHS","1472","HFHS B. longum APC1472"
"4045","21","21","MGB048","Propionate synthesis I","251w10",-8.04150681168429,"M","w10",127,2,"HFHS","1472","HFHS B. longum APC1472"
"4046","21","21","MGB048","Propionate synthesis I","251w5",-3.96481177363419,"M","w5",127,2,"HFHS","1472","HFHS B. longum APC1472"
"4047","21","21","MGB048","Propionate synthesis I","252w10",-7.89755440712941,"M","w10",127,2,"HFHS","1472","HFHS B. longum APC1472"
"4048","21","21","MGB048","Propionate synthesis I","252w5",-3.57525730798499,"M","w5",127,2,"HFHS","1472","HFHS B. longum APC1472"
"4049","21","21","MGB048","Propionate synthesis I","302w10",-8.05188004814059,"F","w10",125.1,3,"HFHS","Vehicle","HFHS Vehicle"
"4050","21","21","MGB048","Propionate synthesis I","302w5",-7.90999003235796,"F","w5",125.1,3,"HFHS","Vehicle","HFHS Vehicle"
"4051","21","21","MGB048","Propionate synthesis I","303w10",-4.2239746310977,"F","w10",125.2,3,"HFHS","Vehicle","HFHS Vehicle"
"4052","21","21","MGB048","Propionate synthesis I","303w5",-3.80099843792223,"F","w5",125.2,3,"HFHS","Vehicle","HFHS Vehicle"
"4053","21","21","MGB048","Propionate synthesis I","304w10",-4.07575763116046,"F","w10",125.2,3,"HFHS","Vehicle","HFHS Vehicle"
"4054","21","21","MGB048","Propionate synthesis I","304w5",-4.10343769722414,"F","w5",125.2,3,"HFHS","Vehicle","HFHS Vehicle"
"4055","21","21","MGB048","Propionate synthesis I","305w10",-2.68767845732401,"F","w10",125.1,3,"HFHS","Vehicle","HFHS Vehicle"
"4056","21","21","MGB048","Propionate synthesis I","305w5",-5.64421236975372,"F","w5",125.1,3,"HFHS","Vehicle","HFHS Vehicle"
"4057","21","21","MGB048","Propionate synthesis I","306w10",-3.46909950258492,"F","w10",125.2,3,"HFHS","Vehicle","HFHS Vehicle"
"4058","21","21","MGB048","Propionate synthesis I","306w5",-7.55460026611313,"F","w5",125.2,3,"HFHS","Vehicle","HFHS Vehicle"
"4059","21","21","MGB048","Propionate synthesis I","308w10",-7.31213775544335,"M","w10",125,3,"HFHS","Vehicle","HFHS Vehicle"
"4060","21","21","MGB048","Propionate synthesis I","308w5",-7.48818361342219,"M","w5",125,3,"HFHS","Vehicle","HFHS Vehicle"
"4061","21","21","MGB048","Propionate synthesis I","310w10",-6.92420715268905,"M","w10",125,3,"HFHS","Vehicle","HFHS Vehicle"
"4062","21","21","MGB048","Propionate synthesis I","310w5",-7.29707079183264,"M","w5",125,3,"HFHS","Vehicle","HFHS Vehicle"
"4063","21","21","MGB048","Propionate synthesis I","311w5",-1.82473300604122,"F","w5",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4064","21","21","MGB048","Propionate synthesis I","312w10",-6.45221009749479,"M","w10",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4065","21","21","MGB048","Propionate synthesis I","312w5",-2.41055779269405,"M","w5",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4066","21","21","MGB048","Propionate synthesis I","314w10",-6.20336188121683,"M","w10",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4067","21","21","MGB048","Propionate synthesis I","314w5",-1.81613413629285,"M","w5",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4068","21","21","MGB048","Propionate synthesis I","315w10",-6.34620007623885,"M","w10",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4069","21","21","MGB048","Propionate synthesis I","315w5",-2.8439714120431,"M","w5",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4070","21","21","MGB048","Propionate synthesis I","401w10",-7.31516625384833,"F","w10",129,4,"Control","Vehicle","Control Vehicle"
"4071","21","21","MGB048","Propionate synthesis I","401w5",-2.7702504308918,"F","w5",129,4,"Control","Vehicle","Control Vehicle"
"4072","21","21","MGB048","Propionate synthesis I","402w10",-7.20282794464859,"F","w10",129,4,"Control","Vehicle","Control Vehicle"
"4073","21","21","MGB048","Propionate synthesis I","402w5",-2.91742921887165,"F","w5",129,4,"Control","Vehicle","Control Vehicle"
"4074","21","21","MGB048","Propionate synthesis I","405w10",-3.24687606870177,"M","w10",129,4,"Control","Vehicle","Control Vehicle"
"4075","21","21","MGB048","Propionate synthesis I","405w5",-1.53158916232426,"M","w5",129,4,"Control","Vehicle","Control Vehicle"
"4076","21","21","MGB048","Propionate synthesis I","407w10",-7.56805435786184,"M","w10",129,4,"Control","Vehicle","Control Vehicle"
"4077","21","21","MGB048","Propionate synthesis I","407w5",-1.13386406412524,"M","w5",129,4,"Control","Vehicle","Control Vehicle"
"4078","21","21","MGB048","Propionate synthesis I","408w10",-3.11522201832156,"F","w10",113,4,"Control","Vehicle","Control Vehicle"
"4079","21","21","MGB048","Propionate synthesis I","408w5",-0.978805306394539,"F","w5",113,4,"Control","Vehicle","Control Vehicle"
"4080","21","21","MGB048","Propionate synthesis I","409w10",-2.50777665627404,"F","w10",113,4,"Control","Vehicle","Control Vehicle"
"4081","21","21","MGB048","Propionate synthesis I","409w5",-2.86327370223359,"F","w5",113,4,"Control","Vehicle","Control Vehicle"
"4082","21","21","MGB048","Propionate synthesis I","412w10",-3.14341974396845,"M","w10",113,4,"Control","Vehicle","Control Vehicle"
"4083","21","21","MGB048","Propionate synthesis I","412w5",-2.0023533174133,"M","w5",113,4,"Control","Vehicle","Control Vehicle"
"4084","21","21","MGB048","Propionate synthesis I","413w10",-3.88984739182916,"M","w10",113,4,"Control","Vehicle","Control Vehicle"
"4085","21","21","MGB048","Propionate synthesis I","413w5",-2.43812122120125,"M","w5",113,4,"Control","Vehicle","Control Vehicle"
"4086","21","21","MGB048","Propionate synthesis I","419w10",-7.26035458396787,"F","w10",126,4,"HFHS","Vehicle","HFHS Vehicle"
"4087","21","21","MGB048","Propionate synthesis I","419w5",-4.34091804067707,"F","w5",126,4,"HFHS","Vehicle","HFHS Vehicle"
"4088","21","21","MGB048","Propionate synthesis I","420w10",-1.3167746855635,"F","w10",126,4,"HFHS","Vehicle","HFHS Vehicle"
"4089","21","21","MGB048","Propionate synthesis I","420w5",-4.89347127935091,"F","w5",126,4,"HFHS","Vehicle","HFHS Vehicle"
"4090","21","21","MGB048","Propionate synthesis I","421w10",-2.35504278157336,"F","w10",126,4,"HFHS","Vehicle","HFHS Vehicle"
"4091","21","21","MGB048","Propionate synthesis I","421w5",-3.52900016494087,"F","w5",126,4,"HFHS","Vehicle","HFHS Vehicle"
"4092","21","21","MGB048","Propionate synthesis I","422w10",-7.30735869469678,"M","w10",126,4,"HFHS","Vehicle","HFHS Vehicle"
"4093","21","21","MGB048","Propionate synthesis I","423w10",-8.76861408475235,"M","w10",126,4,"HFHS","Vehicle","HFHS Vehicle"
"4094","21","21","MGB048","Propionate synthesis I","423w5",-4.83697496763248,"M","w5",126,4,"HFHS","Vehicle","HFHS Vehicle"
"4095","21","21","MGB048","Propionate synthesis I","435w10",-7.97014028375694,"F","w10",116,4,"HFHS","1472","HFHS B. longum APC1472"
"4096","21","21","MGB048","Propionate synthesis I","435w5",-7.83411992857644,"F","w5",116,4,"HFHS","1472","HFHS B. longum APC1472"
"4097","21","21","MGB048","Propionate synthesis I","436w10",-7.85651975015402,"F","w10",116,4,"HFHS","1472","HFHS B. longum APC1472"
"4098","21","21","MGB048","Propionate synthesis I","436w5",-7.59724938352366,"F","w5",116,4,"HFHS","1472","HFHS B. longum APC1472"
"4099","21","21","MGB048","Propionate synthesis I","438w10",-6.15172380165851,"M","w10",116,4,"HFHS","1472","HFHS B. longum APC1472"
"4100","21","21","MGB048","Propionate synthesis I","438w5",-3.63877842433383,"M","w5",116,4,"HFHS","1472","HFHS B. longum APC1472"
"4101","21","21","MGB048","Propionate synthesis I","439w10",-5.00642729227231,"M","w10",116,4,"HFHS","1472","HFHS B. longum APC1472"
"4102","21","21","MGB048","Propionate synthesis I","439w5",-2.86241495244964,"M","w5",116,4,"HFHS","1472","HFHS B. longum APC1472"
"4103","21","21","MGB048","Propionate synthesis I","501w10",-6.9479987992403,"F","w10",130,5,"HFHS","1472","HFHS B. longum APC1472"
"4104","21","21","MGB048","Propionate synthesis I","501w5",-7.67189366622082,"F","w5",130,5,"HFHS","1472","HFHS B. longum APC1472"
"4105","21","21","MGB048","Propionate synthesis I","503w10",-8.40756768290024,"F","w10",130,5,"HFHS","1472","HFHS B. longum APC1472"
"4106","21","21","MGB048","Propionate synthesis I","503w5",-7.4915593054916,"F","w5",130,5,"HFHS","1472","HFHS B. longum APC1472"
"4107","21","21","MGB048","Propionate synthesis I","506w10",-8.38544348459788,"M","w10",130,5,"HFHS","1472","HFHS B. longum APC1472"
"4108","21","21","MGB048","Propionate synthesis I","506w5",-2.79966705854369,"M","w5",130,5,"HFHS","1472","HFHS B. longum APC1472"
"4109","21","21","MGB048","Propionate synthesis I","115w5repeat",-2.45051400556084,"F","w5",104,1,"Control","Vehicle","Control Vehicle"
"4110","21","21","MGB048","Propionate synthesis I","241w5repeat",-2.01676575914388,"M","w5",128,2,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4111","21","21","MGB048","Propionate synthesis I","311w10pos",-2.84487063039524,"F","w10",114,3,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4112","21","21","MGB048","Propionate synthesis I","422w5repeat",-1.9448171211947,"M","w5",126,4,"HFHS","Vehicle","HFHS Vehicle"
"4113","21","21","MGB048","Propionate synthesis I","507w10",-6.98284340228464,"M","w10",130,5,"HFHS","1472","HFHS B. longum APC1472"
"4114","21","21","MGB048","Propionate synthesis I","507w5",-2.58133891749472,"M","w5",130,5,"HFHS","1472","HFHS B. longum APC1472"
"4115","21","21","MGB048","Propionate synthesis I","508w10",-6.67611027633304,"M","w10",130,5,"HFHS","1472","HFHS B. longum APC1472"
"4116","21","21","MGB048","Propionate synthesis I","508w5",-4.04330160898362,"M","w5",130,5,"HFHS","1472","HFHS B. longum APC1472"
"4117","22","22","MGB005","Tryptophan synthesis","101w10",3.86210071465931,"F","w10",105,1,"Control","Vehicle","Control Vehicle"
"4118","22","22","MGB005","Tryptophan synthesis","101w5",3.94105462430661,"F","w5",105,1,"Control","Vehicle","Control Vehicle"
"4119","22","22","MGB005","Tryptophan synthesis","102w10",4.26689019128709,"F","w10",105,1,"Control","Vehicle","Control Vehicle"
"4120","22","22","MGB005","Tryptophan synthesis","102w5",4.26901131748592,"F","w5",105,1,"Control","Vehicle","Control Vehicle"
"4121","22","22","MGB005","Tryptophan synthesis","103w10",4.45184719187258,"M","w10",105,1,"Control","Vehicle","Control Vehicle"
"4122","22","22","MGB005","Tryptophan synthesis","103w5",4.23189567784223,"M","w5",105,1,"Control","Vehicle","Control Vehicle"
"4123","22","22","MGB005","Tryptophan synthesis","104w10",4.07581359725646,"M","w10",105,1,"Control","Vehicle","Control Vehicle"
"4124","22","22","MGB005","Tryptophan synthesis","104w5",3.89127680863507,"M","w5",105,1,"Control","Vehicle","Control Vehicle"
"4125","22","22","MGB005","Tryptophan synthesis","105w10",4.36031985314773,"M","w10",105,1,"Control","Vehicle","Control Vehicle"
"4126","22","22","MGB005","Tryptophan synthesis","105w5",3.82180938238887,"M","w5",105,1,"Control","Vehicle","Control Vehicle"
"4127","22","22","MGB005","Tryptophan synthesis","106w10",4.4548273303379,"M","w10",105,1,"Control","Vehicle","Control Vehicle"
"4128","22","22","MGB005","Tryptophan synthesis","106w5",4.08248313424565,"M","w5",105,1,"Control","Vehicle","Control Vehicle"
"4129","22","22","MGB005","Tryptophan synthesis","109w10",4.43317040566777,"M","w10",110,1,"HFHS","Vehicle","HFHS Vehicle"
"4130","22","22","MGB005","Tryptophan synthesis","109w5",3.81249807302619,"M","w5",110,1,"HFHS","Vehicle","HFHS Vehicle"
"4131","22","22","MGB005","Tryptophan synthesis","110w10",4.16172866371883,"M","w10",110,1,"HFHS","Vehicle","HFHS Vehicle"
"4132","22","22","MGB005","Tryptophan synthesis","110w5",3.67098871698543,"M","w5",110,1,"HFHS","Vehicle","HFHS Vehicle"
"4133","22","22","MGB005","Tryptophan synthesis","113w10",3.78993498581701,"F","w10",104,1,"Control","Vehicle","Control Vehicle"
"4134","22","22","MGB005","Tryptophan synthesis","113w5",3.59569006948973,"F","w5",104,1,"Control","Vehicle","Control Vehicle"
"4135","22","22","MGB005","Tryptophan synthesis","115w10",3.47985232142784,"F","w10",104,1,"Control","Vehicle","Control Vehicle"
"4136","22","22","MGB005","Tryptophan synthesis","116w10",4.22632396639544,"M","w10",104,1,"Control","Vehicle","Control Vehicle"
"4137","22","22","MGB005","Tryptophan synthesis","116w5",3.40563755144173,"M","w5",104,1,"Control","Vehicle","Control Vehicle"
"4138","22","22","MGB005","Tryptophan synthesis","117w10",4.00536228278063,"M","w10",104,1,"Control","Vehicle","Control Vehicle"
"4139","22","22","MGB005","Tryptophan synthesis","117w5",3.96235370751091,"M","w5",104,1,"Control","Vehicle","Control Vehicle"
"4140","22","22","MGB005","Tryptophan synthesis","119w10",4.19691299043496,"M","w10",107,1,"HFHS","Vehicle","HFHS Vehicle"
"4141","22","22","MGB005","Tryptophan synthesis","119w5",4.27230855982705,"M","w5",107,1,"HFHS","Vehicle","HFHS Vehicle"
"4142","22","22","MGB005","Tryptophan synthesis","121w10",4.36332648550754,"M","w10",107,1,"HFHS","Vehicle","HFHS Vehicle"
"4143","22","22","MGB005","Tryptophan synthesis","121w5",4.31803113553481,"M","w5",107,1,"HFHS","Vehicle","HFHS Vehicle"
"4144","22","22","MGB005","Tryptophan synthesis","122w10",4.51697924496981,"F","w10",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4145","22","22","MGB005","Tryptophan synthesis","122w5",4.34764345564327,"F","w5",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4146","22","22","MGB005","Tryptophan synthesis","124w10",4.95843631292939,"F","w10",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4147","22","22","MGB005","Tryptophan synthesis","124w5",4.05661355860078,"F","w5",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4148","22","22","MGB005","Tryptophan synthesis","125w10",4.63150474257238,"M","w10",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4149","22","22","MGB005","Tryptophan synthesis","125w5",4.44384350793007,"M","w5",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4150","22","22","MGB005","Tryptophan synthesis","126w10",4.65001265288124,"M","w10",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4151","22","22","MGB005","Tryptophan synthesis","126w5",4.36371144890611,"M","w5",106,1,"HFHS","FOS+GOS","HFHS FOS+GOS"
"4152","22","22","MGB005","Tryptophan synthesis","128w10",4.12877086549795,"F","w10",115,1,"HFHS","1472","HFHS B. longum APC1472"
"4153","22","22","MGB005","Tryptophan synthesis","128w5",4.44573242263479,"F","w5",115,1,"HFHS","1472","HFHS B. longum APC1472"
"4154","22","22","MGB005","Tryptophan synthesis","130w10",4.17641383004735,"F","w10",115,1,"HFHS","1472","HFHS B. longum APC1472"
"4155","22","22","MGB005","Tryptophan synthesis","130w5",4.36697746831237,"F","w5",115,1,"HFHS","1472","HFHS B. longum APC1472"
"4156","22","22","MGB005","Tryptophan synthesis","131w10",3.29623542282619,"F","w10",115,1,"HFHS","1472","HFHS B. longum APC1472"
"4157","22","22","MGB005","Tryptophan synthesis","131w5",3.96416988331182,"F","w5",115,1,"HFHS","1472","HFHS B. longum APC1472"
"4158","22","22","MGB005","Tryptophan synthesis","132w10",4.25049860093813,"M","w10",115,1,"HFHS","1472","HFHS B. longum APC1472"
"4159","22","22","MGB005","Tryptophan synthesis","132w5",4.24497863314556,"M","w5",115,1,"HFHS","1472","HFHS B. longum APC1472"
"4160","22","22","MGB005","Tryptophan synthesis","133w10",3.97480242486294,"M","w10",115,1,"HFHS","1472","HFHS B. longum APC1472"
"4161","22","22","MGB005","Tryptophan synthesis","133w5",4.50528493890344,"M","w5",115,1,"HFHS","1472","HFHS B. longum APC1472"
"4162","22","22","MGB005","Tryptophan synthesis","134w10",4.27708317951723,"F","w10",111,1,"HFHS","1472","HFHS B. longum APC1472"
"4163","22","22","MGB005","Tryptophan synthesis","134w5",4.6949033038077,"F","w5",111,1,"HFHS","1472","HFHS B. longum APC1472"
"4164","22","22","MGB005","Tryptophan synthesis","135w10",4.29013693809322,"F","w10",111,1,"HFHS","1472","HFHS B. longum APC1472"
"4165","22","22","MGB005","Tryptophan synthesis","135w5",4.38178596095648,"F","w5",111,1,"HFHS","1472","HFHS B. longum APC1472"
"4166","22","22","MGB005","Tryptophan synthesis","136w10",4.17287760416358,"M","w10",111,1,"HFHS","1472","HFHS B. longum APC1472"
"4167","22","22","MGB005","Tryptophan synthesis","136w5",4.32380787145629,"M","w5",111,1,"HFHS","1472","HFHS B. longum APC1472"
"4168","22","22","MGB005","Tryptophan synthesis","137w10",4.01087742856408,"M","w10",111,1,"HFHS","1472","HFHS B. longum APC1472"
"4169","22","22","MGB005","Tryptophan synthesis","137w5",4.33448849772247,"M","w5",111,1,"HFHS","1472","HFHS B. longum APC1472"
"4170","22","22","MGB005","Tryptophan synthesis","201w10",3.95569008763406,"F","w10",117,2,"Control","Vehicle","Control Vehicle"
"4171","22","22","MGB005","Tryptophan synthesis","201w5",4.39527856928666,"F","w5",117,2,"Control","Vehicle","Control Vehicle"
"4172","22","22","MGB005","Tryptophan synthesis","202w10",4.45381058381805,"F","w10",117,2,"Control","Vehicle","Control Vehicle"
"4173","22","22","MGB005","Tryptophan synthesis","202w5",4.19013860461711,"F","w5",117,2,"Control","Vehicle","Control Vehicle"
"4174","22","22","MGB005","Tryptophan synthesis","204w10",4.25847333513347,"M","w10",117,2,"Control","Vehicle","Control Vehicle"
"4175","22","22","MGB005","Tryptophan synthesis","204w5",3.99866656766258,"M","w5",117,2,"Control","Vehicle","Control Vehicle"
"4176","22","22","MGB005","Tryptophan synthesis","207w10",4.31051501930192,"F","w10",122,2,"Control","Vehicle","Control Vehicle"
"4177","22","22","MGB005","Tryptophan synthesis","207w5",3.96554232362085,"F","w5",122,2,"Control","Vehicle","Control Vehicle"
"4178","22","22","MGB005","Tryptophan synthesis","208w10",4.37847941866258,"F","w10",122,2,"Control","Vehicle","Control Vehicle"
"4179","22","22","MGB005","Tryptophan synthesis","208w5",4.46632900805731,"F","w5",122,2,"Control","Vehicle","Control Vehicle"
