"module_name","sex","timepoint",".y.","group1","group2","n1","n2","statistic","df","p","p.adj","p.adj.signif","comparison_type"
"Glutamate degradation I","F","w10","clr_abundance","FOS+GOS","1472",12,13,-6.90320591397094,14.885524531322,5.25e-06,1.39e-05,"****","treatment"
"Glutamate degradation I","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,6.8883232596698,16.926823202436,2.69e-06,8.07e-06,"****","treatment"
"Glutamate degradation I","F","w5","clr_abundance","Vehicle","1472",12,13,1.47765352716483,22.9893291871598,0.153,0.153,"ns","treatment"
"Glutamate degradation I","F","w5","clr_abundance","FOS+GOS","1472",12,13,-5.85353931906408,17.2713451292112,1.8e-05,3.6e-05,"****","treatment"
"GABA degradation","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,4.98337992786541,12.6168033654148,0.000274,0.000548,"***","treatment"
"GABA degradation","M","w10","clr_abundance","Vehicle","1472",12,12,1.20773310603228,16.9233385955945,0.244,0.244,"ns","treatment"
"GABA degradation","M","w10","clr_abundance","FOS+GOS","1472",13,12,-6.26693318355975,16.2931795369252,1.03e-05,3.09e-05,"****","treatment"
"GABA degradation","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,3.03270807466809,13.0233828916851,0.01,0.029,"*","treatment"
"GABA degradation","M","w5","clr_abundance","Vehicle","1472",12,12,1.44611169594455,18.6063559095536,0.165,0.165,"ns","treatment"
"GABA degradation","M","w5","clr_abundance","FOS+GOS","1472",13,12,-2.07434725427572,15.8721072858565,0.055,0.109,"ns","treatment"
"GABA degradation","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,5.37889403117853,14.2266313843358,9.2e-05,0.000184,"***","treatment"
"GABA degradation","F","w10","clr_abundance","Vehicle","1472",12,13,0.678106307302659,20.2768222655018,0.505,0.505,"ns","treatment"
"GABA degradation","F","w10","clr_abundance","FOS+GOS","1472",12,13,-6.06409911378387,18.3411492239019,9.12e-06,2.74e-05,"****","treatment"
"GABA degradation","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,5.24507303715365,21.9969415484654,2.92e-05,8.76e-05,"****","treatment"
"GABA degradation","F","w5","clr_abundance","Vehicle","1472",12,13,1.04431680000809,21.1936550200491,0.308,0.308,"ns","treatment"
"GABA degradation","F","w5","clr_abundance","FOS+GOS","1472",12,13,-3.219950140381,21.0732199445063,0.004,0.008,"**","treatment"
"Kynurenine synthesis","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,3.49887889811149,20.3136421632425,0.002,0.007,"**","treatment"
"Kynurenine synthesis","M","w10","clr_abundance","Vehicle","1472",12,12,0.215772449292889,21.705573502984,0.831,0.831,"ns","treatment"
"Kynurenine synthesis","M","w10","clr_abundance","FOS+GOS","1472",13,12,-2.9858312626609,18.9175139580244,0.008,0.015,"*","treatment"
"Kynurenine synthesis","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,-1.52614313179252,22.0308900351154,0.141,0.282,"ns","treatment"
"Kynurenine synthesis","M","w5","clr_abundance","Vehicle","1472",12,12,-2.19911066963543,21.9525442345388,0.039,0.116,"ns","treatment"
"Kynurenine synthesis","M","w5","clr_abundance","FOS+GOS","1472",13,12,-0.816631428812472,22.3966823021943,0.423,0.423,"ns","treatment"
"Kynurenine synthesis","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,5.09010529682858,18.9235321872801,6.58e-05,0.000197,"***","treatment"
"Kynurenine synthesis","F","w10","clr_abundance","Vehicle","1472",12,13,1.02188475363952,21.8902302530476,0.318,0.318,"ns","treatment"
"Kynurenine synthesis","F","w10","clr_abundance","FOS+GOS","1472",12,13,-4.48958568291988,22.1495591104591,0.00018,0.00036,"***","treatment"
"Kynurenine synthesis","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,4.18486698751219,13.7570194114031,0.000951,0.002,"**","treatment"
"Kynurenine synthesis","F","w5","clr_abundance","Vehicle","1472",12,13,-1.06110790346962,22.2156169367059,0.3,0.3,"ns","treatment"
"Kynurenine synthesis","F","w5","clr_abundance","FOS+GOS","1472",12,13,-4.60618408268852,15.3588252955124,0.000323,0.000969,"***","treatment"
"Propionate synthesis I","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,-3.96170305545614,20.8676768993819,0.000719,0.002,"**","treatment"
"Propionate synthesis I","M","w10","clr_abundance","Vehicle","1472",12,12,0.0775605651054167,21.8185539545423,0.939,0.939,"ns","treatment"
"Propionate synthesis I","M","w10","clr_abundance","FOS+GOS","1472",13,12,4.13250081382136,19.8769253497515,0.000522,0.002,"**","treatment"
"Propionate synthesis I","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,-4.77856336359639,19.0076895394542,0.00013,0.00039,"***","treatment"
"Propionate synthesis I","M","w5","clr_abundance","Vehicle","1472",12,12,-1.79810627529364,21.9922556940266,0.086,0.086,"ns","treatment"
"Propionate synthesis I","M","w5","clr_abundance","FOS+GOS","1472",13,12,2.58503305830144,18.7843266981874,0.018,0.037,"*","treatment"
"Propionate synthesis I","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,1.69474974235707,21.6564096427147,0.104,0.191,"ns","treatment"
"Propionate synthesis I","F","w10","clr_abundance","Vehicle","1472",12,13,3.25854282473386,22.8636203805095,0.003,0.01,"*","treatment"
"Propionate synthesis I","F","w10","clr_abundance","FOS+GOS","1472",12,13,1.73831551515912,22.9443734307162,0.096,0.191,"ns","treatment"
"Propionate synthesis I","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,-3.35286451992785,21.9747755052189,0.003,0.006,"**","treatment"
"Propionate synthesis I","F","w5","clr_abundance","Vehicle","1472",12,13,1.35991757707909,21.7608537177395,0.188,0.188,"ns","treatment"
"Propionate synthesis I","F","w5","clr_abundance","FOS+GOS","1472",12,13,4.98535129732371,21.4260002945573,5.87e-05,0.000176,"***","treatment"
"Tryptophan synthesis","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,-2.0867341208265,19.7197467432162,0.05,0.136,"ns","treatment"
"Tryptophan synthesis","M","w10","clr_abundance","Vehicle","1472",12,12,-0.381984347652099,19.6050410180931,0.707,0.707,"ns","treatment"
"Tryptophan synthesis","M","w10","clr_abundance","FOS+GOS","1472",13,12,2.11726908219435,22.917170946837,0.045,0.136,"ns","treatment"
"Tryptophan synthesis","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,-0.408576681722065,22.5610142030888,0.687,1,"ns","treatment"
"Tryptophan synthesis","M","w5","clr_abundance","Vehicle","1472",12,12,0.0935745125650893,21.96590260172,0.926,1,"ns","treatment"
"Tryptophan synthesis","M","w5","clr_abundance","FOS+GOS","1472",13,12,0.515480108944375,22.771063004211,0.611,1,"ns","treatment"
"Tryptophan synthesis","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-3.58924124005801,19.4028744676549,0.002,0.006,"**","treatment"
"Tryptophan synthesis","F","w10","clr_abundance","Vehicle","1472",12,13,-1.56841697381817,22.9998639830667,0.13,0.22,"ns","treatment"
"Tryptophan synthesis","F","w10","clr_abundance","FOS+GOS","1472",12,13,1.66930602334999,20.3903801744384,0.11,0.22,"ns","treatment"
"Tryptophan synthesis","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,-1.150266968595,19.8582890492136,0.264,0.264,"ns","treatment"
"Tryptophan synthesis","F","w5","clr_abundance","Vehicle","1472",12,13,-2.55000193092062,22.4588738936074,0.018,0.054,"ns","treatment"
"Tryptophan synthesis","F","w5","clr_abundance","FOS+GOS","1472",12,13,-1.75881878201329,22.264543237633,0.092,0.185,"ns","treatment"
"Nitric oxide degradation I (NO dioxygenase)","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,-4.45747705105959,11.843962676208,0.000808,0.002,"**","treatment"
"Nitric oxide degradation I (NO dioxygenase)","M","w10","clr_abundance","Vehicle","1472",12,12,-0.916577960184412,21.9017228212194,0.369,0.369,"ns","treatment"
"Nitric oxide degradation I (NO dioxygenase)","M","w10","clr_abundance","FOS+GOS","1472",13,12,2.94358766041945,11.7380790865599,0.013,0.025,"*","treatment"
"Nitric oxide degradation I (NO dioxygenase)","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,-1.64798389082615,11.8493142075571,0.126,0.275,"ns","treatment"
"Nitric oxide degradation I (NO dioxygenase)","M","w5","clr_abundance","Vehicle","1472",12,12,-0.168633873647232,20.7358035729916,0.868,0.868,"ns","treatment"
"Nitric oxide degradation I (NO dioxygenase)","M","w5","clr_abundance","FOS+GOS","1472",13,12,1.82874707102914,12.4043902149225,0.092,0.275,"ns","treatment"
"Nitric oxide degradation I (NO dioxygenase)","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-3.93701978435506,14.7353388835203,0.001,0.004,"**","treatment"
"Nitric oxide degradation I (NO dioxygenase)","F","w10","clr_abundance","Vehicle","1472",12,13,0.756642076218225,20.6547866988965,0.458,0.458,"ns","treatment"
"Nitric oxide degradation I (NO dioxygenase)","F","w10","clr_abundance","FOS+GOS","1472",12,13,3.6309451068307,13.8669620048834,0.003,0.006,"**","treatment"
"Nitric oxide degradation I (NO dioxygenase)","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,0.155804866879992,17.4156247179301,0.878,0.878,"ns","treatment"
"Nitric oxide degradation I (NO dioxygenase)","F","w5","clr_abundance","Vehicle","1472",12,13,2.39793553284561,22.7829386944607,0.025,0.05,"ns","treatment"
"Nitric oxide degradation I (NO dioxygenase)","F","w5","clr_abundance","FOS+GOS","1472",12,13,2.82915468489474,19.4244136236693,0.011,0.032,"*","treatment"
"Tryptophan degradation","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,4.29142351045784,15.1270235985729,0.000631,0.001,"**","treatment"
"Tryptophan degradation","M","w10","clr_abundance","Vehicle","1472",12,12,-1.93743286363769,18.4276915920125,0.068,0.068,"ns","treatment"
"Tryptophan degradation","M","w10","clr_abundance","FOS+GOS","1472",13,12,-5.09636326541159,19.1961630746128,6.22e-05,0.000187,"***","treatment"
"Tryptophan degradation","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,3.94179281990427,22.9789854290977,0.000651,0.002,"**","treatment"
"Tryptophan degradation","M","w5","clr_abundance","Vehicle","1472",12,12,0.272336853697245,21.9254903286388,0.788,0.788,"ns","treatment"
"Tryptophan degradation","M","w5","clr_abundance","FOS+GOS","1472",13,12,-3.55602508152331,22.8207527780994,0.002,0.003,"**","treatment"
"Tryptophan degradation","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,3.40744549440708,15.2126276735072,0.004,0.008,"**","treatment"
"Tryptophan degradation","F","w10","clr_abundance","Vehicle","1472",12,13,-0.570526180796949,22.1986418673577,0.574,0.574,"ns","treatment"
"Tryptophan degradation","F","w10","clr_abundance","FOS+GOS","1472",12,13,-3.60515771481557,17.525482993677,0.002,0.006,"**","treatment"
"Tryptophan degradation","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,6.12119238660795,21.5005920253522,4.06e-06,1.22e-05,"****","treatment"
"Tryptophan degradation","F","w5","clr_abundance","Vehicle","1472",12,13,2.12622512946511,22.5903389547444,0.045,0.045,"*","treatment"
"Tryptophan degradation","F","w5","clr_abundance","FOS+GOS","1472",12,13,-3.64191842313986,22.9932200025419,0.001,0.003,"**","treatment"
"Glutamate synthesis I","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,0.406546361511858,18.872878178898,0.689,0.888,"ns","treatment"
"Glutamate synthesis I","M","w10","clr_abundance","Vehicle","1472",12,12,-0.779253963803558,21.2157256430913,0.444,0.888,"ns","treatment"
"Glutamate synthesis I","M","w10","clr_abundance","FOS+GOS","1472",13,12,-1.43333729906115,21.1502788224652,0.166,0.498,"ns","treatment"
"Glutamate synthesis I","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,1.7345959352253,22.6798467897711,0.096,0.289,"ns","treatment"
"Glutamate synthesis I","M","w5","clr_abundance","Vehicle","1472",12,12,0.10893792354487,19.157478812956,0.914,0.914,"ns","treatment"
"Glutamate synthesis I","M","w5","clr_abundance","FOS+GOS","1472",13,12,-1.22944091248589,18.5264261985235,0.234,0.468,"ns","treatment"
"Glutamate synthesis I","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-1.46498628696397,21.641024670101,0.157,0.372,"ns","treatment"
"Glutamate synthesis I","F","w10","clr_abundance","Vehicle","1472",12,13,-1.60333101755493,20.6187778024544,0.124,0.372,"ns","treatment"
"Glutamate synthesis I","F","w10","clr_abundance","FOS+GOS","1472",12,13,-0.539562302393204,19.2029737017941,0.596,0.596,"ns","treatment"
"Glutamate synthesis I","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,-0.644772993971897,21.8638335600903,0.526,0.526,"ns","treatment"
"Glutamate synthesis I","F","w5","clr_abundance","Vehicle","1472",12,13,-2.63435605685011,22.6694409686576,0.015,0.045,"*","treatment"
"Glutamate synthesis I","F","w5","clr_abundance","FOS+GOS","1472",12,13,-1.85345050401169,22.1255566642906,0.077,0.154,"ns","treatment"
"Glutamate synthesis II","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,-1.89528577787927,17.5747800281516,0.075,0.224,"ns","treatment"
"Glutamate synthesis II","M","w10","clr_abundance","Vehicle","1472",12,12,-0.523665403588237,19.4758458284057,0.606,0.606,"ns","treatment"
"Glutamate synthesis II","M","w10","clr_abundance","FOS+GOS","1472",13,12,1.7342652828332,21.8490952492661,0.097,0.224,"ns","treatment"
"Glutamate synthesis II","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,-1.07675553186627,22.5230223601965,0.293,0.738,"ns","treatment"
"Glutamate synthesis II","M","w5","clr_abundance","Vehicle","1472",12,12,0.10709552923669,21.9997466240514,0.916,0.916,"ns","treatment"
"Glutamate synthesis II","M","w5","clr_abundance","FOS+GOS","1472",13,12,1.19120721967789,22.5443801737768,0.246,0.738,"ns","treatment"
"Glutamate synthesis II","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-3.25105858969214,16.3199739712852,0.005,0.015,"*","treatment"
"Glutamate synthesis II","F","w10","clr_abundance","Vehicle","1472",12,13,-1.86864960751087,22.8895866554877,0.074,0.149,"ns","treatment"
"Glutamate synthesis II","F","w10","clr_abundance","FOS+GOS","1472",12,13,0.943906383946319,17.9588120573222,0.358,0.358,"ns","treatment"
"Glutamate synthesis II","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,-1.60102923567121,20.8798777007988,0.124,0.248,"ns","treatment"
"Glutamate synthesis II","F","w5","clr_abundance","Vehicle","1472",12,13,-2.36173757723948,21.8892090889867,0.028,0.082,"ns","treatment"
"Glutamate synthesis II","F","w5","clr_abundance","FOS+GOS","1472",12,13,-0.899813426662268,22.9982329963791,0.378,0.378,"ns","treatment"
"ClpB (ATP-dependent chaperone protein)","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,0.251125361665477,17.716515687216,0.805,0.988,"ns","treatment"
"ClpB (ATP-dependent chaperone protein)","M","w10","clr_abundance","Vehicle","1472",12,12,-0.698417162096066,17.1752547539987,0.494,0.988,"ns","treatment"
"ClpB (ATP-dependent chaperone protein)","M","w10","clr_abundance","FOS+GOS","1472",13,12,-1.36179886917889,22.9993155043233,0.186,0.558,"ns","treatment"
"ClpB (ATP-dependent chaperone protein)","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,2.51749190020723,21.9889762894583,0.02,0.059,"ns","treatment"
"ClpB (ATP-dependent chaperone protein)","M","w5","clr_abundance","Vehicle","1472",12,12,0.576754996499698,21.9330699841127,0.57,0.57,"ns","treatment"
"ClpB (ATP-dependent chaperone protein)","M","w5","clr_abundance","FOS+GOS","1472",13,12,-1.97135599328826,22.424258375296,0.061,0.122,"ns","treatment"
"ClpB (ATP-dependent chaperone protein)","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,0.654392906302245,21.5660994529758,0.52,0.52,"ns","treatment"
"ClpB (ATP-dependent chaperone protein)","F","w10","clr_abundance","Vehicle","1472",12,13,-1.60465391962419,21.8338326809299,0.123,0.246,"ns","treatment"
"ClpB (ATP-dependent chaperone protein)","F","w10","clr_abundance","FOS+GOS","1472",12,13,-2.08490948057064,22.7964139016425,0.048,0.146,"ns","treatment"
"ClpB (ATP-dependent chaperone protein)","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,4.72527226409186,21.9434430956593,0.000103,0.000309,"***","treatment"
"ClpB (ATP-dependent chaperone protein)","F","w5","clr_abundance","Vehicle","1472",12,13,-0.33704858115524,21.9388467738308,0.739,0.739,"ns","treatment"
"ClpB (ATP-dependent chaperone protein)","F","w5","clr_abundance","FOS+GOS","1472",12,13,-4.37241987362662,21.4737304604303,0.000255,0.00051,"***","treatment"
"GABA synthesis III","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,0.525405374001038,22.0281482303374,0.605,0.968,"ns","treatment"
"GABA synthesis III","M","w10","clr_abundance","Vehicle","1472",12,12,-0.711419623344257,21.9725820697106,0.484,0.968,"ns","treatment"
"GABA synthesis III","M","w10","clr_abundance","FOS+GOS","1472",13,12,-1.28060710407469,21.7053865544148,0.214,0.642,"ns","treatment"
"GABA synthesis III","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,2.82174361988923,22.2319600875852,0.01,0.03,"*","treatment"
"GABA synthesis III","M","w5","clr_abundance","Vehicle","1472",12,12,0.765425164499213,19.404733605852,0.453,0.453,"ns","treatment"
"GABA synthesis III","M","w5","clr_abundance","FOS+GOS","1472",13,12,-1.64575607386598,22.1765861858031,0.114,0.228,"ns","treatment"
"GABA synthesis III","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-3.29645985157189,21.6286393339443,0.003,0.01,"*","treatment"
"GABA synthesis III","F","w10","clr_abundance","Vehicle","1472",12,13,-1.46908003200405,19.9232941394766,0.157,0.314,"ns","treatment"
"GABA synthesis III","F","w10","clr_abundance","FOS+GOS","1472",12,13,0.888076824275011,18.4963201749477,0.386,0.386,"ns","treatment"
"GABA synthesis III","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,-2.89359531349095,21.9758724275717,0.008,0.025,"*","treatment"
"GABA synthesis III","F","w5","clr_abundance","Vehicle","1472",12,13,-1.90073756912314,22.4326055533235,0.07,0.141,"ns","treatment"
"GABA synthesis III","F","w5","clr_abundance","FOS+GOS","1472",12,13,1.18476679963156,22.1852413247813,0.249,0.249,"ns","treatment"
"Acetate synthesis II","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,0.544541417358305,16.45294523222,0.593,1,"ns","treatment"
"Acetate synthesis II","M","w10","clr_abundance","Vehicle","1472",12,12,-0.18794031070863,16.8187428636684,0.853,1,"ns","treatment"
"Acetate synthesis II","M","w10","clr_abundance","FOS+GOS","1472",13,12,-1.11520967679444,22.812834978797,0.276,0.828,"ns","treatment"
"Acetate synthesis II","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,3.02353451113509,22.5728086195162,0.006,0.018,"*","treatment"
"Acetate synthesis II","M","w5","clr_abundance","Vehicle","1472",12,12,0.85404038040567,21.5880579138854,0.402,0.402,"ns","treatment"
"Acetate synthesis II","M","w5","clr_abundance","FOS+GOS","1472",13,12,-2.34763578974327,22.9999622391418,0.028,0.056,"ns","treatment"
"Acetate synthesis II","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-0.334294295026789,21.5429372881131,0.741,0.741,"ns","treatment"
"Acetate synthesis II","F","w10","clr_abundance","Vehicle","1472",12,13,-1.37954861298104,22.8680043773954,0.181,0.543,"ns","treatment"
"Acetate synthesis II","F","w10","clr_abundance","FOS+GOS","1472",12,13,-1.15291889077964,21.9635083138539,0.261,0.543,"ns","treatment"
"Acetate synthesis II","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,5.1475592315427,20.6951844358779,4.42e-05,0.000133,"***","treatment"
"Acetate synthesis II","F","w5","clr_abundance","Vehicle","1472",12,13,-0.165225140059442,22.6646500292353,0.87,0.87,"ns","treatment"
"Acetate synthesis II","F","w5","clr_abundance","FOS+GOS","1472",12,13,-4.79032629427371,20.4077346325193,0.000106,0.000212,"***","treatment"
"Dopamine degradation","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,-4.55321024069701,16.8036879266654,0.00029,0.00058,"***","treatment"
"Dopamine degradation","M","w10","clr_abundance","Vehicle","1472",12,12,-0.19224308962279,20.8844836538839,0.849,0.849,"ns","treatment"
"Dopamine degradation","M","w10","clr_abundance","FOS+GOS","1472",13,12,5.15914566942087,19.4720608166214,5.18e-05,0.000155,"***","treatment"
"Dopamine degradation","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,-5.12282019562753,22.3228698836354,3.75e-05,7.5e-05,"****","treatment"
"Dopamine degradation","M","w5","clr_abundance","Vehicle","1472",12,12,1.33822694957709,17.316875809593,0.198,0.198,"ns","treatment"
"Dopamine degradation","M","w5","clr_abundance","FOS+GOS","1472",13,12,8.01560830312756,20.1676513111943,1.07e-07,3.21e-07,"****","treatment"
"Dopamine degradation","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-4.7793672509986,21.779958961902,9.23e-05,0.000277,"***","treatment"
"Dopamine degradation","F","w10","clr_abundance","Vehicle","1472",12,13,-0.978519317751342,22.9772081149694,0.338,0.338,"ns","treatment"
"Dopamine degradation","F","w10","clr_abundance","FOS+GOS","1472",12,13,3.68264504450677,22.8900464959676,0.001,0.002,"**","treatment"
"Dopamine degradation","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,-6.94841426299128,13.1979118159496,9.31e-06,2.79e-05,"****","treatment"
"Dopamine degradation","F","w5","clr_abundance","Vehicle","1472",12,13,-0.833499638152895,15.3872939784912,0.417,0.417,"ns","treatment"
"Dopamine degradation","F","w5","clr_abundance","FOS+GOS","1472",12,13,5.02994471924184,21.9002451622516,4.96e-05,9.92e-05,"****","treatment"
"Acetate synthesis III","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,0.551111823330678,16.4632357248708,0.589,1,"ns","treatment"
"Acetate synthesis III","M","w10","clr_abundance","Vehicle","1472",12,12,-0.185675610516828,16.8230940084045,0.855,1,"ns","treatment"
"Acetate synthesis III","M","w10","clr_abundance","FOS+GOS","1472",13,12,-1.1211012420302,22.8153430742648,0.274,0.822,"ns","treatment"
"Acetate synthesis III","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,3.02727314807717,22.5732109232693,0.006,0.018,"*","treatment"
"Acetate synthesis III","M","w5","clr_abundance","Vehicle","1472",12,12,0.856073066262658,21.5935679289326,0.401,0.401,"ns","treatment"
"Acetate synthesis III","M","w5","clr_abundance","FOS+GOS","1472",13,12,-2.34807224981981,22.9999965718517,0.028,0.056,"ns","treatment"
"Acetate synthesis III","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-0.339728434204177,21.5286842206827,0.737,0.737,"ns","treatment"
"Acetate synthesis III","F","w10","clr_abundance","Vehicle","1472",12,13,-1.37853491120239,22.8643945485973,0.181,0.543,"ns","treatment"
"Acetate synthesis III","F","w10","clr_abundance","FOS+GOS","1472",12,13,-1.14820129921755,21.9344078657887,0.263,0.543,"ns","treatment"
"Acetate synthesis III","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,5.14924763525832,20.6953515152779,4.41e-05,0.000132,"***","treatment"
"Acetate synthesis III","F","w5","clr_abundance","Vehicle","1472",12,13,-0.165418470920475,22.6624291258475,0.87,0.87,"ns","treatment"
"Acetate synthesis III","F","w5","clr_abundance","FOS+GOS","1472",12,13,-4.79069400864686,20.4033814224237,0.000106,0.000212,"***","treatment"
"DOPAC synthesis","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,-3.24095489987359,15.1667152949305,0.005,0.016,"*","treatment"
"DOPAC synthesis","M","w10","clr_abundance","Vehicle","1472",12,12,-1.30403974794436,18.2655039533822,0.208,0.208,"ns","treatment"
"DOPAC synthesis","M","w10","clr_abundance","FOS+GOS","1472",13,12,2.66061439643404,20.3126589158238,0.015,0.03,"*","treatment"
"DOPAC synthesis","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,-3.04180130903238,22.6722131354391,0.006,0.018,"*","treatment"
"DOPAC synthesis","M","w5","clr_abundance","Vehicle","1472",12,12,-1.03020351812664,21.3196495829565,0.314,0.314,"ns","treatment"
"DOPAC synthesis","M","w5","clr_abundance","FOS+GOS","1472",13,12,2.24882865477103,22.9175371346367,0.034,0.069,"ns","treatment"
"DOPAC synthesis","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,1.26483819238864,21.5705943445195,0.219,0.438,"ns","treatment"
"DOPAC synthesis","F","w10","clr_abundance","Vehicle","1472",12,13,-0.965836772837026,22.9112726879828,0.344,0.438,"ns","treatment"
"DOPAC synthesis","F","w10","clr_abundance","FOS+GOS","1472",12,13,-2.2114623162005,22.1168398433816,0.038,0.113,"ns","treatment"
"DOPAC synthesis","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,5.25109291633811,18.2806956551627,5.15e-05,0.000154,"***","treatment"
"DOPAC synthesis","F","w5","clr_abundance","Vehicle","1472",12,13,0.668005586393237,22.4222546086658,0.511,0.511,"ns","treatment"
"DOPAC synthesis","F","w5","clr_abundance","FOS+GOS","1472",12,13,-3.71375656658573,17.5567718039022,0.002,0.003,"**","treatment"
"Acetate degradation","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,-0.491484454295805,17.4250904935686,0.629,1,"ns","treatment"
"Acetate degradation","M","w10","clr_abundance","Vehicle","1472",12,12,-0.0909085540094643,21.7322264157626,0.928,1,"ns","treatment"
"Acetate degradation","M","w10","clr_abundance","FOS+GOS","1472",13,12,0.418192883196225,18.6963004867282,0.681,1,"ns","treatment"
"Acetate degradation","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,1.9390570703864,22.8373572291788,0.065,0.195,"ns","treatment"
"Acetate degradation","M","w5","clr_abundance","Vehicle","1472",12,12,1.1384656989898,21.6068147878729,0.267,0.534,"ns","treatment"
"Acetate degradation","M","w5","clr_abundance","FOS+GOS","1472",13,12,-0.993938846290107,21.9841614300235,0.331,0.534,"ns","treatment"
"Acetate degradation","F","w10","clr_abundance","Vehicle","FOS+GOS",12,12,-3.90325669196121,18.271931144444,0.001,0.003,"**","treatment"
"Acetate degradation","F","w10","clr_abundance","Vehicle","1472",12,13,-2.0752581486397,22.5598597606058,0.05,0.099,"ns","treatment"
"Acetate degradation","F","w10","clr_abundance","FOS+GOS","1472",12,13,0.987606997897445,17.7583363271404,0.337,0.337,"ns","treatment"
"Acetate degradation","F","w5","clr_abundance","Vehicle","FOS+GOS",12,12,-1.6289965784909,21.7452810125821,0.118,0.236,"ns","treatment"
"Acetate degradation","F","w5","clr_abundance","Vehicle","1472",12,13,-2.66657453628887,19.4076821991676,0.015,0.045,"*","treatment"
"Acetate degradation","F","w5","clr_abundance","FOS+GOS","1472",12,13,-0.587943427287942,18.1238952752496,0.564,0.564,"ns","treatment"
"Menaquinone synthesis (vitamin K2) I","M","w10","clr_abundance","Vehicle","FOS+GOS",12,13,-0.39120936598877,21.3280941752917,0.7,1,"ns","treatment"
"Menaquinone synthesis (vitamin K2) I","M","w10","clr_abundance","Vehicle","1472",12,12,-0.371789702335876,20.8401201661841,0.714,1,"ns","treatment"
"Menaquinone synthesis (vitamin K2) I","M","w10","clr_abundance","FOS+GOS","1472",13,12,0.0221615170596597,22.9558354317386,0.983,1,"ns","treatment"
"Menaquinone synthesis (vitamin K2) I","M","w5","clr_abundance","Vehicle","FOS+GOS",12,13,2.10810764550864,22.8453074656813,0.046,0.139,"ns","treatment"
"Menaquinone synthesis (vitamin K2) I","M","w5","clr_abundance","Vehicle","1472",12,12,1.18667255663433,21.5956210106853,0.248,0.496,"ns","treatment"
