"order","sex","timepoint","effect","group","term","estimate","std.error","statistic","df","p.value","p.adj","comparison_type"
"Verrucomicrobiales","Male","week 10","ran_pars","Residual","sd__Observation",0.0473445370286394,NA,NA,NA,NA,NA,"treatment"
"Verrucomicrobiales","Female","week 10","fixed",NA,"treatmentFOS+GOS",0.169164673963755,0.0638277310135992,2.65033193687728,10.7561442184453,0.0229608149535357,0.0688824448606071,"treatment"
"Verrucomicrobiales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00644944454330397,0.062515169931497,-0.103166072336861,11.6026001049788,0.919592818583858,1,"treatment"
"Verrucomicrobiales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0914988213505607,NA,NA,NA,NA,NA,"treatment"
"Verrucomicrobiales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.0380641647942462,NA,NA,NA,NA,NA,"treatment"
"Verrucomicrobiales","Female","week 10","ran_pars","Residual","sd__Observation",0.0288444322911244,NA,NA,NA,NA,NA,"treatment"
"Oscillospirales","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.145714201830068,0.030966503405064,-4.70554262856292,10.2532242996819,0.000779698448115958,0.00155939689623192,"treatment"
"Oscillospirales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.0102906934539406,0.029809666635252,-0.345213302109563,10.4366165501063,0.736790798027644,0.736790798027644,"treatment"
"Oscillospirales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0377328380196318,NA,NA,NA,NA,NA,"treatment"
"Oscillospirales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Oscillospirales","Female","week 5","ran_pars","Residual","sd__Observation",0.0405085630194901,NA,NA,NA,NA,NA,"treatment"
"Lactobacillales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.0390309794640072,0.029240341562227,-1.3348332262448,9.32429605257241,0.213605560627082,0.288322021409814,"treatment"
"Lactobacillales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.0468498550756521,0.0296555671335753,-1.57979966677521,10.3645215798767,0.144161010704907,0.288322021409814,"treatment"
"Lactobacillales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0335507866113454,NA,NA,NA,NA,NA,"treatment"
"Lactobacillales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.0308174489969964,NA,NA,NA,NA,NA,"treatment"
"Lactobacillales","Male","week 5","ran_pars","Residual","sd__Observation",0.0493202945832137,NA,NA,NA,NA,NA,"treatment"
"Lachnospirales","Male","week 10","fixed",NA,"treatmentFOS+GOS",0.0152935704371463,0.0339847454551661,0.450012799340286,10.2190576679351,0.662096984342758,1,"treatment"
"Lachnospirales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.0177964032303764,0.034618415604141,0.514073302310452,11.2062445588024,0.61718605751818,1,"treatment"
"Lachnospirales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0324421869208874,NA,NA,NA,NA,NA,"treatment"
"Lachnospirales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.0391229684288034,NA,NA,NA,NA,NA,"treatment"
"Lachnospirales","Male","week 10","ran_pars","Residual","sd__Observation",0.0656950549937417,NA,NA,NA,NA,NA,"treatment"
"Lachnospirales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.0114202602251133,0.0419208719067923,-0.272424205548618,8.93386882158318,0.791487568858494,0.906222618877747,"treatment"
"Lachnospirales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0317451238256318,0.0405790225423402,-0.782303807158215,9.49095719055175,0.453111309438874,0.906222618877747,"treatment"
"Lachnospirales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0397772373127875,NA,NA,NA,NA,NA,"treatment"
"Lachnospirales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Lachnospirales","Female","week 10","ran_pars","Residual","sd__Observation",0.0760343116471508,NA,NA,NA,NA,NA,"treatment"
"Bifidobacteriales","Male","week 10","fixed",NA,"treatmentFOS+GOS",0.116300202169104,0.0317069655282555,3.66797012049178,12.9328216859202,0.00286122198124433,0.00858366594373298,"treatment"
"Bifidobacteriales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0263309718282231,0.0317357760364049,-0.829693649149091,12.9799992620959,0.421709428141919,0.421709428141919,"treatment"
"Bifidobacteriales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0511837260573998,NA,NA,NA,NA,NA,"treatment"
"Bifidobacteriales","Male","week 10","ran_pars","cohort","sd__(Intercept)",6.79097851974011e-11,NA,NA,NA,NA,NA,"treatment"
"Bifidobacteriales","Male","week 10","ran_pars","Residual","sd__Observation",0.0165587145800263,NA,NA,NA,NA,NA,"treatment"
"Bifidobacteriales","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.121578805988152,0.0241676613757553,5.03064008129963,11.2910171698717,0.000354077493910681,0.00106223248173204,"treatment"
"Bifidobacteriales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.00158607509625435,0.0242678979587536,0.0653569212689986,11.5799842389872,0.949004543551857,1,"treatment"
"Bifidobacteriales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0335151581177772,NA,NA,NA,NA,NA,"treatment"
"Bifidobacteriales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.0117691259004209,NA,NA,NA,NA,NA,"treatment"
"Bifidobacteriales","Male","week 5","ran_pars","Residual","sd__Observation",0.0313178043386157,NA,NA,NA,NA,NA,"treatment"
"Oscillospirales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.027089236409938,0.0167041270165727,-1.62170919695845,30.4045644462461,0.115191447612096,0.115191447612096,"treatment"
"Oscillospirales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.0519528766514814,0.0175095896370461,2.96710989397271,31.6655297142623,0.00568089773996524,0.0170426932198957,"treatment"
"Oscillospirales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",1.85721786247866e-09,NA,NA,NA,NA,NA,"treatment"
"Oscillospirales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.0484734173777714,NA,NA,NA,NA,NA,"treatment"
"Oscillospirales","Male","week 5","ran_pars","Residual","sd__Observation",0.0395600967936945,NA,NA,NA,NA,NA,"treatment"
"Verrucomicrobiales","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.0652731903724121,0.038200938566656,1.70868027911195,9.16325237937192,0.121083437212618,0.363250311637854,"treatment"
"Verrucomicrobiales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.0274348561151082,0.0377939445331611,0.725906132688437,10.4256972841372,0.483873483340942,0.483873483340942,"treatment"
"Verrucomicrobiales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0427313772759938,NA,NA,NA,NA,NA,"treatment"
"Verrucomicrobiales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.0333835843174211,NA,NA,NA,NA,NA,"treatment"
"Verrucomicrobiales","Female","week 5","ran_pars","Residual","sd__Observation",0.0522434937368219,NA,NA,NA,NA,NA,"treatment"
"Lactobacillales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.0525644922258402,0.0309686960212035,-1.69734276799548,12.6619736682073,0.114056777715285,0.228113555430571,"treatment"
"Lactobacillales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0413090857388163,0.0310415294312942,-1.33076837693348,12.7830872890511,0.206515882687368,0.228113555430571,"treatment"
"Lactobacillales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0481076210476463,NA,NA,NA,NA,NA,"treatment"
"Lactobacillales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Lactobacillales","Male","week 10","ran_pars","Residual","sd__Observation",0.0260340210655762,NA,NA,NA,NA,NA,"treatment"
"Oscillospirales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.108970609089567,0.0173194928475355,-6.29178983754556,33.9999999996116,3.60876507701669e-07,7.21753015403339e-07,"treatment"
"Oscillospirales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0366850750771027,0.0169831599990604,-2.16008534802312,33.9999999998458,0.0379057673177023,0.0379057673177023,"treatment"
"Oscillospirales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Oscillospirales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Oscillospirales","Female","week 10","ran_pars","Residual","sd__Observation",0.0424239200802448,NA,NA,NA,NA,NA,"treatment"
"Bifidobacteriales","Female","week 10","fixed",NA,"treatmentFOS+GOS",0.0712950883036857,0.0264290292690852,2.69760525737817,8.48036911043755,0.0257951250183502,0.0773853750550506,"treatment"
"Bifidobacteriales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",0.00361477266275676,0.0254636163530029,0.141958338228359,8.71385749019167,0.890340687639286,0.890340687639286,"treatment"
"Bifidobacteriales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0308488619535782,NA,NA,NA,NA,NA,"treatment"
"Bifidobacteriales","Female","week 10","ran_pars","cohort","sd__(Intercept)",5.77256108698409e-09,NA,NA,NA,NA,NA,"treatment"
"Bifidobacteriales","Female","week 10","ran_pars","Residual","sd__Observation",0.0376302856637308,NA,NA,NA,NA,NA,"treatment"
"Lactobacillales","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.0307129984618573,0.0325170240457608,-0.944520581546308,12.1764633357693,0.363269158321469,0.726538316642939,"treatment"
"Lactobacillales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00728377240557719,0.0312612620512326,-0.232996748296347,12.1967228617678,0.819628243224437,0.819628243224437,"treatment"
"Lactobacillales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0439809991154518,NA,NA,NA,NA,NA,"treatment"
"Lactobacillales","Female","week 5","ran_pars","cohort","sd__(Intercept)",1.00716973903802e-06,NA,NA,NA,NA,NA,"treatment"
"Lactobacillales","Female","week 5","ran_pars","Residual","sd__Observation",0.0302929513170216,NA,NA,NA,NA,NA,"treatment"
"Oscillospirales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.085006806408145,0.0184235182916887,-4.61403761552395,10.9551406072369,0.000755617376772312,0.00151123475354462,"treatment"
"Oscillospirales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.022138712681834,0.0186089297108398,1.18968221310106,11.5386898494435,0.258075271472746,0.258075271472746,"treatment"
"Oscillospirales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0189738279491535,NA,NA,NA,NA,NA,"treatment"
"Oscillospirales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.0104566271876661,NA,NA,NA,NA,NA,"treatment"
"Oscillospirales","Male","week 10","ran_pars","Residual","sd__Observation",0.0349705311873984,NA,NA,NA,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.116107513173982,0.0161952337745928,-7.16923971521378,30.4413292816879,5.16157604625905e-08,1.54847281387772e-07,"treatment"
"Peptostreptococcales-Tissierellales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.0759554973903098,0.0159909620965935,-4.74990165891833,26.794046370998,6.07007215566835e-05,6.07007215566835e-05,"treatment"
"Peptostreptococcales-Tissierellales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.010188129092407,NA,NA,NA,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Female","week 5","ran_pars","Residual","sd__Observation",0.0376251977319221,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.0160101247273366,0.0174603497452855,-0.916941811641519,9.04684688195885,0.382966040055505,0.762405504382343,"treatment"
"Erysipelotrichales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",0.0155735018640429,0.0170035339089906,0.915897950825881,10.0353268334048,0.381202752191172,0.762405504382343,"treatment"
"Erysipelotrichales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0215978884607922,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00902989317542387,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichales","Female","week 10","ran_pars","Residual","sd__Observation",0.0206833119260255,NA,NA,NA,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.0644886773031553,0.0137347837511279,-4.69528159100863,12.0037874741558,0.000518047275376121,0.00103609455075224,"treatment"
"Peptostreptococcales-Tissierellales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.0188281459293762,0.0139055006491758,-1.35400705119467,12.6148139478447,0.199494327015973,0.199494327015973,"treatment"
"Peptostreptococcales-Tissierellales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0140865074427084,NA,NA,NA,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Male","week 5","ran_pars","Residual","sd__Observation",0.0267911480339786,NA,NA,NA,NA,NA,"treatment"
"Bifidobacteriales","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.0416747044540487,0.0155135414778319,2.68634370260329,11.3180109760828,0.0207037609910114,0.0621112829730343,"treatment"
"Bifidobacteriales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.00975393676750682,0.0149172733034402,0.653868610509228,11.3756998983105,0.526193731321271,1,"treatment"
"Bifidobacteriales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0204111665698512,NA,NA,NA,NA,NA,"treatment"
"Bifidobacteriales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Bifidobacteriales","Female","week 5","ran_pars","Residual","sd__Observation",0.0162785318447963,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.00876238796278073,0.0145264871815075,-0.603200750002065,10.6875907704644,0.558958348581816,0.807519526328271,"treatment"
"Erysipelotrichales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0126896065599931,0.0146159683397001,-0.868201563185207,11.0415370715868,0.403759763164136,0.807519526328271,"treatment"
"Erysipelotrichales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0185334408372521,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00728549329460681,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichales","Male","week 10","ran_pars","Residual","sd__Observation",0.0222285167442294,NA,NA,NA,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.0473898267863111,0.0140259361336825,-3.37872825989183,10.1889971058349,0.0068374505853677,0.0136749011707354,"treatment"
"Peptostreptococcales-Tissierellales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00171596088035822,0.0135451906190455,-0.126684144108349,10.6327297380833,0.901554219382366,0.901554219382366,"treatment"
"Peptostreptococcales-Tissierellales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0147613611035317,NA,NA,NA,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Female","week 10","ran_pars","Residual","sd__Observation",0.0230932736369911,NA,NA,NA,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.0172203688041681,0.00916428804477621,-1.87907328098269,12.8173629167757,0.0831617680808794,0.166323536161759,"treatment"
"Peptostreptococcales-Tissierellales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.0130505110230874,0.00919911461891335,1.4186703355403,13.0138712192037,0.179497985173098,0.179497985173098,"treatment"
"Peptostreptococcales-Tissierellales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0136532416909748,NA,NA,NA,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Peptostreptococcales-Tissierellales","Male","week 10","ran_pars","Residual","sd__Observation",0.00980027403539038,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.00947051259321233,0.00697550178494242,-1.35768191094951,13.5364566605124,0.19676771291986,0.39353542583972,"treatment"
"Erysipelotrichales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00693153583059991,0.0070666468928607,-0.980880456557509,14.2055914862381,0.343062745754975,0.39353542583972,"treatment"
"Erysipelotrichales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00684794649680968,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichales","Male","week 5","ran_pars","Residual","sd__Observation",0.0139639912259335,NA,NA,NA,NA,NA,"treatment"
"Deferribacterales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.0107068256866886,0.00604855936371002,-1.77014476388,30.2754841911387,0.0867740325759222,0.173548065151844,"treatment"
"Deferribacterales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00583392308000745,0.00596476727305409,-0.978063822600802,27.0193490970926,0.336719340260385,0.336719340260385,"treatment"
"Deferribacterales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Deferribacterales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00356589473234275,NA,NA,NA,NA,NA,"treatment"
"Deferribacterales","Female","week 10","ran_pars","Residual","sd__Observation",0.0141185086225168,NA,NA,NA,NA,NA,"treatment"
"Coriobacteriales","Male","week 10","fixed",NA,"treatmentFOS+GOS",0.00752706817767379,0.00980353242929314,0.767791429462993,11.3570652420143,0.458277673445634,0.798049823587515,"treatment"
"Coriobacteriales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00860422944741455,0.00983062716251411,-0.875247255864201,11.7177826515353,0.399024911793758,0.798049823587515,"treatment"
"Coriobacteriales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0153664394942867,NA,NA,NA,NA,NA,"treatment"
"Coriobacteriales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00784051936172487,NA,NA,NA,NA,NA,"treatment"
"Coriobacteriales","Male","week 10","ran_pars","Residual","sd__Observation",0.0058931040644168,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.0212590810661942,0.00597052434803374,-3.56067236761129,33.9999999995143,0.00111737766771893,0.00223475533543785,"treatment"
"Desulfovibrionales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0150691271424655,0.00585458079942402,-2.57390369331789,33.999999999371,0.0145864673774375,0.0145864673774375,"treatment"
"Desulfovibrionales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionales","Female","week 10","ran_pars","Residual","sd__Observation",0.0146247381495459,NA,NA,NA,NA,NA,"treatment"
"Coriobacteriales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.000429720674354779,0.00676021019025768,-0.0635661706161239,14.1907106449626,0.950202400810804,0.950202400810804,"treatment"
"Coriobacteriales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00980426546688804,0.00681090577648397,-1.43949509634082,14.5890473384785,0.17112145644956,0.342242912899121,"treatment"
"Coriobacteriales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00887470673987311,NA,NA,NA,NA,NA,"treatment"
"Coriobacteriales","Male","week 5","ran_pars","cohort","sd__(Intercept)",1.49972345692579e-07,NA,NA,NA,NA,NA,"treatment"
"Coriobacteriales","Male","week 5","ran_pars","Residual","sd__Observation",0.0101832798134529,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionales","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.0193280544612579,0.00559073644750869,-3.45715714606271,7.84157844311232,0.00887289347024955,0.0177457869404991,"treatment"
"Desulfovibrionales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.00440865637718703,0.0055025746053649,0.801198837520291,9.16891064433386,0.443282857439271,0.443282857439271,"treatment"
"Desulfovibrionales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00552598438547385,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00415254446025654,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionales","Female","week 5","ran_pars","Residual","sd__Observation",0.00905013393309131,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.00648369110613226,0.00315178369269425,-2.05714977241657,7.37096286561703,0.0766765666018228,0.153353133203646,"treatment"
"Desulfovibrionales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.00612655349051463,0.00330855276034184,1.85173214220759,8.0422750089369,0.101012308165533,0.153353133203646,"treatment"
"Desulfovibrionales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00132187939191291,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.0103181730057896,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionales","Male","week 5","ran_pars","Residual","sd__Observation",0.00718424704176985,NA,NA,NA,NA,NA,"treatment"
"Deferribacterales","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.00240015246291104,0.00239305952045185,1.00296396407969,30.0052624911503,0.323898503735114,0.927182967738943,"treatment"
"Deferribacterales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00101639048169174,0.00252652705773433,-0.402287590224027,30.6186990203233,0.690267119010298,0.927182967738943,"treatment"
"Deferribacterales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Deferribacterales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.0114603987022076,NA,NA,NA,NA,NA,"treatment"
"Deferribacterales","Male","week 5","ran_pars","Residual","sd__Observation",0.00564644908569233,NA,NA,NA,NA,NA,"treatment"
"Deferribacterales","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.00664397512375748,0.00595898861624955,-1.11495012855706,6.75013990076244,0.302987090512539,0.605974181025079,"treatment"
"Deferribacterales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00519408196883291,0.00573431648633364,-0.905789204556768,6.86154598180695,0.395739417106767,0.605974181025079,"treatment"
"Deferribacterales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00740930858595917,NA,NA,NA,NA,NA,"treatment"
"Deferribacterales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Deferribacterales","Female","week 5","ran_pars","Residual","sd__Observation",0.00743356923188931,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.0100622003463508,0.00418470440457062,-2.40451878401749,33.9294583980162,0.0217996380887055,0.0435992761774111,"treatment"
"Desulfovibrionales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.000882711432518102,0.00425585140860544,0.207411243431393,33.9307823092434,0.836928523908262,0.836928523908262,"treatment"
"Desulfovibrionales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00223145359808649,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionales","Male","week 10","ran_pars","Residual","sd__Observation",0.0103003965207605,NA,NA,NA,NA,NA,"treatment"
"Clostridiales","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.0085920210903248,0.00296144689601325,-2.90129162940302,6.28121312910912,0.0259012035024225,0.0259012035024225,"treatment"
"Clostridiales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00952888395920911,0.00300164959435022,-3.17454908032724,8.71391432247955,0.0117504088206684,0.0235008176413367,"treatment"
"Clostridiales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00138705396014718,NA,NA,NA,NA,NA,"treatment"
"Clostridiales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00390110040557689,NA,NA,NA,NA,NA,"treatment"
"Clostridiales","Female","week 5","ran_pars","Residual","sd__Observation",0.00607426432622577,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichales","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.00625156580962986,0.00526120982264087,1.18823731049979,10.5158433922761,0.260883080277373,0.562047628823407,"treatment"
"Erysipelotrichales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.000549677975964953,0.00518771680083222,0.105957591184772,11.319639011993,0.917470457219162,0.917470457219162,"treatment"
"Erysipelotrichales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00719714911182337,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00401368993236587,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichales","Female","week 5","ran_pars","Residual","sd__Observation",0.00381958137712867,NA,NA,NA,NA,NA,"treatment"
"Deferribacterales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.00465344342595749,0.00309942404370681,-1.50138972929697,9.65694794940227,0.165224634415709,0.330449268831419,"treatment"
"Deferribacterales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00466363223435588,0.00312789819155306,-1.49097954880696,10.4522426966207,0.16551566615962,0.330449268831419,"treatment"
"Deferribacterales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00374758439599351,NA,NA,NA,NA,NA,"treatment"
"Deferribacterales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00247258130367795,NA,NA,NA,NA,NA,"treatment"
"Deferribacterales","Male","week 10","ran_pars","Residual","sd__Observation",0.00499555944559733,NA,NA,NA,NA,NA,"treatment"
"Clostridiales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.000851044676324709,0.00440255089606572,-0.193307174957417,11.6478927778399,0.850048145959123,1,"treatment"
"Clostridiales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.00652908440609785,0.00439958814650254,1.48402172855388,11.5957939592689,0.164469210651521,0.493407631954562,"treatment"
"Clostridiales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00716763414707315,NA,NA,NA,NA,NA,"treatment"
"Clostridiales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00160403698718236,NA,NA,NA,NA,NA,"treatment"
"Clostridiales","Male","week 10","ran_pars","Residual","sd__Observation",0.00133226459642337,NA,NA,NA,NA,NA,"treatment"
"Burkholderiales","Female","week 10","fixed",NA,"treatmentFOS+GOS",0.00961080178652248,0.00192582522265087,4.99048494821008,33.9999999998947,1.76724681212549e-05,5.30174043637648e-05,"treatment"
"Burkholderiales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.000301897358911292,0.00188842699808961,-0.159867105912328,34.0000000000977,0.873931746919485,1,"treatment"
