"family","sex","timepoint","effect","group","term","estimate","std.error","statistic","df","p.value","p.adj","comparison_type"
"Peptostreptococcaceae","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.0640004883519731,0.0138264777627467,-4.62883530065861,11.9992338898925,0.000581360655803494,0.00116272131160699,"treatment"
"Peptostreptococcaceae","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.0187454074780354,0.0139944190394012,-1.33949165201198,12.5970854320743,0.20407694975042,0.20407694975042,"treatment"
"Peptostreptococcaceae","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.014441386398886,NA,NA,NA,NA,NA,"treatment"
"Peptostreptococcaceae","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Peptostreptococcaceae","Male","week 5","ran_pars","Residual","sd__Observation",0.0266501647379337,NA,NA,NA,NA,NA,"treatment"
"Oscillospiraceae","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.0483753253970131,0.0111976397426948,-4.32013589547498,11.4458485746544,0.00110889680943462,0.00221779361886924,"treatment"
"Oscillospiraceae","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.0192969974396167,0.0113571144221351,1.69911094687985,12.4581994301146,0.1141121413985,0.1141121413985,"treatment"
"Oscillospiraceae","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00859760729177184,NA,NA,NA,NA,NA,"treatment"
"Oscillospiraceae","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00828972015374148,NA,NA,NA,NA,NA,"treatment"
"Oscillospiraceae","Male","week 10","ran_pars","Residual","sd__Observation",0.0240324186875221,NA,NA,NA,NA,NA,"treatment"
"Bifidobacteriaceae","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.0416747044540487,0.0155135414778319,2.68634370260329,11.3180109760828,0.0207037609910114,0.0621112829730343,"treatment"
"Bifidobacteriaceae","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.00975393676750682,0.0149172733034402,0.653868610509228,11.3756998983105,0.526193731321271,1,"treatment"
"Bifidobacteriaceae","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0204111665698512,NA,NA,NA,NA,NA,"treatment"
"Bifidobacteriaceae","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Bifidobacteriaceae","Female","week 5","ran_pars","Residual","sd__Observation",0.0162785318447963,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichaceae","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.00873719455726937,0.0146312395231097,-0.597160243564409,10.7873655928428,0.562724553946005,0.785415235464513,"treatment"
"Erysipelotrichaceae","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0130896534819035,0.0147183497013011,-0.889342470287034,11.0865468492601,0.392707617732256,0.785415235464513,"treatment"
"Erysipelotrichaceae","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0188792436128443,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichaceae","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00657897474188234,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichaceae","Male","week 10","ran_pars","Residual","sd__Observation",0.0220891723030467,NA,NA,NA,NA,NA,"treatment"
"Peptostreptococcaceae","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.0466981548115375,0.0141470723832351,-3.30090590805748,10.2125822994808,0.00778242539713192,0.0155648507942638,"treatment"
"Peptostreptococcaceae","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00154722396558278,0.013660394766795,-0.113263488500617,10.6474798773499,0.91192893418282,0.91192893418282,"treatment"
"Peptostreptococcaceae","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0149730012650454,NA,NA,NA,NA,NA,"treatment"
"Peptostreptococcaceae","Female","week 10","ran_pars","cohort","sd__(Intercept)",1.72776589558802e-06,NA,NA,NA,NA,NA,"treatment"
"Peptostreptococcaceae","Female","week 10","ran_pars","Residual","sd__Observation",0.0231443131009491,NA,NA,NA,NA,NA,"treatment"
"Peptostreptococcaceae","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.0165380791251627,0.00914977767837446,-1.80748425879795,12.8261172504662,0.0941864391502625,0.188372878300525,"treatment"
"Peptostreptococcaceae","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.0129395808091066,0.00918520903595319,1.4087410268463,13.026396124318,0.182332053195849,0.188372878300525,"treatment"
"Peptostreptococcaceae","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0136019777683828,NA,NA,NA,NA,NA,"treatment"
"Peptostreptococcaceae","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Peptostreptococcaceae","Male","week 10","ran_pars","Residual","sd__Observation",0.0098775812488881,NA,NA,NA,NA,NA,"treatment"
"Tannerellaceae","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.018085954026483,0.00851544208610089,-2.12390077269193,9.88867526059302,0.0599347826180259,0.119869565236052,"treatment"
"Tannerellaceae","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.0111824687304549,0.00870477121732745,1.2846367183316,10.8703053854237,0.225619684606955,0.225619684606955,"treatment"
"Tannerellaceae","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0107007741131448,NA,NA,NA,NA,NA,"treatment"
"Tannerellaceae","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.0131918612590487,NA,NA,NA,NA,NA,"treatment"
"Tannerellaceae","Male","week 10","ran_pars","Residual","sd__Observation",0.0124947208690734,NA,NA,NA,NA,NA,"treatment"
"Ruminococcaceae","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.0352115969631323,0.00611549872471375,-5.75776376517525,6.90194603391893,0.000728966372059638,0.00145793274411928,"treatment"
"Ruminococcaceae","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00236245428535662,0.00591977703632458,-0.399078254275502,7.36983330057924,0.701147927607899,0.701147927607899,"treatment"
"Ruminococcaceae","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00580143691144305,NA,NA,NA,NA,NA,"treatment"
"Ruminococcaceae","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Ruminococcaceae","Female","week 5","ran_pars","Residual","sd__Observation",0.0110940297563015,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichaceae","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.00567126508278888,0.00663852264427303,-0.854296262389255,14.0772946350825,0.407244409872703,0.700643517220485,"treatment"
"Erysipelotrichaceae","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00649002538534615,0.00672905472113429,-0.964478021699332,14.781011669026,0.350321758610243,0.700643517220485,"treatment"
"Erysipelotrichaceae","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00624318031044049,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichaceae","Male","week 5","ran_pars","cohort","sd__(Intercept)",1.56879231034518e-06,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichaceae","Male","week 5","ran_pars","Residual","sd__Observation",0.013588793898672,NA,NA,NA,NA,NA,"treatment"
"Ruminococcaceae","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.0344480991638194,0.00579973917531148,-5.93959454426144,33.9999999995483,1.03161316787544e-06,2.06322633575089e-06,"treatment"
"Ruminococcaceae","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0145545968435079,0.00568711215935803,-2.55922451248981,33.9999999992651,0.0151107049811802,0.0151107049811802,"treatment"
"Ruminococcaceae","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Ruminococcaceae","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Ruminococcaceae","Female","week 10","ran_pars","Residual","sd__Observation",0.0142064016207432,NA,NA,NA,NA,NA,"treatment"
"Deferribacteraceae","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.0107068256866886,0.00604855936371002,-1.77014476388,30.2754841911387,0.0867740325759222,0.173548065151844,"treatment"
"Deferribacteraceae","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00583392308000745,0.00596476727305409,-0.978063822600802,27.0193490970926,0.336719340260385,0.336719340260385,"treatment"
"Deferribacteraceae","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Deferribacteraceae","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00356589473234275,NA,NA,NA,NA,NA,"treatment"
"Deferribacteraceae","Female","week 10","ran_pars","Residual","sd__Observation",0.0141185086225168,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionaceae","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.0212590810661942,0.00597052434803374,-3.56067236761129,33.9999999995143,0.00111737766771893,0.00223475533543785,"treatment"
"Desulfovibrionaceae","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0150691271424655,0.00585458079942402,-2.57390369331789,33.999999999371,0.0145864673774375,0.0145864673774375,"treatment"
"Desulfovibrionaceae","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionaceae","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionaceae","Female","week 10","ran_pars","Residual","sd__Observation",0.0146247381495459,NA,NA,NA,NA,NA,"treatment"
"[Eubacterium] coprostanoligenes group","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.00909453472204295,0.00844321190809161,-1.07714159268313,9.23390964305466,0.308751890758504,0.617503781517009,"treatment"
"[Eubacterium] coprostanoligenes group","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00566735589037931,0.00836152329292108,-0.677789882517858,10.6977667984128,0.512297673111576,0.617503781517009,"treatment"
"[Eubacterium] coprostanoligenes group","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0104431427450145,NA,NA,NA,NA,NA,"treatment"
"[Eubacterium] coprostanoligenes group","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00751115493311963,NA,NA,NA,NA,NA,"treatment"
"[Eubacterium] coprostanoligenes group","Female","week 5","ran_pars","Residual","sd__Observation",0.00933091836365842,NA,NA,NA,NA,NA,"treatment"
"Ruminococcaceae","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.0284244080836371,0.00663156221370534,-4.28623108215631,10.4678398036434,0.00143794449176691,0.00287588898353382,"treatment"
"Ruminococcaceae","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.000108908286363493,0.00668564164563984,0.0162898779408135,10.8267360037146,0.987299443826595,0.987299443826595,"treatment"
"Ruminococcaceae","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00773412822336879,NA,NA,NA,NA,NA,"treatment"
"Ruminococcaceae","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00274484998368744,NA,NA,NA,NA,NA,"treatment"
"Ruminococcaceae","Male","week 10","ran_pars","Residual","sd__Observation",0.0114621783426888,NA,NA,NA,NA,NA,"treatment"
"Atopobiaceae","Male","week 10","fixed",NA,"treatmentFOS+GOS",0.0111418462750395,0.00953323295832385,1.16873743920326,11.3872553830885,0.266394547457063,0.692090872065048,"treatment"
"Atopobiaceae","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00914168324123766,0.00956095996022307,-0.956147006082052,11.7542452653723,0.35825040361289,0.692090872065048,"treatment"
"Atopobiaceae","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0151988109801672,NA,NA,NA,NA,NA,"treatment"
"Atopobiaceae","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00809524744155469,NA,NA,NA,NA,NA,"treatment"
"Atopobiaceae","Male","week 10","ran_pars","Residual","sd__Observation",0.00376571221844326,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionaceae","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.0193280544612579,0.00559073644750869,-3.45715714606271,7.84157844311232,0.00887289347024955,0.0177457869404991,"treatment"
"Desulfovibrionaceae","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.00440865637718703,0.0055025746053649,0.801198837520291,9.16891064433386,0.443282857439271,0.443282857439271,"treatment"
"Desulfovibrionaceae","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00552598438547385,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionaceae","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00415254446025654,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionaceae","Female","week 5","ran_pars","Residual","sd__Observation",0.00905013393309131,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionaceae","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.00648369110613226,0.00315178369269425,-2.05714977241657,7.37096286561703,0.0766765666018228,0.153353133203646,"treatment"
"Desulfovibrionaceae","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.00612655349051463,0.00330855276034184,1.85173214220759,8.0422750089369,0.101012308165533,0.153353133203646,"treatment"
"Desulfovibrionaceae","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00132187939191291,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionaceae","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.0103181730057896,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionaceae","Male","week 5","ran_pars","Residual","sd__Observation",0.00718424704176985,NA,NA,NA,NA,NA,"treatment"
"Atopobiaceae","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.000470276862257385,0.0061202851447422,0.0768390444457297,14.2811436503216,0.939817729417486,0.939817729417486,"treatment"
"Atopobiaceae","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00612820822382993,0.0061675679966009,-0.993618266909636,14.6919275912262,0.336492549196185,0.67298509839237,"treatment"
"Atopobiaceae","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00796313045851054,NA,NA,NA,NA,NA,"treatment"
"Atopobiaceae","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Atopobiaceae","Male","week 5","ran_pars","Residual","sd__Observation",0.00935947360883241,NA,NA,NA,NA,NA,"treatment"
"Ruminococcaceae","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.00549682034591038,0.00357485912460019,-1.5376327162333,30.2702525596506,0.134527047058194,0.269054094116387,"treatment"
"Ruminococcaceae","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.00312792397245125,0.00374222870839214,0.835845218502204,31.7011345437212,0.409497983768894,0.409497983768894,"treatment"
"Ruminococcaceae","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Ruminococcaceae","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.00971437350772924,NA,NA,NA,NA,NA,"treatment"
"Ruminococcaceae","Male","week 5","ran_pars","Residual","sd__Observation",0.0084726376508849,NA,NA,NA,NA,NA,"treatment"
"Deferribacteraceae","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.00240015246291104,0.00239305952045185,1.00296396407969,30.0052624911503,0.323898503735114,0.927182967738943,"treatment"
"Deferribacteraceae","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00101639048169174,0.00252652705773433,-0.402287590224027,30.6186990203233,0.690267119010298,0.927182967738943,"treatment"
"Deferribacteraceae","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Deferribacteraceae","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.0114603987022076,NA,NA,NA,NA,NA,"treatment"
"Deferribacteraceae","Male","week 5","ran_pars","Residual","sd__Observation",0.00564644908569233,NA,NA,NA,NA,NA,"treatment"
"Deferribacteraceae","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.00664408814861863,0.00595909237660735,-1.11494968171667,6.75023450436443,0.302986757176156,0.605973514352313,"treatment"
"Deferribacteraceae","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00519418320430564,0.00573441531811782,-0.905791247434534,6.8616266653976,0.395738061345196,0.605973514352313,"treatment"
"Deferribacteraceae","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00740951561531122,NA,NA,NA,NA,NA,"treatment"
"Deferribacteraceae","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Deferribacteraceae","Female","week 5","ran_pars","Residual","sd__Observation",0.00743350313938324,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionaceae","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.0100622003463508,0.00418470440457062,-2.40451878401749,33.9294583980162,0.0217996380887055,0.0435992761774111,"treatment"
"Desulfovibrionaceae","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.000882711432518102,0.00425585140860544,0.207411243431393,33.9307823092434,0.836928523908262,0.836928523908262,"treatment"
"Desulfovibrionaceae","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionaceae","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00223145359808649,NA,NA,NA,NA,NA,"treatment"
"Desulfovibrionaceae","Male","week 10","ran_pars","Residual","sd__Observation",0.0103003965207605,NA,NA,NA,NA,NA,"treatment"
"Tannerellaceae","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.00504084725518942,0.0058630652290154,-0.859763120192327,7.09138626456803,0.418034088293725,0.83606817658745,"treatment"
"Tannerellaceae","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00366702267384521,0.00587749326533421,-0.62390929403076,8.68109349843057,0.548728329487816,0.83606817658745,"treatment"
"Tannerellaceae","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00694413377735033,NA,NA,NA,NA,NA,"treatment"
"Tannerellaceae","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00693644457664012,NA,NA,NA,NA,NA,"treatment"
"Tannerellaceae","Female","week 10","ran_pars","Residual","sd__Observation",0.00694184309355321,NA,NA,NA,NA,NA,"treatment"
"Clostridiaceae","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.0085920210903248,0.00296144689601325,-2.90129162940302,6.28121312910912,0.0259012035024225,0.0259012035024225,"treatment"
"Clostridiaceae","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00952888395920911,0.00300164959435022,-3.17454908032724,8.71391432247955,0.0117504088206684,0.0235008176413367,"treatment"
"Clostridiaceae","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00138705396014718,NA,NA,NA,NA,NA,"treatment"
"Clostridiaceae","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00390110040557689,NA,NA,NA,NA,NA,"treatment"
"Clostridiaceae","Female","week 5","ran_pars","Residual","sd__Observation",0.00607426432622577,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichaceae","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.00743643296846002,0.00509726816549447,1.45890557981633,10.8116413532563,0.173024305883456,0.519072917650369,"treatment"
"Erysipelotrichaceae","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.000719933600620353,0.00499468318113121,-0.144139993371371,11.5182082471775,0.887881062983031,0.887881062983031,"treatment"
"Erysipelotrichaceae","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00711309280293193,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichaceae","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00317077970960045,NA,NA,NA,NA,NA,"treatment"
"Erysipelotrichaceae","Female","week 5","ran_pars","Residual","sd__Observation",0.00330025478135193,NA,NA,NA,NA,NA,"treatment"
"Marinifilaceae","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.00170664283041491,0.00300773900639811,0.567417195037373,13.3330040250039,0.579859842889479,0.873009162950616,"treatment"
"Marinifilaceae","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00245451297016923,0.00306594120921063,-0.800574049755239,14.2702624591021,0.436504581475308,0.873009162950616,"treatment"
"Marinifilaceae","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000779423791907488,NA,NA,NA,NA,NA,"treatment"
"Marinifilaceae","Male","week 5","ran_pars","cohort","sd__(Intercept)",7.60739331084888e-08,NA,NA,NA,NA,NA,"treatment"
"Marinifilaceae","Male","week 5","ran_pars","Residual","sd__Observation",0.00741848437820596,NA,NA,NA,NA,NA,"treatment"
"Deferribacteraceae","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.00465344342595749,0.00309942404370681,-1.50138972929697,9.65694794940227,0.165224634415709,0.330449268831419,"treatment"
"Deferribacteraceae","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00466363223435588,0.00312789819155306,-1.49097954880696,10.4522426966207,0.16551566615962,0.330449268831419,"treatment"
"Deferribacteraceae","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00374758439599351,NA,NA,NA,NA,NA,"treatment"
"Deferribacteraceae","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00247258130367795,NA,NA,NA,NA,NA,"treatment"
"Deferribacteraceae","Male","week 10","ran_pars","Residual","sd__Observation",0.00499555944559733,NA,NA,NA,NA,NA,"treatment"
"Clostridiaceae","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.000851044676443917,0.00440255089597115,-0.193307174988646,11.6478926116671,0.850048145982095,1,"treatment"
"Clostridiaceae","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.00652908440609058,0.0043995881464102,1.48402172858337,11.5957937157781,0.164469211192423,0.493407633577268,"treatment"
"Clostridiaceae","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.007167634146971,NA,NA,NA,NA,NA,"treatment"
"Clostridiaceae","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00160403698603206,NA,NA,NA,NA,NA,"treatment"
"Clostridiaceae","Male","week 10","ran_pars","Residual","sd__Observation",0.00133226459645482,NA,NA,NA,NA,NA,"treatment"
"[Eubacterium] coprostanoligenes group","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.00511161796437099,0.00274864547415777,-1.85968616630607,11.2334939596901,0.0893000307665617,0.178600061533123,"treatment"
"[Eubacterium] coprostanoligenes group","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.00306949710001843,0.00278049065939543,1.10394080614745,11.7883259756008,0.291643579047013,0.291643579047013,"treatment"
"[Eubacterium] coprostanoligenes group","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0029706046836894,NA,NA,NA,NA,NA,"treatment"
"[Eubacterium] coprostanoligenes group","Male","week 10","ran_pars","cohort","sd__(Intercept)",9.11325023899392e-11,NA,NA,NA,NA,NA,"treatment"
"[Eubacterium] coprostanoligenes group","Male","week 10","ran_pars","Residual","sd__Observation",0.00517021855231422,NA,NA,NA,NA,NA,"treatment"
"[Eubacterium] coprostanoligenes group","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.00255608660006982,0.00287688659803759,-0.88849056539573,11.1701593700235,0.393007852497612,0.786015704995225,"treatment"
"[Eubacterium] coprostanoligenes group","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.000714156530188571,0.00291196023870674,0.245249409897761,11.7507891509284,0.810494001071282,0.810494001071282,"treatment"
"[Eubacterium] coprostanoligenes group","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00299624579685918,NA,NA,NA,NA,NA,"treatment"
"[Eubacterium] coprostanoligenes group","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"[Eubacterium] coprostanoligenes group","Male","week 5","ran_pars","Residual","sd__Observation",0.00555578086760182,NA,NA,NA,NA,NA,"treatment"
"Sutterellaceae","Female","week 10","fixed",NA,"treatmentFOS+GOS",0.00960362771985605,0.00192609712607674,4.98605578599125,33.9999999994767,1.79075123780026e-05,5.37225371340079e-05,"treatment"
"Sutterellaceae","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.000301897358911289,0.00188869362133467,-0.159844537780537,33.9999999994452,0.873949388308425,1,"treatment"
"Sutterellaceae","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Sutterellaceae","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Sutterellaceae","Female","week 10","ran_pars","Residual","sd__Observation",0.00471795515392914,NA,NA,NA,NA,NA,"treatment"
"Sutterellaceae","Male","week 10","fixed",NA,"treatmentFOS+GOS",0.0124127951900531,0.00181431448139741,6.84158965676808,10.7314634200415,3.16627595443526e-05,9.49882786330577e-05,"treatment"
"Sutterellaceae","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.000684610387941516,0.00184926601640987,0.370206547823015,12.3510853719011,0.717499253784354,1,"treatment"
"Sutterellaceae","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00134647330345049,NA,NA,NA,NA,NA,"treatment"
"Sutterellaceae","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00192617125481515,NA,NA,NA,NA,NA,"treatment"
"Sutterellaceae","Male","week 10","ran_pars","Residual","sd__Observation",0.00388350688425654,NA,NA,NA,NA,NA,"treatment"
"Marinifilaceae","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.00408195704355449,0.00287791500631841,-1.41837303554575,13.1967008689286,0.179263610940749,0.33586414353386,"treatment"
"Marinifilaceae","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00404288181709788,0.00277534523902176,-1.45671311815711,13.5768076659754,0.16793207176693,0.33586414353386,"treatment"
"Marinifilaceae","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00322124377184276,NA,NA,NA,NA,NA,"treatment"
"Marinifilaceae","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Marinifilaceae","Female","week 10","ran_pars","Residual","sd__Observation",0.00438095370411857,NA,NA,NA,NA,NA,"treatment"
"[Eubacterium] coprostanoligenes group","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.00634794779466625,0.00368027892219869,-1.72485507997145,12.0166811570503,0.110154569170319,0.220309138340638,"treatment"
"[Eubacterium] coprostanoligenes group","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0016102588106477,0.00354727654340051,-0.453942282465541,12.3376303575828,0.657752473023417,0.657752473023417,"treatment"
"[Eubacterium] coprostanoligenes group","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00421612983517025,NA,NA,NA,NA,NA,"treatment"
"[Eubacterium] coprostanoligenes group","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"[Eubacterium] coprostanoligenes group","Female","week 10","ran_pars","Residual","sd__Observation",0.00540749000371384,NA,NA,NA,NA,NA,"treatment"
"Tannerellaceae","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.00503217133957623,0.0020702177241474,-2.43074497956425,10.438918968946,0.0344581281003151,0.0689162562006302,"treatment"
"Tannerellaceae","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00178246735633379,0.00201441665838017,-0.884855349521933,11.9030742655802,0.393758154365503,0.393758154365503,"treatment"
"Tannerellaceae","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00150902047343519,NA,NA,NA,NA,NA,"treatment"
"Tannerellaceae","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000308924820506271,NA,NA,NA,NA,NA,"treatment"
"Tannerellaceae","Female","week 5","ran_pars","Residual","sd__Observation",0.00430583080543911,NA,NA,NA,NA,NA,"treatment"
