"genus","effect","group","term","estimate","std.error","statistic","df","p.value","p.adj"
"Coprococcus","ran_pars","cohort","sd__(Intercept)",2.38310166421294e-05,NA,NA,NA,NA,NA
"Coprococcus","ran_pars","Residual","sd__Observation",9.65618473346298e-05,NA,NA,NA,NA,NA
"[Eubacterium] nodatum group","fixed",NA,"dietHFHS",1.90751831545874e-05,2.97195929615658e-05,0.64183864090117,19.2791042774886,0.52853634013871,1
"[Eubacterium] nodatum group","fixed",NA,"treatmentFOS+GOS",-1.20949583269939e-05,3.06648416753146e-05,-0.394424287431766,18.1205687090667,0.697871355550404,1
"[Eubacterium] nodatum group","fixed",NA,"treatmentB. longum APC1472",6.95653083743327e-05,2.9691302958127e-05,2.34295236125,19.1089187995648,0.030100527972024,0.120402111888096
"[Eubacterium] nodatum group","ran_pars","dam_cage","sd__(Intercept)",4.36420704903487e-05,NA,NA,NA,NA,NA
"[Eubacterium] nodatum group","ran_pars","cohort","sd__(Intercept)",1.70652416562776e-09,NA,NA,NA,NA,NA
"[Eubacterium] nodatum group","ran_pars","Residual","sd__Observation",7.3384058634953e-05,NA,NA,NA,NA,NA
"UCG-005","fixed",NA,"dietHFHS",6.44910819051119e-05,2.12625719752997e-05,3.03308000462173,16.4081380066003,0.00773997097609447,0.0309598839043779
"UCG-005","fixed",NA,"treatmentFOS+GOS",-6.41649336146864e-05,2.12054881710257e-05,-3.02586448834311,13.8175727697421,0.00918719799654419,0.0309598839043779
"UCG-005","fixed",NA,"treatmentB. longum APC1472",-1.80582390409225e-05,2.10848583755706e-05,-0.856455315907893,15.7270408201005,0.404607215090533,0.404607215090533
"UCG-005","ran_pars","dam_cage","sd__(Intercept)",1.33088839260455e-05,NA,NA,NA,NA,NA
"UCG-005","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"UCG-005","ran_pars","Residual","sd__Observation",9.62625669199981e-05,NA,NA,NA,NA,NA
"Oscillospira","fixed",NA,"dietHFHS",-1.67679242782125e-05,1.27318243973792e-05,-1.31700876126316,191.935635770124,0.189405901262356,0.573336647232653
"Oscillospira","fixed",NA,"treatmentFOS+GOS",4.7141900340027e-06,1.23063648696111e-05,0.383069255946063,190.025256813937,0.702096591575784,1
"Oscillospira","fixed",NA,"treatmentB. longum APC1472",7.04896626851564e-06,1.2968447481778e-05,0.543547427586853,181.248448771276,0.587420857155777,1
"Oscillospira","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Oscillospira","ran_pars","cohort","sd__(Intercept)",2.9374201427347e-05,NA,NA,NA,NA,NA
"Oscillospira","ran_pars","Residual","sd__Observation",5.82969889486803e-05,NA,NA,NA,NA,NA
"Fournierella","fixed",NA,"dietHFHS",3.5691862837841e-05,2.08397660683484e-05,1.71268058963724,16.6076535530656,0.105376339179596,0.232044424156262
"Fournierella","fixed",NA,"treatmentFOS+GOS",-5.18708550821571e-05,2.14586671335763e-05,-2.41724496490255,15.6115063453403,0.0282750519326701,0.113100207730681
"Fournierella","fixed",NA,"treatmentB. longum APC1472",-3.92096527352182e-05,2.08156930887023e-05,-1.88365828455163,16.5099613218666,0.0773481413854207,0.232044424156262
"Fournierella","ran_pars","dam_cage","sd__(Intercept)",2.94847657265669e-05,NA,NA,NA,NA,NA
"Fournierella","ran_pars","cohort","sd__(Intercept)",4.80009878783708e-06,NA,NA,NA,NA,NA
"Fournierella","ran_pars","Residual","sd__Observation",5.5862663083455e-05,NA,NA,NA,NA,NA
"Lachnospiraceae UCG-010","fixed",NA,"dietHFHS",-1.91656211592732e-05,1.74642075457327e-05,-1.09742289245505,17.4467912371622,0.28737252679071,0.862117580372129
"Lachnospiraceae UCG-010","fixed",NA,"treatmentFOS+GOS",-1.1349876192187e-05,1.78515875518356e-05,-0.635790859453282,15.3013335420765,0.5343072530107,1
"Lachnospiraceae UCG-010","fixed",NA,"treatmentB. longum APC1472",-1.17500139291309e-05,1.76203986664914e-05,-0.666841548339985,18.1233074851664,0.51327441240579,1
"Lachnospiraceae UCG-010","ran_pars","dam_cage","sd__(Intercept)",2.3443037116715e-05,NA,NA,NA,NA,NA
"Lachnospiraceae UCG-010","ran_pars","cohort","sd__(Intercept)",2.16497500704806e-05,NA,NA,NA,NA,NA
"Lachnospiraceae UCG-010","ran_pars","Residual","sd__Observation",4.84001948308576e-05,NA,NA,NA,NA,NA
"Lachnospiraceae AC2044 group","fixed",NA,"dietHFHS",1.52280969961285e-05,1.10195961696579e-05,1.38191062192085,9.60674539304075,0.198284679260168,0.793138717040672
"Lachnospiraceae AC2044 group","fixed",NA,"treatmentFOS+GOS",-1.44977936468201e-05,1.13078565867839e-05,-1.2820991790579,8.76625429057336,0.23267378786339,0.793138717040672
"Lachnospiraceae AC2044 group","fixed",NA,"treatmentB. longum APC1472",-1.2640350015243e-05,1.10044401004834e-05,-1.14865907759248,9.51202482867014,0.278761393274397,0.793138717040672
"Lachnospiraceae AC2044 group","ran_pars","dam_cage","sd__(Intercept)",1.47462699184596e-05,NA,NA,NA,NA,NA
"Lachnospiraceae AC2044 group","ran_pars","cohort","sd__(Intercept)",3.99596626512609e-06,NA,NA,NA,NA,NA
"Lachnospiraceae AC2044 group","ran_pars","Residual","sd__Observation",3.24726353174335e-05,NA,NA,NA,NA,NA
"Muribacter","fixed",NA,"dietHFHS",-9.45013612458813e-06,6.98617618382015e-06,-1.35269078190076,10.1528261853792,0.205510201192386,0.616530603577159
"Muribacter","fixed",NA,"treatmentFOS+GOS",-2.15432738049796e-07,7.01637197503275e-06,-0.0307042925911565,8.65724709973808,0.976201523970117,1
"Muribacter","fixed",NA,"treatmentB. longum APC1472",6.26317485065247e-08,6.94032049246875e-06,0.00902433087556825,9.77251980473934,0.992981284614174,1
"Muribacter","ran_pars","dam_cage","sd__(Intercept)",6.00382687268298e-06,NA,NA,NA,NA,NA
"Muribacter","ran_pars","cohort","sd__(Intercept)",1.39479025937975e-06,NA,NA,NA,NA,NA
"Muribacter","ran_pars","Residual","sd__Observation",2.91202639064613e-05,NA,NA,NA,NA,NA
"Merdibacter","fixed",NA,"dietHFHS",2.24547141764247e-06,8.13557465215866e-06,0.276006491692221,20.1590669898787,0.785352740371918,1
"Merdibacter","fixed",NA,"treatmentFOS+GOS",-2.09338906894704e-06,8.22132463942414e-06,-0.254629169964716,17.7146292895171,0.801941964485138,1
"Merdibacter","fixed",NA,"treatmentB. longum APC1472",1.11406152845636e-05,8.09453995027265e-06,1.37631234795356,19.6208908700537,0.184230506244714,0.736922024978855
"Merdibacter","ran_pars","dam_cage","sd__(Intercept)",8.35097884104853e-06,NA,NA,NA,NA,NA
"Merdibacter","ran_pars","cohort","sd__(Intercept)",1.68824931027236e-06,NA,NA,NA,NA,NA
"Merdibacter","ran_pars","Residual","sd__Observation",3.12180505545963e-05,NA,NA,NA,NA,NA
"Paludicola","fixed",NA,"dietHFHS",1.09356497287691e-05,1.25180824583406e-05,0.873588248452772,18.941500431,0.393283534768043,0.498720016089115
"Paludicola","fixed",NA,"treatmentFOS+GOS",-2.13733365274878e-05,1.25164374141511e-05,-1.70762141177034,16.1004161221684,0.106913324638116,0.427653298552463
"Paludicola","fixed",NA,"treatmentB. longum APC1472",1.89311011258803e-05,1.24211254359986e-05,1.52410514034538,18.1868122767998,0.144682902812477,0.43404870843743
"Paludicola","ran_pars","dam_cage","sd__(Intercept)",9.07931499783492e-06,NA,NA,NA,NA,NA
"Paludicola","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Paludicola","ran_pars","Residual","sd__Observation",5.50249404659675e-05,NA,NA,NA,NA,NA
"Ruminiclostridium","fixed",NA,"dietHFHS",1.56655510953413e-05,1.12003722368867e-05,1.39866343403742,12.3257050543195,0.186569260691027,0.74627704276411
"Ruminiclostridium","fixed",NA,"treatmentFOS+GOS",-1.38513093191931e-05,1.15677996062354e-05,-1.19740225372912,11.3491233397777,0.255561205842668,0.766683617528003
"Ruminiclostridium","fixed",NA,"treatmentB. longum APC1472",-6.60558394152449e-06,1.12174541183307e-05,-0.588866588785966,12.4373936912196,0.566492586570604,1
"Ruminiclostridium","ran_pars","dam_cage","sd__(Intercept)",1.61712535853233e-05,NA,NA,NA,NA,NA
"Ruminiclostridium","ran_pars","cohort","sd__(Intercept)",7.404384949849e-06,NA,NA,NA,NA,NA
"Ruminiclostridium","ran_pars","Residual","sd__Observation",2.77638008453686e-05,NA,NA,NA,NA,NA
"[Ruminococcus] torques group","fixed",NA,"dietHFHS",-1.67022271790479e-21,8.84700441779757e-06,-1.88789633081317e-16,24.6592262566018,1,1
"[Ruminococcus] torques group","fixed",NA,"treatmentFOS+GOS",1.36688282856678e-05,9.02047348705857e-06,1.5153116192047,22.3174263942515,0.143729884096618,0.57491953638647
"[Ruminococcus] torques group","fixed",NA,"treatmentB. longum APC1472",2.48280304704831e-21,8.8194573981025e-06,2.81514262723519e-16,24.1266637220463,1,1
"[Ruminococcus] torques group","ran_pars","dam_cage","sd__(Intercept)",1.09883203992499e-05,NA,NA,NA,NA,NA
"[Ruminococcus] torques group","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"[Ruminococcus] torques group","ran_pars","Residual","sd__Observation",2.91404244184264e-05,NA,NA,NA,NA,NA
"Anaeroplasma","fixed",NA,"dietHFHS",-6.29724741823568e-06,7.65523607632342e-06,-0.822606560457645,17.3126378372824,0.421917918937965,0.866357222908347
"Anaeroplasma","fixed",NA,"treatmentFOS+GOS",9.8890367202509e-06,7.65970730270463e-06,1.29104629321268,14.7248093502393,0.216589305727087,0.866357222908347
"Anaeroplasma","fixed",NA,"treatmentB. longum APC1472",7.30132157385293e-06,7.59726833885776e-06,0.96104563485126,16.6230559421804,0.350301188719344,0.866357222908347
"Anaeroplasma","ran_pars","dam_cage","sd__(Intercept)",5.74677006974544e-06,NA,NA,NA,NA,NA
"Anaeroplasma","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Anaeroplasma","ran_pars","Residual","sd__Observation",3.33647349836637e-05,NA,NA,NA,NA,NA
"Caproiciproducens","fixed",NA,"dietHFHS",-9.29121624994856e-06,8.73235029381089e-06,-1.06399948895016,19.200810554753,0.300527585241443,0.90158275572433
"Caproiciproducens","fixed",NA,"treatmentFOS+GOS",1.09239292975692e-06,8.8893585978454e-06,0.122887710933576,17.2335375619806,0.90361777807515,1
"Caproiciproducens","fixed",NA,"treatmentB. longum APC1472",1.64997465670669e-06,8.70212280814016e-06,0.189605995351303,18.7378027046379,0.851656701983391,1
"Caproiciproducens","ran_pars","dam_cage","sd__(Intercept)",1.05515315060111e-05,NA,NA,NA,NA,NA
"Caproiciproducens","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Caproiciproducens","ran_pars","Residual","sd__Observation",2.96252765051842e-05,NA,NA,NA,NA,NA
"Family XIII UCG-001","fixed",NA,"dietHFHS",7.78543454360456e-07,7.75536007464396e-06,0.100387789460078,187.275076204226,0.920143850844843,1
"Family XIII UCG-001","fixed",NA,"treatmentFOS+GOS",2.89046087897158e-07,7.54798733403954e-06,0.0382944585232188,191.983428172086,0.969492700042229,1
"Family XIII UCG-001","fixed",NA,"treatmentB. longum APC1472",2.54467985650488e-07,7.81131755399752e-06,0.0325768327675094,166.047068225495,0.974051170140154,1
"Family XIII UCG-001","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Family XIII UCG-001","ran_pars","cohort","sd__(Intercept)",1.15952591255036e-05,NA,NA,NA,NA,NA
"Family XIII UCG-001","ran_pars","Residual","sd__Observation",3.59205128460274e-05,NA,NA,NA,NA,NA
"[Eubacterium] oxidoreducens group","fixed",NA,"dietHFHS",-2.85024197295032e-06,5.48670509346463e-06,-0.519481532977838,15.1304921090635,0.610940821987079,1
"[Eubacterium] oxidoreducens group","fixed",NA,"treatmentFOS+GOS",-9.8383241299723e-07,5.55686677416927e-06,-0.177048047574311,12.9913815823336,0.862201102299223,1
"[Eubacterium] oxidoreducens group","fixed",NA,"treatmentB. longum APC1472",1.97838308871871e-06,5.46931242750383e-06,0.361724277949438,14.8741379399888,0.722645209915327,1
"[Eubacterium] oxidoreducens group","ran_pars","dam_cage","sd__(Intercept)",5.87428320115648e-06,NA,NA,NA,NA,NA
"[Eubacterium] oxidoreducens group","ran_pars","cohort","sd__(Intercept)",2.69436643843432e-06,NA,NA,NA,NA,NA
"[Eubacterium] oxidoreducens group","ran_pars","Residual","sd__Observation",2.02261205554541e-05,NA,NA,NA,NA,NA
"Asaccharospora","fixed",NA,"dietHFHS",-3.05564928814029e-06,3.97517297543415e-06,-0.76868335215188,2507.45504653568,0.442153701800337,1
"Asaccharospora","fixed",NA,"treatmentFOS+GOS",-6.18139033382097e-07,4.00840798874873e-06,-0.154210608081104,2507.45504519873,0.877456088502591,1
"Asaccharospora","fixed",NA,"treatmentB. longum APC1472",3.18679149849361e-06,3.95257897827428e-06,0.806256248391268,2507.45504621747,0.420171570117072,1
"Asaccharospora","ran_pars","dam_cage","sd__(Intercept)",3.91037087858869e-06,NA,NA,NA,NA,NA
"Asaccharospora","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Asaccharospora","ran_pars","Residual","sd__Observation",1.56750073475448e-05,NA,NA,NA,NA,NA
"Acinetobacter","fixed",NA,"dietHFHS",-1.6244526473073e-22,2.37418626584061e-06,-6.84214490951975e-17,19.0040272280617,1,1
"Acinetobacter","fixed",NA,"treatmentFOS+GOS",3.39347687085165e-06,2.38136266780986e-06,1.42501472653581,15.9834720763778,0.173387494470794,0.693549977883177
"Acinetobacter","fixed",NA,"treatmentB. longum APC1472",8.63867253233986e-07,2.35761487990115e-06,0.366415762217367,18.187283749169,0.718282767548941,1
"Acinetobacter","ran_pars","dam_cage","sd__(Intercept)",1.97346704656897e-06,NA,NA,NA,NA,NA
"Acinetobacter","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Acinetobacter","ran_pars","Residual","sd__Observation",1.0043848973646e-05,NA,NA,NA,NA,NA
"Candidatus Arthromitus","fixed",NA,"dietHFHS",1.46105369720322e-22,1.90883927209856e-06,7.65414730595388e-17,13.667419034184,1,1
"Candidatus Arthromitus","fixed",NA,"treatmentFOS+GOS",1.53627292822847e-22,1.89677733300641e-06,8.09938468525171e-17,11.1872177054489,1,1
"Candidatus Arthromitus","fixed",NA,"treatmentB. longum APC1472",2.54532467869243e-06,1.89125793293169e-06,1.34583688156531,13.0279389373275,0.20130932515685,0.805237300627401
"Candidatus Arthromitus","ran_pars","dam_cage","sd__(Intercept)",8.52266759437319e-07,NA,NA,NA,NA,NA
"Candidatus Arthromitus","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Candidatus Arthromitus","ran_pars","Residual","sd__Observation",8.99458166407401e-06,NA,NA,NA,NA,NA
"Tyzzerella","fixed",NA,"dietHFHS",9.9267800446025e-16,2.55793688753902e-06,3.88077598511549e-10,11.1989826930915,0.999999999697186,1
"Tyzzerella","fixed",NA,"treatmentFOS+GOS",2.88253932957584e-15,2.63752273301502e-06,1.09289648710657e-09,10.8510421625129,0.999999999147828,1
"Tyzzerella","fixed",NA,"treatmentB. longum APC1472",3.48928601063712e-06,2.55525483690909e-06,1.36553347252748,11.1473911645541,0.199006098826597,0.796024395306389
"Tyzzerella","ran_pars","dam_cage","sd__(Intercept)",3.72596998788073e-06,NA,NA,NA,NA,NA
"Tyzzerella","ran_pars","cohort","sd__(Intercept)",1.55709121990756e-10,NA,NA,NA,NA,NA
"Tyzzerella","ran_pars","Residual","sd__Observation",6.44974576401072e-06,NA,NA,NA,NA,NA
"Paeniclostridium","fixed",NA,"dietHFHS",-7.49795873363369e-08,1.20010228858823e-06,-0.0624776638202575,16.621947312739,0.950927590005635,1
"Paeniclostridium","fixed",NA,"treatmentFOS+GOS",3.75374286840527e-08,1.16027587941661e-06,0.0323521580944411,16.6140126630053,0.974576702995507,1
"Paeniclostridium","fixed",NA,"treatmentB. longum APC1472",5.38464063221597e-07,1.22186164726137e-06,0.440691517266697,16.5137198444126,0.665150939132926,1
"Paeniclostridium","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Paeniclostridium","ran_pars","cohort","sd__(Intercept)",2.71723977245201e-06,NA,NA,NA,NA,NA
"Paeniclostridium","ran_pars","Residual","sd__Observation",5.4971652575691e-06,NA,NA,NA,NA,NA
"Cuneatibacter","fixed",NA,"dietHFHS",-1.02771864351756e-06,1.40035671090053e-06,-0.733897752992281,20.1959796598692,0.471445939522977,1
"Cuneatibacter","fixed",NA,"treatmentFOS+GOS",9.68044771308035e-08,1.38654731329425e-06,0.0698169303006392,20.2103628243411,0.945025574972707,1
"Cuneatibacter","fixed",NA,"treatmentB. longum APC1472",9.17478235136884e-08,1.38644185103288e-06,0.0661750245387769,20.1139883406946,0.947891824616701,1
"Cuneatibacter","ran_pars","dam_cage","sd__(Intercept)",3.72657063731397e-10,NA,NA,NA,NA,NA
"Cuneatibacter","ran_pars","cohort","sd__(Intercept)",3.50991764384102e-07,NA,NA,NA,NA,NA
"Cuneatibacter","ran_pars","Residual","sd__Observation",6.82611240150837e-06,NA,NA,NA,NA,NA
"Reyranella","fixed",NA,"dietHFHS",-2.07423754357591e-06,1.40270827019005e-06,-1.47873765889673,10.8273631605873,0.167703886996027,0.503111660988081
"Reyranella","fixed",NA,"treatmentFOS+GOS",1.80310950324786e-15,1.41145111734774e-06,1.27748632672174e-09,10.201970368752,0.999999999005349,1
"Reyranella","fixed",NA,"treatmentB. longum APC1472",-6.16598004106801e-15,1.39401346165174e-06,-4.42318543592977e-09,10.6713964717565,0.999999996552409,1
"Reyranella","ran_pars","dam_cage","sd__(Intercept)",1.29905997897059e-06,NA,NA,NA,NA,NA
"Reyranella","ran_pars","cohort","sd__(Intercept)",1.54322858908385e-10,NA,NA,NA,NA,NA
"Reyranella","ran_pars","Residual","sd__Observation",5.69357590550233e-06,NA,NA,NA,NA,NA
"Candidatus Amphibiichlamydia","fixed",NA,"dietHFHS",4.14763080805837e-08,1.04885134166129e-06,0.0395445059114755,16.0037259245596,0.968945389044167,1
"Candidatus Amphibiichlamydia","fixed",NA,"treatmentFOS+GOS",1.97551160569343e-07,1.03558401025972e-06,0.190763046370132,16.266563876627,0.851071802371456,1
"Candidatus Amphibiichlamydia","fixed",NA,"treatmentB. longum APC1472",1.51979411380487e-06,1.04071678361458e-06,1.46033400991803,15.7515098120676,0.163856629252045,0.655426517008181
"Candidatus Amphibiichlamydia","ran_pars","dam_cage","sd__(Intercept)",1.21185128207556e-12,NA,NA,NA,NA,NA
"Candidatus Amphibiichlamydia","ran_pars","cohort","sd__(Intercept)",6.56883300097369e-07,NA,NA,NA,NA,NA
"Candidatus Amphibiichlamydia","ran_pars","Residual","sd__Observation",5.01919716788318e-06,NA,NA,NA,NA,NA
"28-4","fixed",NA,"dietHFHS",-1.40694416546639e-22,8.19357436488095e-07,-1.71713113570653e-16,15.5820479630055,1,1
"28-4","fixed",NA,"treatmentFOS+GOS",1.47208579242472e-22,8.11122479378901e-07,1.81487485533866e-16,15.5820479630055,1,1
"28-4","fixed",NA,"treatmentB. longum APC1472",1.12369019861224e-06,8.11122479378901e-07,1.38535206110017,15.5820479630055,0.185457132914855,0.741828531659421
"28-4","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA
"28-4","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"28-4","ran_pars","Residual","sd__Observation",4.01401527270141e-06,NA,NA,NA,NA,NA
"Delftia","fixed",NA,"dietHFHS",1.40694416546639e-22,9.02975992562898e-07,1.55811912725729e-16,16.1437146844647,1,1
"Delftia","fixed",NA,"treatmentFOS+GOS",1.72177599994517e-06,8.9390062662583e-07,1.92613803890516,16.1437146844647,0.0718826968437612,0.287530787375045
"Delftia","fixed",NA,"treatmentB. longum APC1472",1.38348714718202e-22,8.9390062662583e-07,1.54769680876522e-16,16.1437146844647,1,1
"Delftia","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Delftia","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Delftia","ran_pars","Residual","sd__Observation",4.42366086352456e-06,NA,NA,NA,NA,NA
"Lachnospiraceae NC2004 group","fixed",NA,"dietHFHS",1.14436599092085e-06,7.48810725728365e-07,1.52824465729671,14.0902658497668,0.148585962145187,0.594343848580749
"Lachnospiraceae NC2004 group","fixed",NA,"treatmentFOS+GOS",-9.4957949107828e-07,7.40057108105812e-07,-1.28311650638522,14.331930091747,0.219812721424501,0.594343848580749
"Lachnospiraceae NC2004 group","fixed",NA,"treatmentB. longum APC1472",-1.07896917136878e-06,7.42475403116715e-07,-1.4532052736556,13.8813463400032,0.168398037107425,0.594343848580749
"Lachnospiraceae NC2004 group","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Lachnospiraceae NC2004 group","ran_pars","cohort","sd__(Intercept)",4.15896158973671e-07,NA,NA,NA,NA,NA
"Lachnospiraceae NC2004 group","ran_pars","Residual","sd__Observation",3.59692374892917e-06,NA,NA,NA,NA,NA
"Candidatus Obscuribacter","fixed",NA,"dietHFHS",-4.47270460059637e-08,7.15888525617622e-07,-0.0624776685272,13.7162363645868,0.951083754771915,1
"Candidatus Obscuribacter","fixed",NA,"treatmentFOS+GOS",2.23919385243333e-08,6.92131160190374e-07,0.0323521607063237,13.7470417909407,0.974656239894053,1
"Candidatus Obscuribacter","fixed",NA,"treatmentB. longum APC1472",3.21206187439765e-07,7.28868480689642e-07,0.440691559519552,13.5766395193689,0.666372081634097,1
"Candidatus Obscuribacter","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Candidatus Obscuribacter","ran_pars","cohort","sd__(Intercept)",1.62089570319771e-06,NA,NA,NA,NA,NA
"Candidatus Obscuribacter","ran_pars","Residual","sd__Observation",3.2791850946262e-06,NA,NA,NA,NA,NA
"Corynebacterium","fixed",NA,"dietHFHS",-8.22509113400977e-07,8.02369259745217e-07,-1.02510048012327,15.4289982642141,0.321120110393562,0.963360331180687
"Corynebacterium","fixed",NA,"treatmentFOS+GOS",3.6802144810618e-22,7.94305042414063e-07,4.6332508098864e-16,15.4289982642141,1,1
"Corynebacterium","fixed",NA,"treatmentB. longum APC1472",7.6675356540408e-07,7.94305042414063e-07,0.965313732711241,15.4289982642141,0.349275421356125,0.963360331180687
"Corynebacterium","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Corynebacterium","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Corynebacterium","ran_pars","Residual","sd__Observation",3.93079054334088e-06,NA,NA,NA,NA,NA
"Lysinimonas","fixed",NA,"dietHFHS",-1.00869913323266e-08,5.75884805942911e-07,-0.0175156406771506,11.7592985048658,0.986318931208882,1
"Lysinimonas","fixed",NA,"treatmentFOS+GOS",-1.67894367912876e-08,5.70196376860679e-07,-0.0294450078475155,11.744666036553,0.977004110545707,1
"Lysinimonas","fixed",NA,"treatmentB. longum APC1472",7.96211634905102e-07,5.70126445776089e-07,1.39655271353226,11.7435198954917,0.188383130179274,0.753532520717094
"Lysinimonas","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Lysinimonas","ran_pars","cohort","sd__(Intercept)",1.13361992660688e-07,NA,NA,NA,NA,NA
"Lysinimonas","ran_pars","Residual","sd__Observation",2.81234362135135e-06,NA,NA,NA,NA,NA
"Anaerofustis","fixed",NA,"dietHFHS",7.23467551033401e-07,5.06211922207061e-07,1.429179202021,10.609274441571,0.181729739166338,0.710796120680892
"Anaerofustis","fixed",NA,"treatmentFOS+GOS",-7.23467551033402e-07,5.01124236074126e-07,-1.44368900754261,10.609274441571,0.177699030170223,0.710796120680892
"Anaerofustis","fixed",NA,"treatmentB. longum APC1472",-7.23467551033402e-07,5.01124236074126e-07,-1.44368900754261,10.609274441571,0.177699030170223,0.710796120680892
"Anaerofustis","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Anaerofustis","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Anaerofustis","ran_pars","Residual","sd__Observation",2.4799218222415e-06,NA,NA,NA,NA,NA
"Pseudoflavonifractor","fixed",NA,"dietHFHS",-6.70895995019268e-07,4.69427482621185e-07,-1.42917920202099,9.76817926557164,0.184143076673729,0.552429230021188
"Pseudoflavonifractor","fixed",NA,"treatmentFOS+GOS",0,4.64709498731478e-07,0,9.76817926557165,1,1
"Pseudoflavonifractor","fixed",NA,"treatmentB. longum APC1472",0,4.64709498731478e-07,0,9.76817926557165,1,1
"Pseudoflavonifractor","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Pseudoflavonifractor","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA
"Pseudoflavonifractor","ran_pars","Residual","sd__Observation",2.29971560732224e-06,NA,NA,NA,NA,NA
"Lachnospiraceae UCG-008","fixed",NA,"dietHFHS",-3.011032422935e-07,2.15591488766955e-07,-1.39663789148457,2.68568330149003,0.266766024157165,0.800298072471495
"Lachnospiraceae UCG-008","fixed",NA,"treatmentFOS+GOS",3.04137431541219e-10,2.14019909810702e-07,0.0014210707396813,2.58520896281887,0.998968503827981,1
"Lachnospiraceae UCG-008","fixed",NA,"treatmentB. longum APC1472",1.30169287359508e-10,2.13557662173792e-07,0.000609527590977171,2.66262587616968,0.999556396429535,1
"Lachnospiraceae UCG-008","ran_pars","dam_cage","sd__(Intercept)",8.2573720877419e-08,NA,NA,NA,NA,NA
"Lachnospiraceae UCG-008","ran_pars","cohort","sd__(Intercept)",1.03192251720203e-08,NA,NA,NA,NA,NA
"Lachnospiraceae UCG-008","ran_pars","Residual","sd__Observation",1.02641615510167e-06,NA,NA,NA,NA,NA
"Afipia","fixed",NA,"dietHFHS",2.99152319336826e-07,2.19706120794059e-07,1.36160211766351,1.29857699113164,0.362519246255762,1
"Afipia","fixed",NA,"treatmentFOS+GOS",-2.99128474904257e-07,2.2582507497081e-07,-1.32460257100733,1.28787085238693,0.372781247691898,1
"Afipia","fixed",NA,"treatmentB. longum APC1472",-2.99154947586538e-07,2.19365324233458e-07,-1.36372942547731,1.29685419865268,0.362202772067959,1
"Afipia","ran_pars","dam_cage","sd__(Intercept)",3.07441733229072e-07,NA,NA,NA,NA,NA
"Afipia","ran_pars","cohort","sd__(Intercept)",3.05207509869669e-09,NA,NA,NA,NA,NA
"Afipia","ran_pars","Residual","sd__Observation",6.05774549158308e-07,NA,NA,NA,NA,NA
