"genus","sex","timepoint","effect","group","term","estimate","std.error","statistic","df","p.value","p.adj","comparison_type"
"Parasutterella","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00375968405300405,NA,NA,NA,NA,NA,"treatment"
"Parasutterella","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Parasutterella","Male","week 5","ran_pars","Residual","sd__Observation",0.00412639740113238,NA,NA,NA,NA,NA,"treatment"
"Faecalibaculum","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.00359202511237477,0.00304190164205094,1.18084853984724,10.6359615708657,0.263395958246242,0.526791916492484,"treatment"
"Faecalibaculum","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.000374816693763058,0.00297429995327255,-0.126018458007457,11.2260256952162,0.901945982374704,0.901945982374704,"treatment"
"Faecalibaculum","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00406759129035368,NA,NA,NA,NA,NA,"treatment"
"Faecalibaculum","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00181123094330513,NA,NA,NA,NA,NA,"treatment"
"Faecalibaculum","Female","week 5","ran_pars","Residual","sd__Observation",0.00267580056358371,NA,NA,NA,NA,NA,"treatment"
"Rikenella","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.00717099232800276,0.00219586465131002,-3.26568047977122,10.46763989201,0.00800889330634214,0.0160177866126843,"treatment"
"Rikenella","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.00329492911309521,0.00221811326746135,1.48546476928398,11.119133465067,0.165211917026776,0.165211917026776,"treatment"
"Rikenella","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00283758173006153,NA,NA,NA,NA,NA,"treatment"
"Rikenella","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00209200971355859,NA,NA,NA,NA,NA,"treatment"
"Rikenella","Male","week 10","ran_pars","Residual","sd__Observation",0.00316492685749822,NA,NA,NA,NA,NA,"treatment"
"Acetatifactor","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.00313038956627194,0.00130741254528145,-2.39433955071775,25.1027357485645,0.024436059776618,0.048872119553236,"treatment"
"Acetatifactor","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00168014926421205,0.00128402334875662,-1.3085036699987,22.4358365205934,0.203949148171331,0.203949148171331,"treatment"
"Acetatifactor","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Acetatifactor","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000534668712559598,NA,NA,NA,NA,NA,"treatment"
"Acetatifactor","Female","week 10","ran_pars","Residual","sd__Observation",0.0031175143982611,NA,NA,NA,NA,NA,"treatment"
"Parabacteroides","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.00420634325220436,0.00144351397486113,-2.91396087980999,10.6922616236801,0.014478267989972,0.028956535979944,"treatment"
"Parabacteroides","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.000375018738351951,0.00140950496721995,-0.266064148104154,11.7871268602837,0.794786591312849,0.794786591312849,"treatment"
"Parabacteroides","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000754498790775829,NA,NA,NA,NA,NA,"treatment"
"Parabacteroides","Female","week 5","ran_pars","cohort","sd__(Intercept)",1.76465316306388e-07,NA,NA,NA,NA,NA,"treatment"
"Parabacteroides","Female","week 5","ran_pars","Residual","sd__Observation",0.00327495091128085,NA,NA,NA,NA,NA,"treatment"
"Oscillibacter","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.00333267482405329,0.00136133566667788,-2.44809190387713,33.5816376314581,0.0197464153769205,0.023324611481881,"treatment"
"Oscillibacter","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.00369893731115738,0.00138726339346964,2.66635545100494,33.917104104157,0.0116623057409405,0.023324611481881,"treatment"
"Oscillibacter","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",2.50128876830876e-07,NA,NA,NA,NA,NA,"treatment"
"Oscillibacter","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00112772654423527,NA,NA,NA,NA,NA,"treatment"
"Oscillibacter","Male","week 10","ran_pars","Residual","sd__Observation",0.00331389683872327,NA,NA,NA,NA,NA,"treatment"
"Erysipelatoclostridium","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.00381034401324515,0.00225172441626113,-1.69218932198285,12.589527465292,0.115193784355467,0.230387568710934,"treatment"
"Erysipelatoclostridium","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.000256762586046409,0.00225875113253495,-0.113674579880896,12.7498199496831,0.911266226126683,0.911266226126683,"treatment"
"Erysipelatoclostridium","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00342265039841126,NA,NA,NA,NA,NA,"treatment"
"Erysipelatoclostridium","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Erysipelatoclostridium","Male","week 5","ran_pars","Residual","sd__Observation",0.0021812616365445,NA,NA,NA,NA,NA,"treatment"
"Dubosiella","Female","week 10","fixed",NA,"treatmentFOS+GOS",0.00130760415988064,0.00273392407942339,0.478288394956611,9.42310148248743,0.643346966255654,0.643346966255654,"treatment"
"Dubosiella","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00282168926508807,0.00262909858213046,-1.07325350379275,9.48856493141909,0.309693043806155,0.61938608761231,"treatment"
"Dubosiella","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00356315225207767,NA,NA,NA,NA,NA,"treatment"
"Dubosiella","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Dubosiella","Female","week 10","ran_pars","Residual","sd__Observation",0.00296896487050983,NA,NA,NA,NA,NA,"treatment"
"Enterorhabdus","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.0031947150284842,0.00168385996537582,-1.89725695377001,11.9197630886421,0.082277951972998,0.164555903945996,"treatment"
"Enterorhabdus","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.000247958700125379,0.00169990248472605,0.145866426076399,12.3923999633894,0.88637272890836,0.88637272890836,"treatment"
"Enterorhabdus","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00202698825801685,NA,NA,NA,NA,NA,"treatment"
"Enterorhabdus","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Enterorhabdus","Male","week 10","ran_pars","Residual","sd__Observation",0.0028649027064271,NA,NA,NA,NA,NA,"treatment"
"Dubosiella","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.00359040288136256,0.00210008436568275,1.70964697420397,10.9701539486237,0.115428833040551,0.346286499121654,"treatment"
"Dubosiella","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.000977216333197628,0.00211343997624752,-0.462381872293675,11.6676412131535,0.652311112632081,0.936562558295934,"treatment"
"Dubosiella","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00302338967351539,NA,NA,NA,NA,NA,"treatment"
"Dubosiella","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.00184643229774082,NA,NA,NA,NA,NA,"treatment"
"Dubosiella","Male","week 5","ran_pars","Residual","sd__Observation",0.0022960503242568,NA,NA,NA,NA,NA,"treatment"
"Erysipelatoclostridium","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.000929422953782319,0.00190722730472399,-0.487316300201995,12.4442895236935,0.634505856863006,1,"treatment"
"Erysipelatoclostridium","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.00183983008626458,0.00183357308683538,1.00341246251602,12.46477880473,0.334743877116486,1,"treatment"
"Erysipelatoclostridium","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00257954727539679,NA,NA,NA,NA,NA,"treatment"
"Erysipelatoclostridium","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Erysipelatoclostridium","Female","week 5","ran_pars","Residual","sd__Observation",0.00177704592342007,NA,NA,NA,NA,NA,"treatment"
"A2","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.00509176314032183,0.00161253012997918,3.15762356662916,9.54844840753482,0.0107840197581063,0.0323520592743188,"treatment"
"A2","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.0010149513803586,0.00163709589440026,-0.61997063448163,10.1799783519334,0.548902465924654,0.843043601711845,"treatment"
"A2","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000842530162815176,NA,NA,NA,NA,NA,"treatment"
"A2","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.00083308936502029,NA,NA,NA,NA,NA,"treatment"
"A2","Male","week 5","ran_pars","Residual","sd__Observation",0.00375930108067333,NA,NA,NA,NA,NA,"treatment"
"Oscillibacter","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.000253586993405586,0.00158384478051825,0.160108488233682,8.32601515638228,0.876612124980264,0.876612124980264,"treatment"
"Oscillibacter","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.00151148155572636,0.00164469320369326,0.919005169068758,9.24429556027684,0.381446716649058,0.762893433298116,"treatment"
"Oscillibacter","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00143626758337084,NA,NA,NA,NA,NA,"treatment"
"Oscillibacter","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.00364873682047525,NA,NA,NA,NA,NA,"treatment"
"Oscillibacter","Male","week 5","ran_pars","Residual","sd__Observation",0.00307852375595126,NA,NA,NA,NA,NA,"treatment"
"Coriobacteriaceae UCG-002","Female","week 10","fixed",NA,"treatmentFOS+GOS",0.000242015828836063,0.00282955480327696,0.0855314159512938,11.0534718520295,0.933368528172949,0.933368528172949,"treatment"
"Coriobacteriaceae UCG-002","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00346902778106551,0.00272085361112925,-1.27497773745561,11.0324983450226,0.228513211497692,0.457026422995385,"treatment"
"Coriobacteriaceae UCG-002","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00406675091391248,NA,NA,NA,NA,NA,"treatment"
"Coriobacteriaceae UCG-002","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Coriobacteriaceae UCG-002","Female","week 10","ran_pars","Residual","sd__Observation",0.00163398784454282,NA,NA,NA,NA,NA,"treatment"
"Roseburia","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.00428695355522453,0.00166729230008578,-2.57120695333625,11.31179655784,0.0254942055424807,0.0509884110849615,"treatment"
"Roseburia","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.00157798951795105,0.00167800449559664,0.940396478133372,11.8510424176709,0.365787734752221,0.365787734752221,"treatment"
"Roseburia","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00246579614288412,NA,NA,NA,NA,NA,"treatment"
"Roseburia","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00154982212445572,NA,NA,NA,NA,NA,"treatment"
"Roseburia","Male","week 10","ran_pars","Residual","sd__Observation",0.00160212734377512,NA,NA,NA,NA,NA,"treatment"
"Enterorhabdus","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.00398811765875394,0.00180932172453566,-2.20420592129762,11.4773116533243,0.0487474199758409,0.0974948399516817,"treatment"
"Enterorhabdus","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00129775109989353,0.00174446327278395,-0.743925722106195,11.9870422732173,0.471252976280369,0.471252976280369,"treatment"
"Enterorhabdus","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00230994500301061,NA,NA,NA,NA,NA,"treatment"
"Enterorhabdus","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000387654674351521,NA,NA,NA,NA,NA,"treatment"
"Enterorhabdus","Female","week 5","ran_pars","Residual","sd__Observation",0.00206932948116705,NA,NA,NA,NA,NA,"treatment"
"Lachnospiraceae FCS020 group","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.000774058884839654,0.00140962088012233,-0.549125581037422,12.2650209910946,0.592776286284781,1,"treatment"
"Lachnospiraceae FCS020 group","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.000160162789744163,0.00142520108984655,-0.112379081720606,13.182929834827,0.912216039747076,1,"treatment"
"Lachnospiraceae FCS020 group","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00145069730345635,NA,NA,NA,NA,NA,"treatment"
"Lachnospiraceae FCS020 group","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00102615084600942,NA,NA,NA,NA,NA,"treatment"
"Lachnospiraceae FCS020 group","Male","week 10","ran_pars","Residual","sd__Observation",0.00265165854809717,NA,NA,NA,NA,NA,"treatment"
"Enterorhabdus","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.00277277749236824,0.00141426157476665,-1.96058320599267,10.0421898480427,0.0782391379843332,0.156478275968666,"treatment"
"Enterorhabdus","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.000152737461422691,0.00139364461164113,-0.109595703342785,11.0641236014908,0.914692570928435,0.914692570928435,"treatment"
"Enterorhabdus","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00147930707271875,NA,NA,NA,NA,NA,"treatment"
"Enterorhabdus","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00110210838390831,NA,NA,NA,NA,NA,"treatment"
"Enterorhabdus","Female","week 10","ran_pars","Residual","sd__Observation",0.00214645168863478,NA,NA,NA,NA,NA,"treatment"
"Lachnospiraceae FCS020 group","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.00364175789020374,0.00148633661203595,2.45015688957251,14.7648760109546,0.0272556109270458,0.0817668327811373,"treatment"
"Lachnospiraceae FCS020 group","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.000493151837657922,0.00149955415422215,-0.328865640676864,15.2396124696809,0.746733144342144,0.746733144342144,"treatment"
"Lachnospiraceae FCS020 group","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00184158214308179,NA,NA,NA,NA,NA,"treatment"
"Lachnospiraceae FCS020 group","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Lachnospiraceae FCS020 group","Male","week 5","ran_pars","Residual","sd__Observation",0.00244148303997501,NA,NA,NA,NA,NA,"treatment"
"Incertae Sedis","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.00229271152433932,0.00148257173255917,1.54644222197715,6.60241670388149,0.168472012157207,0.336944024314413,"treatment"
"Incertae Sedis","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.00130135164047905,0.00152542152220721,0.85310953171557,7.77090034779057,0.41911538351369,0.41911538351369,"treatment"
"Incertae Sedis","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00159360696398389,NA,NA,NA,NA,NA,"treatment"
"Incertae Sedis","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.00263014925300885,NA,NA,NA,NA,NA,"treatment"
"Incertae Sedis","Male","week 5","ran_pars","Residual","sd__Observation",0.00259988304138329,NA,NA,NA,NA,NA,"treatment"
"Parasutterella","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.00861605659701668,0.00115466997788888,7.4619213818737,5.43684109358734,0.000470443761903729,0.00141133128571119,"treatment"
"Parasutterella","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.00041194930834478,0.00112428263805027,0.36641080668041,5.94941992770628,0.726735787740871,1,"treatment"
"Parasutterella","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000829612312651444,NA,NA,NA,NA,NA,"treatment"
"Parasutterella","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000256229589631543,NA,NA,NA,NA,NA,"treatment"
"Parasutterella","Female","week 5","ran_pars","Residual","sd__Observation",0.00240163495483854,NA,NA,NA,NA,NA,"treatment"
"Lachnospiraceae FCS020 group","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.00189635623017231,0.00173622928501986,-1.09222684269527,26.7396366859255,0.284476848835897,0.284476848835897,"treatment"
"Lachnospiraceae FCS020 group","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00425377146746833,0.00170343370014998,-2.49717465792405,25.3964570250592,0.0193497314650869,0.0386994629301737,"treatment"
"Lachnospiraceae FCS020 group","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Lachnospiraceae FCS020 group","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000551677228927835,NA,NA,NA,NA,NA,"treatment"
"Lachnospiraceae FCS020 group","Female","week 10","ran_pars","Residual","sd__Observation",0.0041802673658979,NA,NA,NA,NA,NA,"treatment"
"Odoribacter","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.000119092398596741,0.00236755990885556,0.050301746600494,10.7246333235717,0.960806530158589,0.960806530158589,"treatment"
"Odoribacter","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00368466023511361,0.00229044423063333,-1.6087098676464,11.2193272365961,0.135435084789865,0.27087016957973,"treatment"
"Odoribacter","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00268966505300675,NA,NA,NA,NA,NA,"treatment"
"Odoribacter","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.000704914286403534,NA,NA,NA,NA,NA,"treatment"
"Odoribacter","Female","week 5","ran_pars","Residual","sd__Observation",0.00345057263569916,NA,NA,NA,NA,NA,"treatment"
"Clostridium sensu stricto 1","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.00226777969758379,0.00161703892984902,-1.40242739721519,11.020880979516,0.188322748629556,0.376645497259112,"treatment"
"Clostridium sensu stricto 1","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.000972026165916352,0.00162119673849128,-0.599573230588249,11.3148845723123,0.560605212764581,0.560605212764581,"treatment"
"Clostridium sensu stricto 1","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0023912556363977,NA,NA,NA,NA,NA,"treatment"
"Clostridium sensu stricto 1","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.000940538629735674,NA,NA,NA,NA,NA,"treatment"
"Clostridium sensu stricto 1","Male","week 5","ran_pars","Residual","sd__Observation",0.00165416135341297,NA,NA,NA,NA,NA,"treatment"
"GCA-900066575","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.000871037057931845,0.00169934309270451,0.512572806322229,9.69869735659642,0.619719996558275,0.619719996558275,"treatment"
"GCA-900066575","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.00207281126272776,0.00171577325358124,1.20809160441294,10.8325785352142,0.252724933250598,0.505449866501196,"treatment"
"GCA-900066575","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00224117685836281,NA,NA,NA,NA,NA,"treatment"
"GCA-900066575","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.00161736411358466,NA,NA,NA,NA,NA,"treatment"
"GCA-900066575","Male","week 5","ran_pars","Residual","sd__Observation",0.00235548274136137,NA,NA,NA,NA,NA,"treatment"
"HT002","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.00520158957747957,0.00130122700784814,3.99744975020271,34.0000000000769,0.00032619768454614,0.00097859305363842,"treatment"
"HT002","Male","week 5","fixed",NA,"treatmentB. longum APC1472",4.38200625159062e-05,0.00132699638092632,0.0330219909758286,33.9999999999703,0.973850150731276,0.973850150731276,"treatment"
"HT002","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"HT002","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"HT002","Male","week 5","ran_pars","Residual","sd__Observation",0.00325046402378942,NA,NA,NA,NA,NA,"treatment"
"UBA1819","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.0059689002413086,0.00158341747954325,-3.76963139438777,11.7290442126025,0.00277918163739054,0.00555836327478108,"treatment"
"UBA1819","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.000557258483487067,0.00159491317903394,0.349397378373039,12.0888389734262,0.732801914738554,0.732801914738554,"treatment"
"UBA1819","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00209801952927035,NA,NA,NA,NA,NA,"treatment"
"UBA1819","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"UBA1819","Male","week 10","ran_pars","Residual","sd__Observation",0.00234635645624362,NA,NA,NA,NA,NA,"treatment"
"UBA1819","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.005563784812168,0.00158819217494361,-3.50321887989755,11.1866729617111,0.00482176159774003,0.00964352319548007,"treatment"
"UBA1819","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00109614711868216,0.00152881243589623,-0.71699254463453,11.3755107058376,0.487839757841798,0.487839757841798,"treatment"
"UBA1819","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00193853840005937,NA,NA,NA,NA,NA,"treatment"
"UBA1819","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"UBA1819","Female","week 10","ran_pars","Residual","sd__Observation",0.00206968151038256,NA,NA,NA,NA,NA,"treatment"
"Oscillibacter","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.00347553272882058,0.00125440762545436,-2.77065656991818,28.524108537347,0.00973729153804014,0.0194745830760803,"treatment"
"Oscillibacter","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00126250665108001,0.00124090144328784,-1.01741089746412,22.6196614385825,0.319717512528572,0.319717512528572,"treatment"
"Oscillibacter","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Oscillibacter","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000856095044892672,NA,NA,NA,NA,NA,"treatment"
"Oscillibacter","Female","week 10","ran_pars","Residual","sd__Observation",0.00289611163189087,NA,NA,NA,NA,NA,"treatment"
"Lachnospiraceae FCS020 group","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.000927792699164225,0.00173380089007848,-0.535120673010053,9.89061797198944,0.604388214759563,1,"treatment"
"Lachnospiraceae FCS020 group","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.000101557184204693,0.00170361404659141,-0.0596127887110868,10.9489122000653,0.953538187214151,1,"treatment"
"Lachnospiraceae FCS020 group","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00181550300324646,NA,NA,NA,NA,NA,"treatment"
"Lachnospiraceae FCS020 group","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00123748651974737,NA,NA,NA,NA,NA,"treatment"
"Lachnospiraceae FCS020 group","Female","week 5","ran_pars","Residual","sd__Observation",0.00265211480335356,NA,NA,NA,NA,NA,"treatment"
"Bilophila","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.000725741991615931,0.00105596284906845,-0.687279852938166,8.99215328754853,0.509242355083669,0.509242355083669,"treatment"
"Bilophila","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.00310084714192665,0.00108883462526398,2.84785868301614,10.2985494418187,0.0168440374467273,0.0336880748934546,"treatment"
"Bilophila","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000619852758618979,NA,NA,NA,NA,NA,"treatment"
"Bilophila","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.00170931759422756,NA,NA,NA,NA,NA,"treatment"
"Bilophila","Male","week 5","ran_pars","Residual","sd__Observation",0.00234496014269382,NA,NA,NA,NA,NA,"treatment"
"Odoribacter","Male","week 10","fixed",NA,"treatmentFOS+GOS",4.67438269244562e-05,0.0019981514501265,0.0233935355207919,11.6492920419894,0.981732291563416,1,"treatment"
"Odoribacter","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.000547251497416067,0.00200096659781229,-0.273493569565025,11.7357433275388,0.789227454433985,1,"treatment"
"Odoribacter","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0030532885184587,NA,NA,NA,NA,NA,"treatment"
"Odoribacter","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.000817998986320402,NA,NA,NA,NA,NA,"treatment"
"Odoribacter","Male","week 10","ran_pars","Residual","sd__Observation",0.00176787114250736,NA,NA,NA,NA,NA,"treatment"
"Anaerotruncus","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.00453824898937934,0.00172755200433062,-2.62698256145278,11.0923269734631,0.0233889674999679,0.0467779349999358,"treatment"
"Anaerotruncus","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-8.19082155036107e-05,0.0016627801141672,-0.0492597997809434,11.2690771990128,0.961574510961487,0.961574510961487,"treatment"
"Anaerotruncus","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00212132062717489,NA,NA,NA,NA,NA,"treatment"
"Anaerotruncus","Female","week 5","ran_pars","cohort","sd__(Intercept)",4.10401392074656e-08,NA,NA,NA,NA,NA,"treatment"
"Anaerotruncus","Female","week 5","ran_pars","Residual","sd__Observation",0.00222080644020169,NA,NA,NA,NA,NA,"treatment"
"ASF356","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.00186867237216069,0.00102330073023817,1.82612238703843,14.8553618651041,0.0879964365571282,0.263989309671385,"treatment"
"ASF356","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-1.66304198948736e-05,0.00103178068748004,-0.0161181732675097,15.2992162250053,0.987348436568699,1,"treatment"
"ASF356","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0013012840487819,NA,NA,NA,NA,NA,"treatment"
"ASF356","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"ASF356","Male","week 5","ran_pars","Residual","sd__Observation",0.00162161608587993,NA,NA,NA,NA,NA,"treatment"
"Dorea","Female","week 10","fixed",NA,"treatmentFOS+GOS",0.00119040604930923,0.0008116386133957,1.46667005445793,28.5826202677566,0.153382939086576,0.460148817259729,"treatment"
"Dorea","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.000195853042662579,0.000797323262526478,-0.245638189511717,26.4778438199239,0.807856387253343,0.807856387253343,"treatment"
"Dorea","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Dorea","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00034530428402129,NA,NA,NA,NA,NA,"treatment"
"Dorea","Female","week 10","ran_pars","Residual","sd__Observation",0.00193173370086455,NA,NA,NA,NA,NA,"treatment"
"Rikenella","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.00182547965655059,0.00136234245791219,-1.3399565182371,11.3822544659103,0.206396371050821,0.412792742101643,"treatment"
"Rikenella","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.000309283857796213,0.00138653402916617,0.223062579994671,12.2039235877082,0.827176786877362,0.827176786877362,"treatment"
"Rikenella","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000746419037494572,NA,NA,NA,NA,NA,"treatment"
"Rikenella","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Rikenella","Male","week 5","ran_pars","Residual","sd__Observation",0.00320696340611923,NA,NA,NA,NA,NA,"treatment"
"Tuzzerella","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.00485836955479731,0.000985977109065779,-4.92746688551487,32.3614652648423,2.38975925031423e-05,7.16927775094268e-05,"treatment"
"Tuzzerella","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.000379427158936257,0.000981014690227566,0.386770109271494,28.331997918961,0.70181623797751,0.70181623797751,"treatment"
"Tuzzerella","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
