"genus","sex","timepoint","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","effect_size","R2_marginal","R2_conditional","p.adj","comparison_type"
"Bifidobacterium","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0511849636720483,NA,NA,NA,NA,NA,NA,NA,0.936482143570983,NA,NA,"treatment"
"Bifidobacterium","Male","week 10","ran_pars","cohort","sd__(Intercept)",1.32693625425886e-10,NA,NA,NA,NA,NA,NA,NA,0.936482143570983,NA,NA,"treatment"
"Bifidobacterium","Male","week 10","ran_pars","Residual","sd__Observation",0.016555873591979,NA,NA,NA,NA,NA,NA,NA,0.936482143570983,NA,NA,"treatment"
"Bifidobacterium","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.12157366234065,0.0241686699953898,5.03021731704064,11.2906787875152,0.000354349847542458,0.0685453900160754,0.174601934665226,5.03021731704064,0.603807320394475,0.826744532755556,0.00106304954262737,"treatment"
"Bifidobacterium","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.00157863350893558,0.0242688723315343,0.0650476663015094,11.5789574375995,0.949245569936273,-0.0515127385291769,0.054670005547048,0.0650476663015094,0.603807320394475,0.826744532755556,1,"treatment"
"Bifidobacterium","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0335186126579162,NA,NA,NA,NA,NA,NA,NA,0.603807320394475,0.826744532755556,NA,"treatment"
"Bifidobacterium","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.0117624513449632,NA,NA,NA,NA,NA,NA,NA,0.603807320394475,0.826744532755556,NA,"treatment"
"Bifidobacterium","Male","week 5","ran_pars","Residual","sd__Observation",0.031315295485609,NA,NA,NA,NA,NA,NA,NA,0.603807320394475,0.826744532755556,NA,"treatment"
"Alistipes","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.0876784311640381,0.023292328303,-3.76426220785945,13.6283153880785,0.0021867548330948,-0.137763632521747,-0.0375932298063296,-3.76426220785945,0.668910901761055,NA,0.0043735096661896,"treatment"
"Alistipes","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.0356991424977305,0.0234900578831808,1.51975540780985,14.072753747636,0.150717504663058,-0.0146575963042043,0.0860558812996653,1.51975540780985,0.668910901761055,NA,0.150717504663058,"treatment"
"Alistipes","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0293684001214004,NA,NA,NA,NA,NA,NA,NA,0.668910901761055,NA,NA,"treatment"
"Alistipes","Male","week 10","ran_pars","cohort","sd__(Intercept)",3.90324127986445e-10,NA,NA,NA,NA,NA,NA,NA,0.668910901761055,NA,NA,"treatment"
"Alistipes","Male","week 10","ran_pars","Residual","sd__Observation",0.0373663079814045,NA,NA,NA,NA,NA,NA,NA,0.668910901761055,NA,NA,"treatment"
"Akkermansia","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.0652731903724121,0.038200938566656,1.70868027911195,9.16325237937192,0.121083437212618,-0.020909215774985,0.151455596519809,1.70868027911195,0.112184116308913,0.572615962272624,0.363250311637854,"treatment"
"Akkermansia","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.0274348561151082,0.0377939445331611,0.725906132688437,10.4256972841372,0.483873483340942,-0.0563115445299383,0.111181256760155,0.725906132688437,0.112184116308913,0.572615962272624,0.483873483340942,"treatment"
"Akkermansia","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0427313772759938,NA,NA,NA,NA,NA,NA,NA,0.112184116308913,0.572615962272624,NA,"treatment"
"Akkermansia","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.0333835843174211,NA,NA,NA,NA,NA,NA,NA,0.112184116308913,0.572615962272624,NA,"treatment"
"Akkermansia","Female","week 5","ran_pars","Residual","sd__Observation",0.0522434937368219,NA,NA,NA,NA,NA,NA,NA,0.112184116308913,0.572615962272624,NA,"treatment"
"Ligilactobacillus","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.0605088860450508,0.0307420179681666,-1.96827957448037,11.7357651199598,0.0731140694256012,-0.127657634712105,0.0066398626220029,-1.96827957448037,0.180279131704502,0.814901615195114,0.146228138851202,"treatment"
"Ligilactobacillus","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0401884000326142,0.0308052280215512,-1.30459673937484,11.6056413565457,0.217307673918011,-0.1075610505761,0.0271842505108721,-1.30459673937484,0.180279131704502,0.814901615195114,0.217307673918011,"treatment"
"Ligilactobacillus","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0476792309813896,NA,NA,NA,NA,NA,NA,NA,0.180279131704502,0.814901615195114,NA,"treatment"
"Ligilactobacillus","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00458986858075143,NA,NA,NA,NA,NA,NA,NA,0.180279131704502,0.814901615195114,NA,"treatment"
"Ligilactobacillus","Male","week 10","ran_pars","Residual","sd__Observation",0.0258687759391894,NA,NA,NA,NA,NA,NA,NA,0.180279131704502,0.814901615195114,NA,"treatment"
"Lachnospiraceae NK4A136 group","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.0159298335425788,0.0198523548448926,0.802415313802285,10.604552863283,0.439925176310448,-0.0279645254293977,0.0598241925145553,0.802415313802285,0.0180895411875438,0.0691429022113167,0.879850352620896,"treatment"
"Lachnospiraceae NK4A136 group","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.00792461150963822,0.0201776048600218,0.392742922889692,10.9347845846971,0.702057283304948,-0.0365183340715417,0.0523675570908181,0.392742922889692,0.0180895411875438,0.0691429022113167,0.879850352620896,"treatment"
"Lachnospiraceae NK4A136 group","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00805813645529894,NA,NA,NA,NA,NA,NA,NA,0.0180895411875438,0.0691429022113167,NA,"treatment"
"Lachnospiraceae NK4A136 group","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.00769969769824613,NA,NA,NA,NA,NA,NA,NA,0.0180895411875438,0.0691429022113167,NA,"treatment"
"Lachnospiraceae NK4A136 group","Male","week 5","ran_pars","Residual","sd__Observation",0.0475908203658741,NA,NA,NA,NA,NA,NA,NA,0.0180895411875438,0.0691429022113167,NA,"treatment"
"Lachnospiraceae NK4A136 group","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.0384049539803696,0.032976380285396,1.16462005981226,10.6831769766335,0.26952040433321,-0.0344390499052053,0.111248957865945,1.16462005981226,0.0889784413986127,0.663450612637116,0.729235734474395,"treatment"
"Lachnospiraceae NK4A136 group","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.039860250822132,0.0323611282035791,1.23173242203971,11.2943878676078,0.243078578158132,-0.0311402596401736,0.110860761284438,1.23173242203971,0.0889784413986127,0.663450612637116,0.729235734474395,"treatment"
"Lachnospiraceae NK4A136 group","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.041419747487905,NA,NA,NA,NA,NA,NA,NA,0.0889784413986127,0.663450612637116,NA,"treatment"
"Lachnospiraceae NK4A136 group","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.0227348940352559,NA,NA,NA,NA,NA,NA,NA,0.0889784413986127,0.663450612637116,NA,"treatment"
"Lachnospiraceae NK4A136 group","Female","week 5","ran_pars","Residual","sd__Observation",0.0361645284526036,NA,NA,NA,NA,NA,NA,NA,0.0889784413986127,0.663450612637116,NA,"treatment"
"Bifidobacterium","Female","week 10","fixed",NA,"treatmentFOS+GOS",0.0711687006106481,0.026434090046743,2.69230756514794,8.48889309181448,0.0259907646683112,0.0108172826831696,0.131520118538127,2.69230756514794,0.433798379860219,NA,0.0779722940049336,"treatment"
"Bifidobacterium","Female","week 10","fixed",NA,"treatmentB. longum APC1472",0.00360096096330169,0.0254682731068707,0.141390071803896,8.7218701359926,0.890773507814189,-0.0542935524566313,0.0614954743832347,0.141390071803896,0.433798379860219,NA,0.890773507814189,"treatment"
"Bifidobacterium","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0308672943267389,NA,NA,NA,NA,NA,NA,NA,0.433798379860219,NA,NA,"treatment"
"Bifidobacterium","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.433798379860219,NA,NA,"treatment"
"Bifidobacterium","Female","week 10","ran_pars","Residual","sd__Observation",0.0376106062699576,NA,NA,NA,NA,NA,NA,NA,0.433798379860219,NA,NA,"treatment"
"Ligilactobacillus","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.0492094182314666,0.0327316770021842,-1.50341878994415,12.2901224396971,0.157986171899932,-0.120339346878374,0.0219205104154409,-1.50341878994415,0.348076660650788,NA,0.315972343799863,"treatment"
"Ligilactobacillus","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.0112248929779418,0.03146663815228,-0.356723617045453,12.2982206159153,0.727344435263956,-0.0796008726426278,0.0571510866867443,-0.356723617045453,0.348076660650788,NA,0.727344435263956,"treatment"
"Ligilactobacillus","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.044731776532035,NA,NA,NA,NA,NA,NA,NA,0.348076660650788,NA,NA,"treatment"
"Ligilactobacillus","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.348076660650788,NA,NA,"treatment"
"Ligilactobacillus","Female","week 5","ran_pars","Residual","sd__Observation",0.0288866919265612,NA,NA,NA,NA,NA,NA,NA,0.348076660650788,NA,NA,"treatment"
"Alistipes","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.089704329169027,0.0188353086510262,-4.76256220861767,8.31368938770508,0.00127852786262127,-0.132855011888073,-0.0465536464499813,-4.76256220861767,0.467506050699981,0.752033241366904,0.00255705572524254,"treatment"
"Alistipes","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00990138350653645,0.0190217781377303,-0.52052880833978,9.44230177502325,0.614680122286789,-0.0526263298006655,0.0328235627875926,-0.52052880833978,0.467506050699981,0.752033241366904,0.614680122286789,"treatment"
"Alistipes","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0181538318605457,NA,NA,NA,NA,NA,NA,NA,0.467506050699981,0.752033241366904,NA,"treatment"
"Alistipes","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.0257061935358132,NA,NA,NA,NA,NA,NA,NA,0.467506050699981,0.752033241366904,NA,"treatment"
"Alistipes","Female","week 10","ran_pars","Residual","sd__Observation",0.0293787681719917,NA,NA,NA,NA,NA,NA,NA,0.467506050699981,0.752033241366904,NA,"treatment"
"A2","Male","week 10","fixed",NA,"treatmentFOS+GOS",0.0225933248201365,0.0143826915395297,1.57086903783207,33.6167961470128,0.125579005270379,-0.00664809871009818,0.0518347483503712,1.57086903783207,0.0785043823620721,NA,0.376737015811136,"treatment"
"A2","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.00329089554563216,0.0146525649785794,0.224595185241841,33.9210786975324,0.823641651925485,-0.0264892512903082,0.0330710423815725,0.224595185241841,0.0785043823620721,NA,0.994999490683596,"treatment"
"A2","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0785043823620721,NA,NA,"treatment"
"A2","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.0115921858775429,NA,NA,NA,NA,NA,NA,NA,0.0785043823620721,NA,NA,"treatment"
"A2","Male","week 10","ran_pars","Residual","sd__Observation",0.0350384665181709,NA,NA,NA,NA,NA,NA,NA,0.0785043823620721,NA,NA,"treatment"
"Romboutsia","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.115436939333767,0.0161926350492495,-7.12897801887513,30.2360482827271,5.98581573679166e-08,-0.148495889237519,-0.0823779894300139,-7.12897801887513,0.618045362763987,NA,1.7957447210375e-07,"treatment"
"Romboutsia","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.0759609231481968,0.0159798330111968,-4.75354924516246,26.6539772976983,6.08358194226633e-05,-0.108768760447599,-0.0431530858487947,-4.75354924516246,0.618045362763987,NA,6.08358194226633e-05,"treatment"
"Romboutsia","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.618045362763987,NA,NA,"treatment"
"Romboutsia","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00992069873381733,NA,NA,NA,NA,NA,NA,NA,0.618045362763987,NA,NA,"treatment"
"Romboutsia","Female","week 5","ran_pars","Residual","sd__Observation",0.037692553934709,NA,NA,NA,NA,NA,NA,NA,0.618045362763987,NA,NA,"treatment"
"Rikenellaceae RC9 gut group","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.0301600511760187,0.0124689770655495,-2.41880717379357,34.0000000001107,0.0210736323244056,-0.0555000613542872,-0.00482004099775011,-2.41880717379357,0.158160918820224,NA,0.0421472646488112,"treatment"
"Rikenellaceae RC9 gut group","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00523187766305918,0.0127159114743556,-0.411443385211544,34.0000000001097,0.683329598375268,-0.0310737189377854,0.0206099636116671,-0.411443385211544,0.158160918820224,NA,0.683329598375268,"treatment"
"Rikenellaceae RC9 gut group","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.158160918820224,NA,NA,"treatment"
"Rikenellaceae RC9 gut group","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.158160918820224,NA,NA,"treatment"
"Rikenellaceae RC9 gut group","Male","week 5","ran_pars","Residual","sd__Observation",0.0311474947265729,NA,NA,NA,NA,NA,NA,NA,0.158160918820224,NA,NA,"treatment"
"Lachnoclostridium","Male","week 10","fixed",NA,"treatmentFOS+GOS",0.0306886563448638,0.0102625959255562,2.99034051106328,13.5868890869048,0.0100082543088539,0.00861462473063227,0.0527626879590953,2.99034051106328,0.298878416851508,0.462673527252317,0.0300247629265616,"treatment"
"Lachnoclostridium","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00109979450732548,0.0103734788704384,-0.106019833949785,14.1829280746178,0.917051564150618,-0.0233218023552971,0.0211222133406461,-0.106019833949785,0.298878416851508,0.462673527252317,0.917051564150618,"treatment"
"Lachnoclostridium","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00996025691089331,NA,NA,NA,NA,NA,NA,NA,0.298878416851508,0.462673527252317,NA,"treatment"
"Lachnoclostridium","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.0051157903127217,NA,NA,NA,NA,NA,NA,NA,0.298878416851508,0.462673527252317,NA,"treatment"
"Lachnoclostridium","Male","week 10","ran_pars","Residual","sd__Observation",0.0202805332560104,NA,NA,NA,NA,NA,NA,NA,0.298878416851508,0.462673527252317,NA,"treatment"
"Lachnoclostridium","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.0462306566141263,0.0108998247615306,4.24141283236871,9.39789648980457,0.00196839564692209,0.0217317620491957,0.0707295511790569,4.24141283236871,0.513044602849877,NA,0.00590518694076626,"treatment"
"Lachnoclostridium","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.000405940470812888,0.0105752759998959,0.0383858039087475,10.1056915107429,0.970127811781898,-0.0231238812077378,0.0239357621493636,0.0383858039087475,0.513044602849877,NA,0.970127811781898,"treatment"
"Lachnoclostridium","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00924338297061651,NA,NA,NA,NA,NA,NA,NA,0.513044602849877,NA,NA,"treatment"
"Lachnoclostridium","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.513044602849877,NA,NA,"treatment"
"Lachnoclostridium","Female","week 5","ran_pars","Residual","sd__Observation",0.0212780135764824,NA,NA,NA,NA,NA,NA,NA,0.513044602849877,NA,NA,"treatment"
"A2","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.0314003934916536,0.0135113844844049,2.32399525954551,10.9713011935167,0.0403501741291214,0.00165254315856226,0.0611482438247449,2.32399525954551,0.250889727077374,0.540636353997886,0.121050522387364,"treatment"
"A2","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.000654891106581735,0.0130873495697496,0.0500400102474121,11.4153666595636,0.960955375440037,-0.0280228087560893,0.0293325909692527,0.0500400102474121,0.250889727077374,0.540636353997886,1,"treatment"
"A2","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.015164429059782,NA,NA,NA,NA,NA,NA,NA,0.250889727077374,0.540636353997886,NA,"treatment"
"A2","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00458859157299354,NA,NA,NA,NA,NA,NA,NA,0.250889727077374,0.540636353997886,NA,"treatment"
"A2","Female","week 5","ran_pars","Residual","sd__Observation",0.0199489032620852,NA,NA,NA,NA,NA,NA,NA,0.250889727077374,0.540636353997886,NA,"treatment"
"Romboutsia","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.0640004883519731,0.0138264777627467,-4.62883530065861,11.9992338898925,0.000581360655803494,-0.0941260088145561,-0.0338749678893901,-4.62883530065861,0.516124289651657,NA,0.00116272131160699,"treatment"
"Romboutsia","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.0187454074780354,0.0139944190394012,-1.33949165201198,12.5970854320743,0.20407694975042,-0.0490771048365422,0.0115862898804713,-1.33949165201198,0.516124289651657,NA,0.20407694975042,"treatment"
"Romboutsia","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.014441386398886,NA,NA,NA,NA,NA,NA,NA,0.516124289651657,NA,NA,"treatment"
"Romboutsia","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.516124289651657,NA,NA,"treatment"
"Romboutsia","Male","week 5","ran_pars","Residual","sd__Observation",0.0266501647379337,NA,NA,NA,NA,NA,NA,NA,0.516124289651657,NA,NA,"treatment"
"Bifidobacterium","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.0416253933762386,0.0155022215064109,2.68512441000953,11.3201612412815,0.0207463947379282,0.00762260126743357,0.0756281854850436,2.68512441000953,0.545040047872501,NA,0.0622391842137847,"treatment"
"Bifidobacterium","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.00975374571463368,0.0149064137772785,0.654332145904947,11.3781308324088,0.525903081041538,-0.0229225108545443,0.0424300022838117,0.654332145904947,0.545040047872501,NA,1,"treatment"
"Bifidobacterium","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0203925986111957,NA,NA,NA,NA,NA,NA,NA,0.545040047872501,NA,NA,"treatment"
"Bifidobacterium","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.545040047872501,NA,NA,"treatment"
"Bifidobacterium","Female","week 5","ran_pars","Residual","sd__Observation",0.0162777177365363,NA,NA,NA,NA,NA,NA,NA,0.545040047872501,NA,NA,"treatment"
"A2","Female","week 10","fixed",NA,"treatmentFOS+GOS",0.034081494297748,0.0156082906509408,2.1835507205713,10.5898691288181,0.0524632613510525,-0.000435146652058446,0.0685981352475544,2.1835507205713,0.230748450167206,0.549104022963479,0.157389784053158,"treatment"
"A2","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00275947488689026,0.0153299396549712,-0.180005593563795,11.2160010134462,0.860359215094956,-0.036421334871514,0.0309023850977334,-0.180005593563795,0.230748450167206,0.549104022963479,1,"treatment"
"A2","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0165106273381333,NA,NA,NA,NA,NA,NA,NA,0.230748450167206,0.549104022963479,NA,"treatment"
"A2","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.0110084878663385,NA,NA,NA,NA,NA,NA,NA,0.230748450167206,0.549104022963479,NA,"treatment"
"A2","Female","week 10","ran_pars","Residual","sd__Observation",0.0236163611370146,NA,NA,NA,NA,NA,NA,NA,0.230748450167206,0.549104022963479,NA,"treatment"
"Lachnospiraceae NK4A136 group","Female","week 10","fixed",NA,"treatmentFOS+GOS",0.00972520167821387,0.01379364987598,0.705049190435748,11.4629506593582,0.494856850334728,-0.0204854902732313,0.0399358936296591,0.705049190435748,0.396089849127171,NA,0.989713700669456,"treatment"
"Lachnospiraceae NK4A136 group","Female","week 10","fixed",NA,"treatmentB. longum APC1472",0.0246697368691354,0.0132609255903177,1.86033295346652,11.4819140748099,0.0886299763368195,-0.0043685960424951,0.053708069780766,1.86033295346652,0.396089849127171,NA,0.265889929010459,"treatment"
"Lachnospiraceae NK4A136 group","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0186678996844848,NA,NA,NA,NA,NA,NA,NA,0.396089849127171,NA,NA,"treatment"
"Lachnospiraceae NK4A136 group","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.396089849127171,NA,NA,"treatment"
"Lachnospiraceae NK4A136 group","Female","week 10","ran_pars","Residual","sd__Observation",0.0128119069090365,NA,NA,NA,NA,NA,NA,NA,0.396089849127171,NA,NA,"treatment"
"Colidextribacter","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.015606240785896,0.00849174987262554,-1.83781211410914,8.50720289971729,0.101173786285456,-0.0349868833735958,0.00377440180180375,-1.83781211410914,0.359797786471604,0.818108982028873,0.101173786285456,"treatment"
"Colidextribacter","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.0306757066039304,0.00879666321593974,3.48719802621809,9.36727001725061,0.00645492594593861,0.010894571501726,0.0504568417061348,3.48719802621809,0.359797786471604,0.818108982028873,0.0193647778378158,"treatment"
"Colidextribacter","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00973274070592402,NA,NA,NA,NA,NA,NA,NA,0.359797786471604,0.818108982028873,NA,"treatment"
"Colidextribacter","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.0197673122922448,NA,NA,NA,NA,NA,NA,NA,0.359797786471604,0.818108982028873,NA,"treatment"
"Colidextribacter","Male","week 5","ran_pars","Residual","sd__Observation",0.0138805884926153,NA,NA,NA,NA,NA,NA,NA,0.359797786471604,0.818108982028873,NA,"treatment"
"Lactobacillus","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.0348697773580742,0.0105710297475198,3.2986168983448,16.1307025243911,0.00449199507841884,0.0124749436999193,0.057264611016229,3.2986168983448,0.353617281553469,NA,0.0134759852352565,"treatment"
"Lactobacillus","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00340233771993765,0.0107465376850394,-0.316598500805905,16.9871286382648,0.755405770025054,-0.0260768590967389,0.0192721836568636,-0.316598500805905,0.353617281553469,NA,0.755405770025054,"treatment"
"Lactobacillus","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00721867281843176,NA,NA,NA,NA,NA,NA,NA,0.353617281553469,NA,NA,"treatment"
"Lactobacillus","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.353617281553469,NA,NA,"treatment"
"Lactobacillus","Male","week 5","ran_pars","Residual","sd__Observation",0.0240033980865364,NA,NA,NA,NA,NA,NA,NA,0.353617281553469,NA,NA,"treatment"
"Faecalibaculum","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.00983967453608847,0.0123682751161224,-0.795557540862116,9.58509407301759,0.445543239591208,-0.0375604639850043,0.0178811149128274,-0.795557540862116,0.125180419716944,0.684088087427698,0.857687309055871,"treatment"
"Faecalibaculum","Female","week 10","fixed",NA,"treatmentB. longum APC1472",0.00995455335902177,0.0120846191826479,0.823737447458445,10.2474303798761,0.428843654527935,-0.0168837889900397,0.0367928957080832,0.823737447458445,0.125180419716944,0.684088087427698,0.857687309055871,"treatment"
"Faecalibaculum","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0158126490214397,NA,NA,NA,NA,NA,NA,NA,0.125180419716944,0.684088087427698,NA,"treatment"
"Faecalibaculum","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00730686680760134,NA,NA,NA,NA,NA,NA,NA,0.125180419716944,0.684088087427698,NA,"treatment"
"Faecalibaculum","Female","week 10","ran_pars","Residual","sd__Observation",0.0130961110442474,NA,NA,NA,NA,NA,NA,NA,0.125180419716944,0.684088087427698,NA,"treatment"
"Alistipes","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.0427868477842586,0.01133548756172,-3.77459262791219,5.97378756319176,0.00931428093976688,-0.0705533155019888,-0.0150203800665285,-3.77459262791219,0.352665706566337,NA,0.0186285618795338,"treatment"
"Alistipes","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.00833281097074791,0.0110565972602586,-0.75365058296001,6.6892860039673,0.476742077485276,-0.0347257176065615,0.0180600956650656,-0.75365058296001,0.352665706566337,NA,0.476742077485276,"treatment"
"Alistipes","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00665092548881906,NA,NA,NA,NA,NA,NA,NA,0.352665706566337,NA,NA,"treatment"
"Alistipes","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.352665706566337,NA,NA,"treatment"
"Alistipes","Female","week 5","ran_pars","Residual","sd__Observation",0.0251674500250252,NA,NA,NA,NA,NA,NA,NA,0.352665706566337,NA,NA,"treatment"
"Faecalibaculum","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.0242020167114928,0.0138910543765693,-1.74227355644908,11.9072390993513,0.107203270128047,-0.0544941952022082,0.00609016177922256,-1.74227355644908,0.183555010411287,NA,0.214406540256094,"treatment"
"Faecalibaculum","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0133496158570426,0.0139985852988004,-0.953640355228367,12.2930607443322,0.358642146376276,-0.0437694644020425,0.0170702326879572,-0.953640355228367,0.183555010411287,NA,0.358642146376276,"treatment"
"Faecalibaculum","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0180626057261702,NA,NA,NA,NA,NA,NA,NA,0.183555010411287,NA,NA,"treatment"
"Faecalibaculum","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.183555010411287,NA,NA,"treatment"
"Faecalibaculum","Male","week 10","ran_pars","Residual","sd__Observation",0.0212644596264847,NA,NA,NA,NA,NA,NA,NA,0.183555010411287,NA,NA,"treatment"
"Lachnoclostridium","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.0361369294294693,0.0110735671107814,3.26335037914619,14.3662236818223,0.00549693972189437,0.0124431654190529,0.0598306934398856,3.26335037914619,0.427956514061955,NA,0.0164908191656831,"treatment"
"Lachnoclostridium","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.000991957992150657,0.0111979931465784,-0.0885835505671613,14.9566839604724,0.930588122702646,-0.0248659372981132,0.0228820213138119,-0.0885835505671613,0.427956514061955,NA,0.930588122702646,"treatment"
"Lachnoclostridium","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0122108748668654,NA,NA,NA,NA,NA,NA,NA,0.427956514061955,NA,NA,"treatment"
"Lachnoclostridium","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.427956514061955,NA,NA,"treatment"
"Lachnoclostridium","Male","week 5","ran_pars","Residual","sd__Observation",0.0205033369184836,NA,NA,NA,NA,NA,NA,NA,0.427956514061955,NA,NA,"treatment"
"Romboutsia","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.0466887013199943,0.0141477761794103,-3.30007350469269,10.2140575168423,0.00779201806541262,-0.0781225918463598,-0.0152548107936289,-3.30007350469269,0.469895896188351,NA,0.0155840361308252,"treatment"
"Romboutsia","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00153833911324935,0.0136610213742613,-0.11260791350109,10.6487086956303,0.912436098055891,-0.031727507207871,0.0286508289813722,-0.11260791350109,0.469895896188351,NA,0.912436098055891,"treatment"
