"phylum","sex","timepoint","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","effect_size","R2_marginal","R2_conditional","p.adj","comparison_type"
"Patescibacteria","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.257909440599485,NA,NA,"treatment"
"Patescibacteria","Male","week 5","ran_pars","Residual","sd__Observation",0.000217043874775103,NA,NA,NA,NA,NA,NA,NA,0.257909440599485,NA,NA,"treatment"
"Patescibacteria","Male","week 10","fixed",NA,"treatmentFOS+GOS",-4.68178158814364e-06,8.81783674610083e-05,-0.0530944462111286,12.2904104106387,0.958509924286906,-0.000196303650077941,0.000186940086901654,-0.0530944462111286,0.15265145029147,NA,0.958509924286906,"treatment"
"Patescibacteria","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.000109064824876913,8.87625758182116e-05,1.2287253256404,12.6259774391588,0.241585039246622,-8.32741108438529e-05,0.000301403760597678,1.2287253256404,0.15265145029147,NA,0.724755117739867,"treatment"
"Patescibacteria","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.000119643748802161,NA,NA,NA,NA,NA,NA,NA,0.15265145029147,NA,NA,"treatment"
"Patescibacteria","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.15265145029147,NA,NA,"treatment"
"Patescibacteria","Male","week 10","ran_pars","Residual","sd__Observation",0.000124754401590491,NA,NA,NA,NA,NA,NA,NA,0.15265145029147,NA,NA,"treatment"
"Patescibacteria","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.000176424611394216,8.39317102876005e-05,2.10200186305842,5.12287869295565,0.0881906757828831,-3.77814144225297e-05,0.000390630637210961,2.10200186305842,0.151408525145932,NA,0.264572027348649,"treatment"
"Patescibacteria","Female","week 5","fixed",NA,"treatmentB. longum APC1472",1.29174924887833e-05,8.19690872214437e-05,0.157589805213837,5.79434008374638,0.880127594695921,-0.000189391988076773,0.000215226973054339,0.157589805213837,0.151408525145932,NA,0.880127594695921,"treatment"
"Patescibacteria","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",4.2903410572644e-05,NA,NA,NA,NA,NA,NA,NA,0.151408525145932,NA,NA,"treatment"
"Patescibacteria","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.151408525145932,NA,NA,"treatment"
"Patescibacteria","Female","week 5","ran_pars","Residual","sd__Observation",0.000191095220305964,NA,NA,NA,NA,NA,NA,NA,0.151408525145932,NA,NA,"treatment"
"Patescibacteria","Female","week 10","fixed",NA,"treatmentFOS+GOS",-4.77533785945535e-05,4.18128384483734e-05,-1.1420745485508,33.9999999986239,0.261402487215185,-0.000132727289950376,3.72205327612687e-05,-1.1420745485508,0.0496095095453038,NA,0.450921879144276,"treatment"
"Patescibacteria","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-5.0617806168779e-05,4.10008613782612e-05,-1.23455470122432,33.9999999988824,0.225460939572138,-0.000133941581582148,3.27059692445902e-05,-1.23455470122432,0.0496095095453038,NA,0.450921879144276,"treatment"
"Patescibacteria","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0496095095453038,NA,NA,"treatment"
"Patescibacteria","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0496095095453038,NA,NA,"treatment"
"Patescibacteria","Female","week 10","ran_pars","Residual","sd__Observation",0.000102420118895941,NA,NA,NA,NA,NA,NA,NA,0.0496095095453038,NA,NA,"treatment"
"Cyanobacteria","Female","week 10","fixed",NA,"treatmentFOS+GOS",2.49036592937944e-07,2.93047438645258e-06,0.084981665115118,3.00307669433902,0.937624474201842,-9.07163782605867e-06,9.56971101193455e-06,0.084981665115118,0.00453091833417906,NA,1,"treatment"
"Cyanobacteria","Female","week 10","fixed",NA,"treatmentB. longum APC1472",9.5517857243104e-07,3.08534338470461e-06,0.309585823466612,3.02585685740342,0.776972761889265,-8.81646404729623e-06,1.07268211921583e-05,0.309585823466612,0.00453091833417906,NA,1,"treatment"
"Cyanobacteria","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.00453091833417906,NA,NA,"treatment"
"Cyanobacteria","Female","week 10","ran_pars","cohort","sd__(Intercept)",9.11535016577537e-06,NA,NA,NA,NA,NA,NA,NA,0.00453091833417906,NA,NA,"treatment"
"Cyanobacteria","Female","week 10","ran_pars","Residual","sd__Observation",6.14654587225747e-06,NA,NA,NA,NA,NA,NA,NA,0.00453091833417906,NA,NA,"treatment"
