"genus","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","effect_size","R2_marginal","R2_conditional","p.adj","comparison_type"
"Mucispirillum","ran_pars","Residual","sd__Observation",0.0149755003279411,NA,NA,NA,NA,NA,NA,NA,0.160422285775005,0.231011068596923,NA,"treatment"
"Lachnospiraceae UCG-006","fixed",NA,"treatmentFOS+GOS",-0.00123368855645289,0.00889292685091534,-0.138726943011558,17.9999999993511,0.891206196555536,-0.0199170345798405,0.0174496574669347,-0.138726943011558,0.028555669338945,NA,0.958627188449811,"treatment"
"Lachnospiraceae UCG-006","fixed",NA,"treatmentB. longum APC1472",-0.00642449135590369,0.00889292685091534,-0.722427100054515,17.9999999993511,0.479313594224906,-0.0251078373792913,0.0122588546674839,-0.722427100054515,0.028555669338945,NA,0.958627188449811,"treatment"
"Lachnospiraceae UCG-006","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.028555669338945,NA,NA,"treatment"
"Lachnospiraceae UCG-006","ran_pars","Residual","sd__Observation",0.0166371427208838,NA,NA,NA,NA,NA,NA,NA,0.028555669338945,NA,NA,"treatment"
"Alistipes","fixed",NA,"treatmentFOS+GOS",-0.0236654003060287,0.00596231338632245,-3.969164110078,14.6105301381706,0.00129405631926476,-0.0364033395485841,-0.0109274610634733,-3.969164110078,0.495431825973925,0.639310252138971,0.00258811263852951,"treatment"
"Alistipes","fixed",NA,"treatmentB. longum APC1472",0.00488163404657303,0.0059369981390623,0.822239443609468,14.8505467041521,0.423946500665448,-0.007783878933898,0.0175471470270441,0.822239443609468,0.495431825973925,0.639310252138971,0.423946500665448,"treatment"
"Alistipes","ran_pars","cohort","sd__(Intercept)",0.00688429347632264,NA,NA,NA,NA,NA,NA,NA,0.495431825973925,0.639310252138971,NA,"treatment"
"Alistipes","ran_pars","Residual","sd__Observation",0.0109000486363964,NA,NA,NA,NA,NA,NA,NA,0.495431825973925,0.639310252138971,NA,"treatment"
"Intestinimonas","fixed",NA,"treatmentFOS+GOS",-0.0227036572910524,0.00678531056754051,-3.34600119848042,17.9999999996207,0.00359658683120618,-0.0369590658123003,-0.00844824876980462,-3.34600119848042,0.427764370954884,NA,0.00719317366241236,"treatment"
"Intestinimonas","fixed",NA,"treatmentB. longum APC1472",3.49355142997296e-05,0.00678531056754051,0.00514869790438978,17.9999999996207,0.995948585571624,-0.0142204730069481,0.0142903440355475,0.00514869790438978,0.427764370954884,NA,0.995948585571624,"treatment"
"Intestinimonas","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.427764370954884,NA,NA,"treatment"
"Intestinimonas","ran_pars","Residual","sd__Observation",0.0126941537032966,NA,NA,NA,NA,NA,NA,NA,0.427764370954884,NA,NA,"treatment"
"Dubosiella","fixed",NA,"treatmentFOS+GOS",0.00774622548164072,0.00733791317326109,1.05564420002508,17.9999999998717,0.305094457523695,-0.00767015803344643,0.0231626089967279,1.05564420002508,0.079969096137644,NA,0.627917122545346,"treatment"
"Dubosiella","fixed",NA,"treatmentB. longum APC1472",-0.00114685472833649,0.00733791317326109,-0.156291673294195,17.9999999998717,0.877542675036131,-0.0165632382434236,0.0142695287867507,-0.156291673294195,0.079969096137644,NA,0.877542675036131,"treatment"
"Dubosiella","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.079969096137644,NA,NA,"treatment"
"Dubosiella","ran_pars","Residual","sd__Observation",0.0137279785141191,NA,NA,NA,NA,NA,NA,NA,0.079969096137644,NA,NA,"treatment"
"Parasutterella","fixed",NA,"treatmentFOS+GOS",0.0131007964698491,0.00469730803796689,2.78900092647947,17.9999999998472,0.0121188876682318,0.00323211848307709,0.0229694744566211,2.78900092647947,0.321985741584985,NA,0.0363566630046954,"treatment"
"Parasutterella","fixed",NA,"treatmentB. longum APC1472",0.00121624575050115,0.00469730803796689,0.258923992352771,17.9999999998464,0.798631701076298,-0.00865243223627091,0.0110849237372732,0.258923992352771,0.321985741584985,NA,0.798631701076298,"treatment"
"Parasutterella","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.321985741584985,NA,NA,"treatment"
"Parasutterella","ran_pars","Residual","sd__Observation",0.00878785865910571,NA,NA,NA,NA,NA,NA,NA,0.321985741584985,NA,NA,"treatment"
"GCA-900066575","fixed",NA,"treatmentFOS+GOS",-0.0122797668692514,0.00388729812858496,-3.15894651324863,16.1155847547451,0.00603698183820775,-0.020515669817574,-0.00404386392092874,-3.15894651324863,0.37525590828746,0.436970875004034,0.0120739636764155,"treatment"
"GCA-900066575","fixed",NA,"treatmentB. longum APC1472",-0.000249625618534017,0.00387120413069604,-0.0644826803512257,15.8693301486017,0.949391191857712,-0.00846170711396571,0.00796245587689767,-0.0644826803512257,0.37525590828746,0.436970875004034,0.949391191857712,"treatment"
"GCA-900066575","ran_pars","cohort","sd__(Intercept)",0.00238145222101366,NA,NA,NA,NA,NA,NA,NA,0.37525590828746,0.436970875004034,NA,"treatment"
"GCA-900066575","ran_pars","Residual","sd__Observation",0.00719303301567996,NA,NA,NA,NA,NA,NA,NA,0.37525590828746,0.436970875004034,NA,"treatment"
"Parabacteroides","fixed",NA,"treatmentFOS+GOS",-0.000923849357629444,0.0040746944628358,-0.226728498555076,15.1002977219552,0.823675596093166,-0.00960383337745563,0.00775613466219674,-0.226728498555076,0.010750503891587,0.224316456697959,1,"treatment"
"Parabacteroides","fixed",NA,"treatmentB. longum APC1472",-0.00209911241459928,0.00405481924996594,-0.517683350402591,15.1784619273106,0.612141752140238,-0.0107329129756628,0.00653468814646422,-0.517683350402591,0.010750503891587,0.224316456697959,1,"treatment"
"Parabacteroides","ran_pars","cohort","sd__(Intercept)",0.00392321568837084,NA,NA,NA,NA,NA,NA,NA,0.010750503891587,0.224316456697959,NA,"treatment"
"Parabacteroides","ran_pars","Residual","sd__Observation",0.00747684650963641,NA,NA,NA,NA,NA,NA,NA,0.010750503891587,0.224316456697959,NA,"treatment"
"Desulfovibrio","fixed",NA,"treatmentFOS+GOS",-0.0161397956563527,0.0049817276095159,-3.23979890540846,16.6934159464271,0.00490764108977687,-0.0266650458540693,-0.00561454545863605,-3.23979890540846,0.345120058091319,0.358471570171497,0.00981528217955374,"treatment"
"Desulfovibrio","fixed",NA,"treatmentB. longum APC1472",-0.0100191702051409,0.00497526831841246,-2.01379494811606,16.1955510674751,0.0609539637808799,-0.0205559272964383,0.000517586886156452,-2.01379494811606,0.345120058091319,0.358471570171497,0.0609539637808799,"treatment"
"Desulfovibrio","ran_pars","cohort","sd__(Intercept)",0.00134084891017854,NA,NA,NA,NA,NA,NA,NA,0.345120058091319,0.358471570171497,NA,"treatment"
"Desulfovibrio","ran_pars","Residual","sd__Observation",0.00929442592353325,NA,NA,NA,NA,NA,NA,NA,0.345120058091319,0.358471570171497,NA,"treatment"
"Tuzzerella","fixed",NA,"treatmentFOS+GOS",-0.00639534114824682,0.00379154983447698,-1.68673535294018,16.4549319932414,0.110517847925251,-0.014415045059795,0.00162436276330139,-1.68673535294018,0.270416148361263,0.323903748566747,0.221035695850502,"treatment"
"Tuzzerella","fixed",NA,"treatmentB. longum APC1472",0.00415744817617152,0.00377825200967183,1.10036285709079,16.1562718638934,0.287299400507041,-0.00384579650053965,0.0121606928528827,1.10036285709079,0.270416148361263,0.323903748566747,0.287299400507041,"treatment"
"Tuzzerella","ran_pars","cohort","sd__(Intercept)",0.00197800586884743,NA,NA,NA,NA,NA,NA,NA,0.270416148361263,0.323903748566747,NA,"treatment"
"Tuzzerella","ran_pars","Residual","sd__Observation",0.00703242781969418,NA,NA,NA,NA,NA,NA,NA,0.270416148361263,0.323903748566747,NA,"treatment"
"Odoribacter","fixed",NA,"treatmentFOS+GOS",-0.0100122939434508,0.0037896060792192,-2.6420408174756,17.9999999995073,0.016565071830803,-0.0179739608791295,-0.00205062700777213,-2.6420408174756,0.274658594989576,NA,0.0331301436616059,"treatment"
"Odoribacter","fixed",NA,"treatmentB. longum APC1472",-0.00247920942928062,0.0037896060792192,-0.654212965003326,17.9999999994871,0.52124637945272,-0.0104408763649599,0.00548245750639868,-0.654212965003326,0.274658594989576,NA,0.52124637945272,"treatment"
"Odoribacter","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.274658594989576,NA,NA,"treatment"
"Odoribacter","ran_pars","Residual","sd__Observation",0.00708970378963697,NA,NA,NA,NA,NA,NA,NA,0.274658594989576,NA,NA,"treatment"
"A2","fixed",NA,"treatmentFOS+GOS",0.000390850388051734,0.00435766502970221,0.0896926187276133,18.0000000001102,0.929521967782339,-0.00876426411683323,0.0095459648929367,0.0896926187276133,0.000792716389564678,NA,1,"treatment"
"A2","fixed",NA,"treatmentB. longum APC1472",-0.000138344779572073,0.00435766502970221,-0.0317474561787342,18.0000000001102,0.975022830736624,-0.00929345928445704,0.00901676972531289,-0.0317474561787342,0.000792716389564678,NA,1,"treatment"
"A2","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.000792716389564678,NA,NA,"treatment"
"A2","ran_pars","Residual","sd__Observation",0.00815244477373587,NA,NA,NA,NA,NA,NA,NA,0.000792716389564678,NA,NA,"treatment"
"Oscillibacter","fixed",NA,"treatmentFOS+GOS",-0.00917058707876848,0.00393340916122041,-2.33146024298249,15.9218095784771,0.0331976650144843,-0.0175123713037744,-0.000828802853762588,-2.33146024298249,0.275041526262904,0.338415756508023,0.0663953300289686,"treatment"
"Oscillibacter","fixed",NA,"treatmentB. longum APC1472",0.00102748125066889,0.00391812472260289,0.262238015227427,15.6042010337153,0.796568358983997,-0.00729572776650671,0.0093506902678445,0.262238015227427,0.275041526262904,0.338415756508023,0.796568358983997,"treatment"
"Oscillibacter","ran_pars","cohort","sd__(Intercept)",0.00225496938414335,NA,NA,NA,NA,NA,NA,NA,0.275041526262904,0.338415756508023,NA,"treatment"
"Oscillibacter","ran_pars","Residual","sd__Observation",0.00728579383337632,NA,NA,NA,NA,NA,NA,NA,0.275041526262904,0.338415756508023,NA,"treatment"
"Dorea","fixed",NA,"treatmentFOS+GOS",-0.00650226019462789,0.00369236043423644,-1.76100364805597,16.7975069153714,0.0964292810779017,-0.0142996196465866,0.00129509925733086,-1.76100364805597,0.148768775658414,0.151942538781451,0.192858562155803,"treatment"
"Dorea","fixed",NA,"treatmentB. longum APC1472",-0.00121957848277234,0.00369139812018343,-0.330383893328671,16.2328175892598,0.74533564946693,-0.00903588116071331,0.00659672419516864,-0.330383893328671,0.148768775658414,0.151942538781451,0.74533564946693,"treatment"
"Dorea","ran_pars","cohort","sd__(Intercept)",0.000422361202092426,NA,NA,NA,NA,NA,NA,NA,0.148768775658414,0.151942538781451,NA,"treatment"
"Dorea","ran_pars","Residual","sd__Observation",0.00690413702531548,NA,NA,NA,NA,NA,NA,NA,0.148768775658414,0.151942538781451,NA,"treatment"
"Erysipelatoclostridium","fixed",NA,"treatmentFOS+GOS",-0.0109137761907852,0.00402348505046779,-2.71251814133528,15.4154735945727,0.0157569038183623,-0.0194695442958954,-0.00235800808567498,-2.71251814133528,0.267861924485405,0.286171958530663,0.0315138076367247,"treatment"
"Erysipelatoclostridium","fixed",NA,"treatmentB. longum APC1472",-0.00654483062827039,0.0040172480562672,-1.62918259878425,14.5781761339156,0.124685929143035,-0.0151290219434415,0.00203936068690071,-1.62918259878425,0.267861924485405,0.286171958530663,0.124685929143035,"treatment"
"Erysipelatoclostridium","ran_pars","cohort","sd__(Intercept)",0.001201548643245,NA,NA,NA,NA,NA,NA,NA,0.267861924485405,0.286171958530663,NA,"treatment"
"Erysipelatoclostridium","ran_pars","Residual","sd__Observation",0.00750228543883173,NA,NA,NA,NA,NA,NA,NA,0.267861924485405,0.286171958530663,NA,"treatment"
"Anaerotruncus","fixed",NA,"treatmentFOS+GOS",-0.00746836359706913,0.00282692024415393,-2.64187276330619,17.9999999996392,0.0165709512154203,-0.0134075026440242,-0.00152922455011404,-2.64187276330619,0.2826786049698,NA,0.0331419024308406,"treatment"
"Anaerotruncus","fixed",NA,"treatmentB. longum APC1472",-0.00140903360477301,0.00282692024415393,-0.498434155575096,17.9999999996392,0.624213712645298,-0.0073481726517281,0.00453010544218209,-0.498434155575096,0.2826786049698,NA,0.624213712645298,"treatment"
"Anaerotruncus","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.2826786049698,NA,NA,"treatment"
"Anaerotruncus","ran_pars","Residual","sd__Observation",0.00528868350667967,NA,NA,NA,NA,NA,NA,NA,0.2826786049698,NA,NA,"treatment"
"Bilophila","fixed",NA,"treatmentFOS+GOS",-0.0112800103400492,0.0022967930026896,-4.91120023739188,15.2672282852154,0.000178935239825366,-0.0161680561418318,-0.00639196453826661,-4.91120023739188,0.52966542865815,0.593566828264501,0.000357870479650732,"treatment"
"Bilophila","fixed",NA,"treatmentB. longum APC1472",-0.00343958689438194,0.00228599188167997,-1.50463653084113,15.0994092004699,0.153046417590122,-0.00830927078223062,0.00143009699346674,-1.50463653084113,0.52966542865815,0.593566828264501,0.153046417590122,"treatment"
"Bilophila","ran_pars","cohort","sd__(Intercept)",0.00168008029349165,NA,NA,NA,NA,NA,NA,NA,0.52966542865815,0.593566828264501,NA,"treatment"
"Bilophila","ran_pars","Residual","sd__Observation",0.00423710694498619,NA,NA,NA,NA,NA,NA,NA,0.52966542865815,0.593566828264501,NA,"treatment"
"Roseburia","fixed",NA,"treatmentFOS+GOS",-0.00964189661214899,0.00250638650085556,-3.8469312729133,17.9999999996379,0.00118116337334571,-0.0149076192531666,-0.00437617397113134,-3.8469312729133,0.425662047550899,NA,0.00236232674669141,"treatment"
"Roseburia","fixed",NA,"treatmentB. longum APC1472",-0.00515597226326717,0.00250638650085556,-2.05713375072327,17.9999999997774,0.0544608553551827,-0.0104216949042819,0.000109750377747546,-2.05713375072327,0.425662047550899,NA,0.0544608553551827,"treatment"
"Roseburia","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.425662047550899,NA,NA,"treatment"
"Roseburia","ran_pars","Residual","sd__Observation",0.00468901978251834,NA,NA,NA,NA,NA,NA,NA,0.425662047550899,NA,NA,"treatment"
"Incertae Sedis","fixed",NA,"treatmentFOS+GOS",-0.00521734376519703,0.00241049095528548,-2.16443200243377,17.9999999995375,0.0441189116139922,-0.0102815973409673,-0.000153090189426767,-2.16443200243377,0.194679949234157,NA,0.0882378232279844,"treatment"
"Incertae Sedis","fixed",NA,"treatmentB. longum APC1472",-0.00179995090875269,0.00241049095528548,-0.746715479187318,17.9999999996884,0.4648777541385,-0.00686420448451992,0.00326430266701453,-0.746715479187318,0.194679949234157,NA,0.4648777541385,"treatment"
"Incertae Sedis","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.194679949234157,NA,NA,"treatment"
"Incertae Sedis","ran_pars","Residual","sd__Observation",0.00450961564429784,NA,NA,NA,NA,NA,NA,NA,0.194679949234157,NA,NA,"treatment"
"Rikenella","fixed",NA,"treatmentFOS+GOS",-0.00280429246335251,0.0019996933712817,-1.40236123379011,15.0898634010124,0.181044289098473,-0.00706432830693965,0.00145574338023464,-1.40236123379011,0.252435372365704,0.302091869216542,0.362088578196946,"treatment"
"Rikenella","fixed",NA,"treatmentB. longum APC1472",0.00252922024642253,0.00199310516517814,1.26898484365549,14.5343741984937,0.224392639125575,-0.00173086719815176,0.00678930769099682,1.26898484365549,0.252435372365704,0.302091869216542,0.362088578196946,"treatment"
"Rikenella","ran_pars","cohort","sd__(Intercept)",0.000990005797623402,NA,NA,NA,NA,NA,NA,NA,0.252435372365704,0.302091869216542,NA,"treatment"
"Rikenella","ran_pars","Residual","sd__Observation",0.00371149455685016,NA,NA,NA,NA,NA,NA,NA,0.252435372365704,0.302091869216542,NA,"treatment"
"Acetatifactor","fixed",NA,"treatmentFOS+GOS",-0.00444193287525469,0.00226975805660108,-1.95700720714983,18.0000000000468,0.066039777840603,-0.00921051760238167,0.000326651851872288,-1.95700720714983,0.295253881199551,NA,0.132079555681206,"treatment"
"Acetatifactor","fixed",NA,"treatmentB. longum APC1472",0.00197154926595596,0.00226975805660108,0.868616485454103,18.0000000000468,0.396491084563426,-0.00279703546117102,0.00674013399308294,0.868616485454103,0.295253881199551,NA,0.396491084563426,"treatment"
"Acetatifactor","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.295253881199551,NA,NA,"treatment"
"Acetatifactor","ran_pars","Residual","sd__Observation",0.00424632849933554,NA,NA,NA,NA,NA,NA,NA,0.295253881199551,NA,NA,"treatment"
"Turicibacter","fixed",NA,"treatmentFOS+GOS",-0.00337720758465181,0.00212650999267346,-1.58814564534727,17.9999999999357,0.129663685344284,-0.00784483929705344,0.00109042412774982,-1.58814564534727,0.146329290066703,NA,0.259327370688567,"treatment"
"Turicibacter","fixed",NA,"treatmentB. longum APC1472",6.43462023123582e-05,0.00212650999267346,0.0302590641633721,17.9999999999357,0.976193430042296,-0.00440328551008927,0.00453197791471399,0.0302590641633721,0.146329290066703,NA,0.976193430042296,"treatment"
"Turicibacter","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.146329290066703,NA,NA,"treatment"
"Turicibacter","ran_pars","Residual","sd__Observation",0.00397833591106763,NA,NA,NA,NA,NA,NA,NA,0.146329290066703,NA,NA,"treatment"
"Enterorhabdus","fixed",NA,"treatmentFOS+GOS",-0.00504877497883127,0.00120556623833285,-4.18788683549492,17.9999999994086,0.000552899547012295,-0.0075815756599212,-0.00251597429774135,-4.18788683549492,0.600196445683543,NA,0.00110579909402459,"treatment"
"Enterorhabdus","fixed",NA,"treatmentB. longum APC1472",0.00116484784012035,0.00120556623833285,0.966224669439312,17.9999999992578,0.346735326694976,-0.0013679528409711,0.0036976485212118,0.966224669439312,0.600196445683543,NA,0.346735326694976,"treatment"
"Enterorhabdus","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.600196445683543,NA,NA,"treatment"
"Enterorhabdus","ran_pars","Residual","sd__Observation",0.00225540791045169,NA,NA,NA,NA,NA,NA,NA,0.600196445683543,NA,NA,"treatment"
"Clostridium sensu stricto 1","fixed",NA,"treatmentFOS+GOS",-0.00197965265677106,0.00149436937351181,-1.32474118639009,17.9999999998314,0.201830403051186,-0.00511920620984533,0.00115990089630321,-1.32474118639009,0.103100239002305,NA,0.403660806102372,"treatment"
"Clostridium sensu stricto 1","fixed",NA,"treatmentB. longum APC1472",-3.52148649580429e-05,0.00149436937351181,-0.0235650339081072,17.9999999998314,0.981458838858225,-0.00317476841803231,0.00310433868811623,-0.0235650339081072,0.103100239002305,NA,0.981458838858225,"treatment"
"Clostridium sensu stricto 1","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.103100239002305,NA,NA,"treatment"
"Clostridium sensu stricto 1","ran_pars","Residual","sd__Observation",0.00279570910248461,NA,NA,NA,NA,NA,NA,NA,0.103100239002305,NA,NA,"treatment"
"Lachnospiraceae FCS020 group","fixed",NA,"treatmentFOS+GOS",-0.00171973242351923,0.00140387071698143,-1.22499344328298,17.9999999997387,0.236367019488336,-0.00466915535447757,0.00122969050743911,-1.22499344328298,0.0706937649792566,NA,0.472734038976671,"treatment"
"Lachnospiraceae FCS020 group","fixed",NA,"treatmentB. longum APC1472",-0.0010353025151342,0.00140387071698143,-0.737462860796955,17.9999999997386,0.470345925066124,-0.00398472544609254,0.00191412041582414,-0.737462860796955,0.0706937649792566,NA,0.472734038976671,"treatment"
"Lachnospiraceae FCS020 group","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0706937649792566,NA,NA,"treatment"
"Lachnospiraceae FCS020 group","ran_pars","Residual","sd__Observation",0.00262640161913459,NA,NA,NA,NA,NA,NA,NA,0.0706937649792566,NA,NA,"treatment"
"ASF356","fixed",NA,"treatmentFOS+GOS",0.0010285567920635,0.00110254180858191,0.932895953747486,11.3626506724087,0.370273545927218,-0.00138870536770425,0.00344581895183125,0.932895953747486,0.0552042154724883,0.186901490394592,1,"treatment"
"ASF356","fixed",NA,"treatmentB. longum APC1472",-0.000125771058006534,0.00109731847731705,-0.114616732157873,11.0880809132819,0.910798117251371,-0.00253861404311134,0.00228707192709827,-0.114616732157873,0.0552042154724883,0.186901490394592,1,"treatment"
"ASF356","ran_pars","cohort","sd__(Intercept)",0.000818358040614648,NA,NA,NA,NA,NA,NA,NA,0.0552042154724883,0.186901490394592,NA,"treatment"
"ASF356","ran_pars","Residual","sd__Observation",0.00203341743055856,NA,NA,NA,NA,NA,NA,NA,0.0552042154724883,0.186901490394592,NA,"treatment"
"Marvinbryantia","fixed",NA,"treatmentFOS+GOS",0.000490425497625491,0.0012007124000903,0.408445434217727,13.6786369447411,0.689268832134442,-0.00209053422356103,0.00307138521881201,0.408445434217727,0.0534291270531481,0.413547852577344,0.689268832134442,"treatment"
"Marvinbryantia","fixed",NA,"treatmentB. longum APC1472",0.0015434545814005,0.00119758862436446,1.28880197256348,14.1091121797055,0.218198766394467,-0.00102325524542533,0.00411016440822633,1.28880197256348,0.0534291270531481,0.413547852577344,0.6545962991834,"treatment"
"Marvinbryantia","ran_pars","cohort","sd__(Intercept)",0.00171299875169961,NA,NA,NA,NA,NA,NA,NA,0.0534291270531481,0.413547852577344,NA,"treatment"
"Marvinbryantia","ran_pars","Residual","sd__Observation",0.00218600164629991,NA,NA,NA,NA,NA,NA,NA,0.0534291270531481,0.413547852577344,NA,"treatment"
"Muribaculum","fixed",NA,"treatmentFOS+GOS",0.00246355438164248,0.000970628942459384,2.53810109494604,16.5410884284543,0.0215332359791094,0.00041136980610576,0.00451573895717919,2.53810109494604,0.296633794697409,0.317423898528199,0.0645997079373283,"treatment"
"Muribaculum","fixed",NA,"treatmentB. longum APC1472",-1.00455658161335e-05,0.000968894719141601,-0.0103680674666422,16.0492152860559,0.991855415652812,-0.00206349883561026,0.00204340770397799,-0.0103680674666422,0.296633794697409,0.317423898528199,1,"treatment"
"Muribaculum","ran_pars","cohort","sd__(Intercept)",0.000315686356127194,NA,NA,NA,NA,NA,NA,NA,0.296633794697409,0.317423898528199,NA,"treatment"
"Muribaculum","ran_pars","Residual","sd__Observation",0.00180885194980355,NA,NA,NA,NA,NA,NA,NA,0.296633794697409,0.317423898528199,NA,"treatment"
"UCG-009","fixed",NA,"treatmentFOS+GOS",-0.00297593862058771,0.00101611579052326,-2.92873966563911,17.9999999995244,0.00897033683230287,-0.00511071868033901,-0.000841158560836408,-2.92873966563911,0.377690861858695,NA,0.0179406736646057,"treatment"
"UCG-009","fixed",NA,"treatmentB. longum APC1472",0.000172576201302084,0.00101611579052326,0.169839109786115,17.9999999995594,0.867030932370834,-0.00196220385844892,0.00230735626105309,0.169839109786115,0.377690861858695,NA,0.867030932370834,"treatment"
"UCG-009","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.377690861858695,NA,NA,"treatment"
"UCG-009","ran_pars","Residual","sd__Observation",0.00190097857671449,NA,NA,NA,NA,NA,NA,NA,0.377690861858695,NA,NA,"treatment"
"Escherichia-Shigella","fixed",NA,"treatmentFOS+GOS",-4.71154083270885e-05,0.000790366685789629,-0.0596120878754107,15.4384057404802,0.953229415199731,-0.00172758508527235,0.00163335426861817,-0.0596120878754107,0.129970591766354,0.225512492014974,1,"treatment"
"Escherichia-Shigella","fixed",NA,"treatmentB. longum APC1472",0.00121487608180587,0.000786930342684033,1.54381654373908,15.1717822750772,0.143232123371589,-0.000460773673668364,0.0028905258372801,1.54381654373908,0.129970591766354,0.225512492014974,0.429696370114768,"treatment"
"Escherichia-Shigella","ran_pars","cohort","sd__(Intercept)",0.000513181705013842,NA,NA,NA,NA,NA,NA,NA,0.129970591766354,0.225512492014974,NA,"treatment"
"Escherichia-Shigella","ran_pars","Residual","sd__Observation",0.00146110503235676,NA,NA,NA,NA,NA,NA,NA,0.129970591766354,0.225512492014974,NA,"treatment"
"Enterococcus","fixed",NA,"treatmentFOS+GOS",-0.00110874881174938,0.000751650918996479,-1.47508475507442,17.999999999501,0.157467201559669,-0.00268790879403966,0.000470411170540887,-1.47508475507442,0.104915984244296,NA,0.314934403119338,"treatment"
"Enterococcus","fixed",NA,"treatmentB. longum APC1472",-0.000287250392704946,0.000751650918996479,-0.382159304865151,17.999999999501,0.706817745703864,-0.00186641037499522,0.00129190958958533,-0.382159304865151,0.104915984244296,NA,0.706817745703864,"treatment"
"Enterococcus","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.104915984244296,NA,NA,"treatment"
"Enterococcus","ran_pars","Residual","sd__Observation",0.0014062101066693,NA,NA,NA,NA,NA,NA,NA,0.104915984244296,NA,NA,"treatment"
"Lachnospiraceae UCG-001","fixed",NA,"treatmentFOS+GOS",0.00084846054588566,0.000599680966678305,1.41485321867954,18.0000000000556,0.174178572101117,-0.000411422414121563,0.00210834350589288,1.41485321867954,0.117740974280033,NA,0.522535716303351,"treatment"
"Lachnospiraceae UCG-001","fixed",NA,"treatmentB. longum APC1472",1.23908819712629e-19,0.000599680966678305,2.06624566390648e-16,18.0000000000564,1,-0.00125988296000722,0.00125988296000722,2.06624566390648e-16,0.117740974280033,NA,1,"treatment"
"Lachnospiraceae UCG-001","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.117740974280033,NA,NA,"treatment"
"Lachnospiraceae UCG-001","ran_pars","Residual","sd__Observation",0.00112190035933981,NA,NA,NA,NA,NA,NA,NA,0.117740974280033,NA,NA,"treatment"
"UBA1819","fixed",NA,"treatmentFOS+GOS",-0.00155139179084185,0.000733832089865302,-2.1140964156073,17.9999999999831,0.0487243599719184,-0.00309311580227611,-9.6677794075926e-06,-2.1140964156073,0.216584506087543,NA,0.0974487199438369,"treatment"
"UBA1819","fixed",NA,"treatmentB. longum APC1472",-0.000121442222480188,0.000733832089865302,-0.165490476850745,17.9999999999831,0.870402448587067,-0.00166316623391445,0.00142028178895407,-0.165490476850745,0.216584506087543,NA,0.870402448587067,"treatment"
"UBA1819","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.216584506087543,NA,NA,"treatment"
"UBA1819","ran_pars","Residual","sd__Observation",0.00137287412984813,NA,NA,NA,NA,NA,NA,NA,0.216584506087543,NA,NA,"treatment"
"Peptococcus","fixed",NA,"treatmentFOS+GOS",-0.00163526204609241,0.000558224620854441,-2.92939792513884,16.3072033805768,0.00967343615515212,-0.002816836134124,-0.000453687958060833,-2.92939792513884,0.35554507699214,0.382902483906665,0.0193468723103042,"treatment"
"Peptococcus","fixed",NA,"treatmentB. longum APC1472",-6.03810194869406e-06,0.000556889308773911,-0.0108425531852784,15.8278248599326,0.99148455300526,-0.00118763526770234,0.00117555906380495,-0.0108425531852784,0.35554507699214,0.382902483906665,0.99148455300526,"treatment"
"Peptococcus","ran_pars","cohort","sd__(Intercept)",0.000218708451180696,NA,NA,NA,NA,NA,NA,NA,0.35554507699214,0.382902483906665,NA,"treatment"
"Peptococcus","ran_pars","Residual","sd__Observation",0.0010387355591796,NA,NA,NA,NA,NA,NA,NA,0.35554507699214,0.382902483906665,NA,"treatment"
"Candidatus Arthromitus","fixed",NA,"treatmentFOS+GOS",-0.000701175862009029,0.000588431810310659,-1.19160087833941,17.9999999999297,0.248892894347308,-0.00193742522146997,0.000535073497451914,-1.19160087833941,0.103303461992893,NA,0.497785788694616,"treatment"
