"order","sex","timepoint","effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","effect_size","R2_marginal","R2_conditional","p.adj","comparison_type"
"Saccharimonadales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.000140000645230448,NA,NA,NA,NA,NA,NA,NA,0.179293470700505,0.74825736928186,NA,"diet"
"Saccharimonadales","Male","week 10","ran_pars","Residual","sd__Observation",0.000152620490832083,NA,NA,NA,NA,NA,NA,NA,0.179293470700505,0.74825736928186,NA,"diet"
"Rickettsiales","Male","week 5","fixed",NA,"dietHFHS",1.98674827387867e-05,8.45199230054747e-05,0.23506271695846,9.7845995783925,0.819006266086433,-0.000169018109433349,0.000208753074910922,0.23506271695846,0.00724354945728772,NA,0.819006266086433,"diet"
"Rickettsiales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.000117565600917601,NA,NA,NA,NA,NA,NA,NA,0.00724354945728772,NA,NA,"diet"
"Rickettsiales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.00724354945728772,NA,NA,"diet"
"Rickettsiales","Male","week 5","ran_pars","Residual","sd__Observation",0.000118795556269357,NA,NA,NA,NA,NA,NA,NA,0.00724354945728772,NA,NA,"diet"
"Rickettsiales","Female","week 5","fixed",NA,"dietHFHS",3.95427144583477e-05,5.07913371818162e-05,0.778532652463901,22.0000000002979,0.444548564994163,-6.57920718057706e-05,0.000144877500722466,0.778532652463901,0.0256761072276987,NA,0.444548564994163,"diet"
"Rickettsiales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0256761072276987,NA,NA,"diet"
"Rickettsiales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0256761072276987,NA,NA,"diet"
"Rickettsiales","Female","week 5","ran_pars","Residual","sd__Observation",0.000124412859449101,NA,NA,NA,NA,NA,NA,NA,0.0256761072276987,NA,NA,"diet"
"Saccharimonadales","Female","week 5","fixed",NA,"dietHFHS",-6.0526954111551e-05,8.08495328663624e-05,-0.748637029376497,6.76982627398126,0.479272080518015,-0.000253031326954148,0.000131977418731046,-0.748637029376497,0.0667645053777092,NA,0.479272080518015,"diet"
"Saccharimonadales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",9.67609191776866e-05,NA,NA,NA,NA,NA,NA,NA,0.0667645053777092,NA,NA,"diet"
"Saccharimonadales","Female","week 5","ran_pars","cohort","sd__(Intercept)",3.01148004584719e-05,NA,NA,NA,NA,NA,NA,NA,0.0667645053777092,NA,NA,"diet"
"Saccharimonadales","Female","week 5","ran_pars","Residual","sd__Observation",0.000115580171074726,NA,NA,NA,NA,NA,NA,NA,0.0667645053777092,NA,NA,"diet"
"Enterobacterales","Male","week 10","fixed",NA,"dietHFHS",3.85354208867938e-06,4.29063116762053e-05,0.0898129421554649,10.084805303914,0.93019458068871,-9.16388182463292e-05,9.93459024236879e-05,0.0898129421554649,0.000368946375170234,NA,0.93019458068871,"diet"
"Enterobacterales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",1.47791305464998e-05,NA,NA,NA,NA,NA,NA,NA,0.000368946375170234,NA,NA,"diet"
"Enterobacterales","Male","week 10","ran_pars","cohort","sd__(Intercept)",9.90750010102814e-06,NA,NA,NA,NA,NA,NA,NA,0.000368946375170234,NA,NA,"diet"
"Enterobacterales","Male","week 10","ran_pars","Residual","sd__Observation",0.000102449551036695,NA,NA,NA,NA,NA,NA,NA,0.000368946375170234,NA,NA,"diet"
"Monoglobales","Male","week 10","fixed",NA,"dietHFHS",1.70811486633831e-05,4.16383087477087e-05,0.410226764177186,21.9999999999398,0.68560716763978,-6.92714184415761e-05,0.000103433715768342,0.410226764177186,0.00726363607827823,NA,0.68560716763978,"diet"
"Monoglobales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.00726363607827823,NA,NA,"diet"
"Monoglobales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.00726363607827823,NA,NA,"diet"
"Monoglobales","Male","week 10","ran_pars","Residual","sd__Observation",0.000101992610184351,NA,NA,NA,NA,NA,NA,NA,0.00726363607827823,NA,NA,"diet"
"Monoglobales","Female","week 5","fixed",NA,"dietHFHS",-4.25147604292436e-05,4.55859601550441e-05,-0.932628385683775,5.82417708836358,0.38804064593246,-0.000154880952340976,6.98514314824891e-05,-0.932628385683775,0.0828133153658604,NA,0.38804064593246,"diet"
"Monoglobales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",5.1746041831847e-05,NA,NA,NA,NA,NA,NA,NA,0.0828133153658604,NA,NA,"diet"
"Monoglobales","Female","week 5","ran_pars","cohort","sd__(Intercept)",8.87458818745047e-06,NA,NA,NA,NA,NA,NA,NA,0.0828133153658604,NA,NA,"diet"
"Monoglobales","Female","week 5","ran_pars","Residual","sd__Observation",7.22653695862858e-05,NA,NA,NA,NA,NA,NA,NA,0.0828133153658604,NA,NA,"diet"
"Acholeplasmatales","Male","week 5","fixed",NA,"dietHFHS",-2.55222345264038e-05,2.58518811673473e-05,-0.987248640096646,9.21165135815565,0.348741401787128,-8.37990663215559e-05,3.27545972687484e-05,-0.987248640096646,0.0456392000317273,NA,0.405290491616853,"diet"
"Acholeplasmatales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",1.43446025779863e-05,NA,NA,NA,NA,NA,NA,NA,0.0456392000317273,NA,NA,"diet"
"Acholeplasmatales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0456392000317273,NA,NA,"diet"
"Acholeplasmatales","Male","week 5","ran_pars","Residual","sd__Observation",5.96098030392336e-05,NA,NA,NA,NA,NA,NA,NA,0.0456392000317273,NA,NA,"diet"
"Monoglobales","Male","week 5","fixed",NA,"dietHFHS",-1.25399920664922e-05,1.20417591856613e-05,-1.04137542307142,21.9655846289329,0.30902845593668,-3.75153409102076e-05,1.24353567772232e-05,-1.04137542307142,0.0454543104522178,NA,0.30902845593668,"diet"
"Monoglobales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",1.41071614917167e-09,NA,NA,NA,NA,NA,NA,NA,0.0454543104522178,NA,NA,"diet"
"Monoglobales","Male","week 5","ran_pars","cohort","sd__(Intercept)",3.71166689377308e-06,NA,NA,NA,NA,NA,NA,NA,0.0454543104522178,NA,NA,"diet"
"Monoglobales","Male","week 5","ran_pars","Residual","sd__Observation",2.93507898166097e-05,NA,NA,NA,NA,NA,NA,NA,0.0454543104522178,NA,NA,"diet"
"Chlamydiales","Female","week 10","fixed",NA,"dietHFHS",-4.61271323415361e-06,8.63991678895077e-06,-0.533883988333385,3.89074405403977,0.622461537744462,-2.88689775687667e-05,1.96435511004595e-05,-0.533883988333385,0.012959030899643,NA,0.622461537744462,"diet"
"Chlamydiales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",2.98591625325845e-06,NA,NA,NA,NA,NA,NA,NA,0.012959030899643,NA,NA,"diet"
"Chlamydiales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.012959030899643,NA,NA,"diet"
"Chlamydiales","Female","week 10","ran_pars","Residual","sd__Observation",2.05612488872226e-05,NA,NA,NA,NA,NA,NA,NA,0.012959030899643,NA,NA,"diet"
"Staphylococcales","Female","week 10","fixed",NA,"dietHFHS",7.74326397852291e-06,7.78883450368093e-06,0.994149249783586,9.02579789602257,0.346053351147877,-9.86862997357854e-06,2.53551579306244e-05,0.994149249783586,0.0430594387706475,NA,0.692106702295755,"diet"
"Staphylococcales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",2.41032234540441e-06,NA,NA,NA,NA,NA,NA,NA,0.0430594387706475,NA,NA,"diet"
"Staphylococcales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0430594387706475,NA,NA,"diet"
"Staphylococcales","Female","week 10","ran_pars","Residual","sd__Observation",1.86442136694311e-05,NA,NA,NA,NA,NA,NA,NA,0.0430594387706475,NA,NA,"diet"
"Reyranellales","Female","week 10","fixed",NA,"dietHFHS",-9.40049472144143e-06,1.17297344872863e-05,-0.801424340135792,1.70272503929841,0.519341438374719,-6.93291432843238e-05,5.05281538414409e-05,-0.801424340135792,0.438360802686131,NA,0.70272370396356,"diet"
"Reyranellales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",1.77814925129751e-05,NA,NA,NA,NA,NA,NA,NA,0.438360802686131,NA,NA,"diet"
"Reyranellales","Female","week 10","ran_pars","cohort","sd__(Intercept)",2.07136887105276e-09,NA,NA,NA,NA,NA,NA,NA,0.438360802686131,NA,NA,"diet"
"Reyranellales","Female","week 10","ran_pars","Residual","sd__Observation",5.43469611637691e-06,NA,NA,NA,NA,NA,NA,NA,0.438360802686131,NA,NA,"diet"
"Corynebacteriales","Male","week 5","fixed",NA,"dietHFHS",-3.29003645360391e-06,3.29003645360391e-06,-1,5.9416629534106,0.35627935575202,-1.13596643955439e-05,4.77959148833607e-06,-1,0.0416666666666667,NA,0.414994610712133,"diet"
"Corynebacteriales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0416666666666667,NA,NA,"diet"
"Corynebacteriales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0416666666666667,NA,NA,"diet"
"Corynebacteriales","Male","week 5","ran_pars","Residual","sd__Observation",8.05891054648551e-06,NA,NA,NA,NA,NA,NA,NA,0.0416666666666667,NA,NA,"diet"
"Eubacteriales","Female","week 10","fixed",NA,"dietHFHS",2.92343743076242e-06,2.94064239490169e-06,0.994149249779877,2.58186506264642,0.40398797201339,-7.35367161569555e-06,1.32005464772204e-05,0.994149249779877,0.0430594387714037,NA,0.80797594402678,"diet"
"Eubacteriales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",9.10007276810717e-07,NA,NA,NA,NA,NA,NA,NA,0.0430594387714037,NA,NA,"diet"
"Eubacteriales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0430594387714037,NA,NA,"diet"
"Eubacteriales","Female","week 10","ran_pars","Residual","sd__Observation",7.03904609981337e-06,NA,NA,NA,NA,NA,NA,NA,0.0430594387714037,NA,NA,"diet"
"Chlamydiales","Male","week 10","fixed",NA,"dietHFHS",3.11776241477159e-06,2.71953185538075e-06,1.14643349685459,2.10078665255318,0.365396200179931,-8.06160552775608e-06,1.42971303572993e-05,1.14643349685459,0.0562439885208977,NA,0.730792400359863,"diet"
"Chlamydiales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0562439885208977,NA,NA,"diet"
"Chlamydiales","Male","week 10","ran_pars","cohort","sd__(Intercept)",1.95321372145732e-06,NA,NA,NA,NA,NA,NA,NA,0.0562439885208977,NA,NA,"diet"
"Chlamydiales","Male","week 10","ran_pars","Residual","sd__Observation",6.52298732227151e-06,NA,NA,NA,NA,NA,NA,NA,0.0562439885208977,NA,NA,"diet"
"Rhizobiales","Male","week 10","fixed",NA,"dietHFHS",7.55648853000606e-07,7.68503772990196e-07,0.98327279521404,0.76707372882,0.5417672835805,-1.97460552313257e-05,2.12573529373269e-05,0.98327279521404,0.0425830313882406,NA,1,"diet"
"Rhizobiales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",2.94998172216915e-07,NA,NA,NA,NA,NA,NA,NA,0.0425830313882406,NA,NA,"diet"
"Rhizobiales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0425830313882406,NA,NA,"diet"
"Rhizobiales","Male","week 10","ran_pars","Residual","sd__Observation",1.8300544328778e-06,NA,NA,NA,NA,NA,NA,NA,0.0425830313882406,NA,NA,"diet"
"Bacteroidales","Female","week 10","fixed",NA,"treatmentFOS+GOS",0.0590531963033349,0.0667124768900327,0.885189683493191,9.90339164671894,0.397037637119853,-0.0897882507657869,0.207894643372457,0.885189683493191,0.1061368402858,NA,0.397037637119853,"treatment"
"Bacteroidales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",0.0939137818105473,0.0644828983062532,1.45641378221735,10.4010476421838,0.174793007050195,-0.0490156659205479,0.236843229541642,1.45641378221735,0.1061368402858,NA,0.349586014100389,"treatment"
"Bacteroidales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0675634848884985,NA,NA,NA,NA,NA,NA,NA,0.1061368402858,NA,NA,"treatment"
"Bacteroidales","Female","week 10","ran_pars","cohort","sd__(Intercept)",1.50970009707334e-06,NA,NA,NA,NA,NA,NA,NA,0.1061368402858,NA,NA,"treatment"
"Bacteroidales","Female","week 10","ran_pars","Residual","sd__Observation",0.114337193886711,NA,NA,NA,NA,NA,NA,NA,0.1061368402858,NA,NA,"treatment"
"Bacteroidales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-0.0481973641821977,0.0435149479665378,-1.10760477570284,30.785467987549,0.276611717983679,-0.136971759193987,0.0405770308295918,-1.10760477570284,0.0848777786836856,NA,0.553223435967358,"treatment"
"Bacteroidales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.0259409415092758,0.0454724308333658,0.570476243162295,32.1710302881457,0.57231801681148,-0.0666640608512243,0.118545943869776,0.570476243162295,0.0848777786836856,NA,0.57231801681148,"treatment"
"Bacteroidales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0848777786836856,NA,NA,"treatment"
"Bacteroidales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.109161516866969,NA,NA,NA,NA,NA,NA,NA,0.0848777786836856,NA,NA,"treatment"
"Bacteroidales","Male","week 10","ran_pars","Residual","sd__Observation",0.103238216428191,NA,NA,NA,NA,NA,NA,NA,0.0848777786836856,NA,NA,"treatment"
"Bacteroidales","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.192416473718308,0.0383145489725767,5.02202110890118,33.9999999993555,1.60852817326889e-05,0.11455194194175,0.270281005494866,5.02202110890118,0.433814480943098,NA,3.21705634653778e-05,"treatment"
"Bacteroidales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.046529847109636,0.0375705063203221,1.23846739548644,33.9999999995949,0.224025745172561,-0.0298226080721587,0.122882302291431,1.23846739548644,0.433814480943098,NA,0.224025745172561,"treatment"
"Bacteroidales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.433814480943098,NA,NA,"treatment"
"Bacteroidales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.433814480943098,NA,NA,"treatment"
"Bacteroidales","Female","week 5","ran_pars","Residual","sd__Observation",0.0938510947076903,NA,NA,NA,NA,NA,NA,NA,0.433814480943098,NA,NA,"treatment"
"Bacteroidales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.059690871549246,0.0453947281979001,-1.31492959466618,9.35154945488015,0.219863712424366,-0.161795422144266,0.0424136790457738,-1.31492959466618,0.0405848700649333,0.564129809751369,0.439727424848732,"treatment"
"Bacteroidales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.0147569783659231,0.0467925091021554,-0.315370529366279,10.3694950625213,0.758735866810072,-0.118515797849235,0.089001841117389,-0.315370529366279,0.0405848700649333,0.564129809751369,0.758735866810072,"treatment"
"Bacteroidales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0442826623542454,NA,NA,NA,NA,NA,NA,NA,0.0405848700649333,0.564129809751369,NA,"treatment"
"Bacteroidales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.0823175272354968,NA,NA,NA,NA,NA,NA,NA,0.0405848700649333,0.564129809751369,NA,"treatment"
"Bacteroidales","Male","week 5","ran_pars","Residual","sd__Observation",0.0852876182954181,NA,NA,NA,NA,NA,NA,NA,0.0405848700649333,0.564129809751369,NA,"treatment"
"Lachnospirales","Female","week 5","fixed",NA,"treatmentFOS+GOS",0.0375084082084818,0.0499209932417478,0.751355407270109,9.4114081721978,0.470809047130339,-0.074672677753282,0.149689494170246,0.751355407270109,0.0357319056363926,0.433776173114026,0.664197867347114,"treatment"
"Lachnospirales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",0.0510033449041797,0.0501616487441643,1.0167796749327,10.5074416889876,0.332098933673557,-0.0600364346619094,0.162043124470269,1.0167796749327,0.0357319056363926,0.433776173114026,0.664197867347114,"treatment"
"Lachnospirales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0418834898238897,NA,NA,NA,NA,NA,NA,NA,0.0357319056363926,0.433776173114026,NA,"treatment"
"Lachnospirales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.0597622104896783,NA,NA,NA,NA,NA,NA,NA,0.0357319056363926,0.433776173114026,NA,"treatment"
"Lachnospirales","Female","week 5","ran_pars","Residual","sd__Observation",0.0870399657086225,NA,NA,NA,NA,NA,NA,NA,0.0357319056363926,0.433776173114026,NA,"treatment"
"Lactobacillales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.0990718275382055,0.033082075351317,-2.99472830788597,33.9999999988367,0.00509431220971923,-0.166302693527839,-0.0318409615485719,-2.99472830788597,0.19954502326873,NA,0.0101886244194385,"treatment"
"Lactobacillales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0517018779459867,0.0324396438012523,-1.59378685730177,33.999999998997,0.12023908986262,-0.117627165945376,0.0142234100534025,-1.59378685730177,0.19954502326873,NA,0.12023908986262,"treatment"
"Lactobacillales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.19954502326873,NA,NA,"treatment"
"Lactobacillales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.19954502326873,NA,NA,"treatment"
"Lactobacillales","Female","week 10","ran_pars","Residual","sd__Observation",0.0810342042430311,NA,NA,NA,NA,NA,NA,NA,0.19954502326873,NA,NA,"treatment"
"Verrucomicrobiales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.0307477273127893,0.0604564726519972,-0.508592810066525,10.4198032925066,0.621632551669938,-0.164721112695217,0.103225658069638,-0.508592810066525,0.0208387207849817,0.540722287727009,1,"treatment"
"Verrucomicrobiales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.0120914187882263,0.0609143082755768,0.198498827788122,11.0631536243009,0.846255476207321,-0.121886752372282,0.146069589948735,0.198498827788122,0.0208387207849817,0.540722287727009,1,"treatment"
"Verrucomicrobiales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0788536284963316,NA,NA,NA,NA,NA,NA,NA,0.0208387207849817,0.540722287727009,NA,"treatment"
"Verrucomicrobiales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.0479678840252603,NA,NA,NA,NA,NA,NA,NA,0.0208387207849817,0.540722287727009,NA,"treatment"
"Verrucomicrobiales","Male","week 5","ran_pars","Residual","sd__Observation",0.0867509367808492,NA,NA,NA,NA,NA,NA,NA,0.0208387207849817,0.540722287727009,NA,"treatment"
"Lachnospirales","Male","week 5","fixed",NA,"treatmentFOS+GOS",0.108196802490557,0.0438268286850001,2.46873446555323,8.86200199007094,0.0360322908605654,0.0088177913916208,0.207575813589492,2.46873446555323,0.214858572308534,0.723958733217608,0.0720645817211309,"treatment"
"Lachnospirales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0.00518901024602153,0.0444410965407878,0.116761525928126,10.1155675525579,0.909334732925799,-0.0936787933767553,0.104056813868798,0.116761525928126,0.214858572308534,0.723958733217608,0.909334732925799,"treatment"
"Lachnospirales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0585865240973652,NA,NA,NA,NA,NA,NA,NA,0.214858572308534,0.723958733217608,NA,"treatment"
"Lachnospirales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.0526083612583211,NA,NA,NA,NA,NA,NA,NA,0.214858572308534,0.723958733217608,NA,"treatment"
"Lachnospirales","Male","week 5","ran_pars","Residual","sd__Observation",0.0579804992730391,NA,NA,NA,NA,NA,NA,NA,0.214858572308534,0.723958733217608,NA,"treatment"
"Verrucomicrobiales","Male","week 10","fixed",NA,"treatmentFOS+GOS",0.0832841072346891,0.0522001409400725,1.59547667371822,10.8521206309706,0.139291346307503,-0.0317989306784443,0.198367145147822,1.59547667371822,0.121360927875211,0.838872054707792,0.417874038922509,"treatment"
"Verrucomicrobiales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00314533488268126,0.0528041500286848,-0.0595660545804187,11.5471429891321,0.953519697905226,-0.118698121279585,0.112407451514223,-0.0595660545804187,0.121360927875211,0.838872054707792,0.953519697905226,"treatment"
"Verrucomicrobiales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.077442087624288,NA,NA,NA,NA,NA,NA,NA,0.121360927875211,0.838872054707792,NA,"treatment"
"Verrucomicrobiales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.0631210133502741,NA,NA,NA,NA,NA,NA,NA,0.121360927875211,0.838872054707792,NA,"treatment"
"Verrucomicrobiales","Male","week 10","ran_pars","Residual","sd__Observation",0.0473445370286394,NA,NA,NA,NA,NA,NA,NA,0.121360927875211,0.838872054707792,NA,"treatment"
"Verrucomicrobiales","Female","week 10","fixed",NA,"treatmentFOS+GOS",0.169164673963755,0.0638277310135992,2.65033193687728,10.7561442184453,0.0229608149535357,0.0282912222524411,0.310038125675068,2.65033193687728,0.386473366608733,0.952083079413052,0.0688824448606071,"treatment"
"Verrucomicrobiales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.00644944454330397,0.062515169931497,-0.103166072336861,11.6026001049788,0.919592818583858,-0.143177525179786,0.130278636093178,-0.103166072336861,0.386473366608733,0.952083079413052,1,"treatment"
"Verrucomicrobiales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0914988213505607,NA,NA,NA,NA,NA,NA,NA,0.386473366608733,0.952083079413052,NA,"treatment"
"Verrucomicrobiales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.0380641647942462,NA,NA,NA,NA,NA,NA,NA,0.386473366608733,0.952083079413052,NA,"treatment"
"Verrucomicrobiales","Female","week 10","ran_pars","Residual","sd__Observation",0.0288444322911244,NA,NA,NA,NA,NA,NA,NA,0.386473366608733,0.952083079413052,NA,"treatment"
"Oscillospirales","Female","week 5","fixed",NA,"treatmentFOS+GOS",-0.145714201830068,0.030966503405064,-4.70554262856292,10.2532242996819,0.000779698448115958,-0.214481587350154,-0.0769468163099812,-4.70554262856292,0.730844494709292,NA,0.00155939689623192,"treatment"
"Oscillospirales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",-0.0102906934539406,0.029809666635252,-0.345213302109563,10.4366165501063,0.736790798027644,-0.0763360423728811,0.0557546554649999,-0.345213302109563,0.730844494709292,NA,0.736790798027644,"treatment"
"Oscillospirales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0377328380196318,NA,NA,NA,NA,NA,NA,NA,0.730844494709292,NA,NA,"treatment"
"Oscillospirales","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.730844494709292,NA,NA,"treatment"
"Oscillospirales","Female","week 5","ran_pars","Residual","sd__Observation",0.0405085630194901,NA,NA,NA,NA,NA,NA,NA,0.730844494709292,NA,NA,"treatment"
"Lactobacillales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-0.0390309794640072,0.029240341562227,-1.3348332262448,9.32429605257241,0.213605560627082,-0.104828198001138,0.0267662390731239,-1.3348332262448,0.0857613060736479,0.506666827567978,0.288322021409814,"treatment"
"Lactobacillales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",-0.0468498550756521,0.0296555671335753,-1.57979966677521,10.3645215798767,0.144161010704907,-0.112612922015551,0.0189132118642467,-1.57979966677521,0.0857613060736479,0.506666827567978,0.288322021409814,"treatment"
"Lactobacillales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0335507866113454,NA,NA,NA,NA,NA,NA,NA,0.0857613060736479,0.506666827567978,NA,"treatment"
"Lactobacillales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.0308174489969964,NA,NA,NA,NA,NA,NA,NA,0.0857613060736479,0.506666827567978,NA,"treatment"
"Lactobacillales","Male","week 5","ran_pars","Residual","sd__Observation",0.0493202945832137,NA,NA,NA,NA,NA,NA,NA,0.0857613060736479,0.506666827567978,NA,"treatment"
"Lachnospirales","Male","week 10","fixed",NA,"treatmentFOS+GOS",0.0152935704371463,0.0339847454551661,0.450012799340286,10.2190576679351,0.662096984342758,-0.0602097136451086,0.0907968545194012,0.450012799340286,0.00895890273915393,0.380024530043299,1,"treatment"
"Lachnospirales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",0.0177964032303764,0.034618415604141,0.514073302310452,11.2062445588024,0.61718605751818,-0.058227473043513,0.0938202795042659,0.514073302310452,0.00895890273915393,0.380024530043299,1,"treatment"
"Lachnospirales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0324421869208874,NA,NA,NA,NA,NA,NA,NA,0.00895890273915393,0.380024530043299,NA,"treatment"
"Lachnospirales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.0391229684288034,NA,NA,NA,NA,NA,NA,NA,0.00895890273915393,0.380024530043299,NA,"treatment"
"Lachnospirales","Male","week 10","ran_pars","Residual","sd__Observation",0.0656950549937417,NA,NA,NA,NA,NA,NA,NA,0.00895890273915393,0.380024530043299,NA,"treatment"
"Lachnospirales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-0.0114202602251133,0.0419208719067923,-0.272424205548618,8.93386882158318,0.791487568858494,-0.106358974278802,0.0835184538285752,-0.272424205548618,0.0302774772341317,NA,0.906222618877747,"treatment"
"Lachnospirales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0317451238256318,0.0405790225423402,-0.782303807158215,9.49095719055175,0.453111309438874,-0.122822480903867,0.0593322332526032,-0.782303807158215,0.0302774772341317,NA,0.906222618877747,"treatment"
"Lachnospirales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0397772373127875,NA,NA,NA,NA,NA,NA,NA,0.0302774772341317,NA,NA,"treatment"
"Lachnospirales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,NA,NA,0.0302774772341317,NA,NA,"treatment"
"Lachnospirales","Female","week 10","ran_pars","Residual","sd__Observation",0.0760343116471508,NA,NA,NA,NA,NA,NA,NA,0.0302774772341317,NA,NA,"treatment"
"Bifidobacteriales","Male","week 10","fixed",NA,"treatmentFOS+GOS",0.116300202169104,0.0317069655282555,3.66797012049178,12.9328216859202,0.00286122198124433,0.0477652808828019,0.184835123455406,3.66797012049178,0.936468524976848,NA,0.00858366594373298,"treatment"
"Bifidobacteriales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-0.0263309718282231,0.0317357760364049,-0.829693649149091,12.9799992620959,0.421709428141919,-0.0949026883339075,0.0422407446774614,-0.829693649149091,0.936468524976848,NA,0.421709428141919,"treatment"
"Bifidobacteriales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0511837260573998,NA,NA,NA,NA,NA,NA,NA,0.936468524976848,NA,NA,"treatment"
"Bifidobacteriales","Male","week 10","ran_pars","cohort","sd__(Intercept)",6.79097851974011e-11,NA,NA,NA,NA,NA,NA,NA,0.936468524976848,NA,NA,"treatment"
